total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair
73.4,36.0,3.0,2.0,5.5,1.0
70.2,37.9,3.0,4.0,4.6,7.0
50.7,29.9,2.8,2.0,3.3,7.0
63.6,29.3,2.8,3.0,3.2,5.0
52.0,33.8,3.1,2.0,3.2,3.0
54.3,27.7,2.9,1.0,6.7,6.0
60.0,25.2,3.1,1.0,8.7,2.0
110.1,66.1,2.7,4.0,5.5,4.0
69.3,36.0,2.7,3.0,9.5,4.0
66.0,35.6,3.0,2.0,4.4,3.0
66.0,39.6,3.2,2.0,8.7,3.0
153.0,87.2,3.0,7.0,5.2,11.0
86.0,42.1,2.7,3.0,3.1,2.0
63.8,40.2,2.7,3.0,7.4,1.0
132.7,71.7,2.7,5.0,10.3,6.0
68.1,32.7,2.7,2.0,2.4,9.0
57.8,27.2,3.2,2.0,1.6,5.0
58.1,36.0,2.8,1.0,9.9,3.0
67.3,43.1,3.2,2.0,6.3,2.0
41.1,16.9,2.9,1.0,6.8,9.0
56.0,27.4,3.0,1.0,1.7,9.0
67.3,37.0,2.7,2.0,5.2,5.0
109.3,43.7,2.8,5.0,7.8,1.0
77.6,38.8,3.5,3.0,10.1,1.0
54.7,34.5,3.2,2.0,8.7,5.0
67.0,35.5,2.7,2.0,2.1,8.0
90.1,51.4,2.9,4.0,7.7,11.0
68.7,36.4,2.7,3.0,3.0,8.0
51.0,21.4,2.7,2.0,0.1,9.0
89.8,51.2,2.9,3.0,0.5,8.0
214.4,87.9,3.0,6.0,7.2,6.0
60.0,34.8,3.3,2.0,5.1,4.0
70.4,33.8,2.8,4.0,4.1,6.0
70.5,40.9,2.7,3.0,6.3,19.0
70.0,35.0,3.0,3.0,4.5,7.0
120.6,68.7,3.1,4.0,7.2,8.0
62.3,33.6,2.8,3.0,1.3,7.0
98.9,54.4,3.0,3.0,3.7,5.0
66.0,34.3,2.7,2.0,5.8,2.0
74.0,40.0,3.3,3.0,8.6,2.0
85.0,42.5,2.9,3.0,4.4,0.0
57.4,27.6,2.9,1.0,0.7,1.0
70.7,30.4,2.9,3.0,4.6,11.0
62.0,28.5,3.2,3.0,5.2,5.0
64.0,28.8,2.7,2.0,4.1,3.0
49.4,22.7,2.9,2.0,7.2,3.0
85.5,48.7,2.9,2.0,6.7,6.0
68.0,36.7,2.8,3.0,7.1,5.0
55.7,24.5,3.0,2.0,6.3,1.0
118.0,50.7,2.8,3.0,7.1,4.0
72.0,46.8,3.5,4.0,4.4,6.0
81.0,46.2,2.9,2.0,5.5,3.0
68.0,42.8,3.0,3.0,4.2,15.0
79.7,43.0,3.5,4.0,9.1,9.0
61.1,39.1,2.7,2.0,7.4,1.0
54.5,26.7,2.7,1.0,5.0,5.0
71.8,37.3,2.9,3.0,7.6,6.0
62.1,31.7,3.1,3.0,6.5,0.0
65.2,37.8,2.7,3.0,9.3,5.0
68.8,42.7,2.8,3.0,1.8,1.0
66.8,27.4,2.7,3.0,7.2,1.0
70.6,38.8,2.8,3.0,5.4,17.0
70.0,35.0,3.3,2.0,6.5,6.0
64.3,38.6,3.1,3.0,8.1,12.0
69.0,37.3,3.2,3.0,7.5,4.0
70.0,44.1,2.9,3.0,8.4,6.0
78.2,39.1,3.4,3.0,4.2,2.0
87.6,52.6,2.7,4.0,9.5,15.0
77.1,36.2,2.9,3.0,8.5,3.0
81.4,46.4,2.8,2.0,3.2,4.0
56.4,28.8,2.8,2.0,3.8,4.0
76.1,38.8,3.4,3.0,9.9,4.0
69.2,31.8,2.7,3.0,7.9,2.0
73.0,45.3,2.9,3.0,5.5,1.0
62.9,28.3,2.7,3.0,7.7,5.0
94.4,50.0,2.7,2.0,4.5,4.0
74.7,48.6,3.1,3.0,12.7,3.0
87.9,37.8,2.7,4.0,4.9,7.0
37.0,18.9,2.7,1.0,5.7,6.0
69.0,44.8,3.3,3.0,6.0,2.0
66.8,39.4,3.5,3.0,4.1,7.0
48.0,19.7,3.2,1.0,5.1,5.0
64.5,27.1,3.1,3.0,5.4,5.0
68.0,42.8,2.7,2.0,6.3,9.0
60.8,31.0,3.3,2.0,3.4,6.0
91.0,41.9,2.7,3.0,7.7,7.0
65.2,39.8,3.0,3.0,9.7,16.0
88.0,36.1,2.7,3.0,8.5,11.0
89.2,56.2,3.3,3.0,5.5,5.0
85.4,34.2,2.7,4.0,5.8,17.0
74.0,34.0,2.9,2.0,11.3,4.0
39.5,15.8,3.5,1.0,7.1,7.0
73.7,45.0,2.8,4.0,9.5,10.0
61.2,35.5,2.9,2.0,6.3,4.0
71.5,32.9,2.7,3.0,6.5,2.0
70.4,40.1,2.8,4.0,11.4,4.0
74.1,45.2,3.3,4.0,7.1,15.0
58.3,30.3,3.3,1.0,9.4,5.0
78.7,33.1,2.8,3.0,5.3,1.0
69.6,28.5,2.7,2.0,12.1,9.0
64.4,36.7,3.3,3.0,6.6,4.0
59.3,24.3,3.1,2.0,8.1,9.0
61.0,33.5,2.9,2.0,7.0,12.0
86.0,55.9,3.0,4.0,10.5,3.0
100.0,63.0,3.1,4.0,5.0,1.0
92.0,37.7,2.7,3.0,0.9,7.0
60.0,35.4,3.1,2.0,2.3,9.0
61.0,28.7,2.7,3.0,4.4,8.0
62.8,33.9,3.3,2.0,3.5,3.0
59.0,37.8,3.4,2.0,6.3,4.0
72.9,35.7,2.8,3.0,5.3,1.0
88.7,40.8,3.1,4.0,8.1,3.0
69.5,30.6,3.3,3.0,7.2,7.0
59.8,26.3,2.7,2.0,9.7,3.0
63.0,32.1,3.4,2.0,9.8,2.0
62.1,37.3,3.3,3.0,5.5,12.0
72.7,30.5,3.1,4.0,4.4,2.0
102.0,40.8,2.7,3.0,7.1,1.0
47.0,28.7,2.7,1.0,6.1,19.0
144.2,80.8,2.7,6.0,6.1,9.0
69.1,30.4,2.8,3.0,6.4,9.0
51.8,24.9,3.0,2.0,4.7,4.0
62.0,39.1,2.8,2.0,5.4,6.0
68.0,41.5,2.7,3.0,2.7,2.0
117.0,46.8,2.8,4.0,8.4,7.0
75.5,30.2,2.9,3.0,5.8,4.0
64.0,33.9,3.3,3.0,1.8,7.0
57.3,32.1,3.2,1.0,4.6,3.0
98.1,43.2,2.7,4.0,4.7,1.0
73.8,45.0,3.1,3.0,5.8,2.0
85.5,53.0,2.8,4.0,6.8,8.0
70.6,45.9,2.7,3.0,4.3,3.0
59.8,32.3,2.8,1.0,8.0,13.0
99.5,44.8,2.9,4.0,2.2,4.0
40.0,21.6,3.1,1.0,6.7,10.0
63.4,31.7,2.8,3.0,6.6,3.0
58.0,27.3,2.7,2.0,3.6,1.0
70.9,37.6,3.2,3.0,7.2,1.0
60.1,32.5,3.4,3.0,3.4,2.0
63.3,34.2,2.8,2.0,5.3,7.0
62.9,27.7,3.0,2.0,5.0,0.0
58.0,24.4,2.7,2.0,7.2,12.0
45.0,18.4,3.1,1.0,6.4,0.0
70.4,33.8,2.9,3.0,2.8,7.0
62.1,37.9,2.7,2.0,13.6,2.0
71.0,37.6,2.8,3.0,7.9,2.0
124.0,70.7,3.5,5.0,4.1,19.0
98.8,49.4,2.8,4.0,5.1,1.0
99.0,40.6,2.9,4.0,5.4,6.0
58.8,24.7,3.0,2.0,8.0,4.0
62.6,29.4,2.7,2.0,6.3,3.0
88.7,53.2,2.9,3.0,6.3,14.0
115.4,53.1,2.7,3.0,5.4,7.0
68.0,27.2,2.8,2.0,3.8,9.0
63.0,25.8,2.9,2.0,3.6,2.0
105.6,68.6,3.3,3.0,3.1,5.0
62.3,27.4,2.8,3.0,5.2,3.0
47.4,27.5,2.8,1.0,6.8,4.0
57.7,28.9,2.7,2.0,4.8,0.0
51.2,29.7,2.8,1.0,6.1,8.0
56.2,28.1,2.7,1.0,7.0,4.0
84.5,51.5,2.8,2.0,6.9,2.0
118.0,57.8,2.7,3.0,6.0,4.0
102.7,42.1,3.0,3.0,5.5,0.0
73.4,30.1,3.1,3.0,3.5,9.0
70.3,37.3,3.0,4.0,3.5,4.0
66.0,39.6,2.7,3.0,6.3,4.0
75.0,31.5,2.8,4.0,2.1,4.0
71.0,30.5,3.1,4.0,1.2,6.0
70.7,29.0,2.9,3.0,0.1,6.0
52.5,22.6,2.7,2.0,5.4,6.0
61.7,29.0,3.1,3.0,1.2,5.0
62.0,24.8,3.2,3.0,5.3,5.0
200.0,130.0,3.0,5.0,0.4,3.0
59.2,38.5,2.9,1.0,6.5,12.0
79.2,34.1,2.8,3.0,4.6,2.0
76.5,48.2,3.1,4.0,3.8,9.0
109.0,45.8,2.8,3.0,4.2,2.0
76.6,31.4,3.0,3.0,8.2,13.0
63.0,32.1,2.8,3.0,1.4,3.0
64.0,35.8,2.7,2.0,2.3,13.0
80.0,35.2,2.7,3.0,3.6,8.0
54.4,32.1,3.3,1.0,3.6,3.0
92.3,45.2,2.7,4.0,9.8,13.0
72.1,44.0,2.8,3.0,5.5,15.0
46.0,23.9,2.9,2.0,5.7,11.0
75.0,46.5,2.7,4.0,3.8,2.0
64.0,33.3,2.8,3.0,8.7,15.0
73.0,40.9,2.8,3.0,5.1,17.0
69.5,34.8,3.3,3.0,7.4,4.0
49.6,23.3,2.8,2.0,1.9,15.0
89.3,48.2,2.9,3.0,4.2,6.0
73.0,36.5,2.9,3.0,4.1,7.0
53.0,33.4,2.8,1.0,1.2,19.0
58.0,23.8,3.1,2.0,2.8,2.0
72.9,39.4,2.9,4.0,7.2,9.0
65.2,33.9,2.8,2.0,7.3,1.0
86.1,49.1,3.2,3.0,7.9,2.0
67.9,34.6,2.8,2.0,5.9,4.0
64.0,33.9,2.9,2.0,7.4,15.0
54.3,29.3,2.8,2.0,6.8,5.0
64.0,32.0,2.7,3.0,6.9,0.0
54.4,21.8,2.9,2.0,9.4,3.0
57.0,27.9,2.9,2.0,9.1,2.0
63.0,35.9,3.1,2.0,9.6,4.0
62.0,40.3,2.7,2.0,5.1,5.0
62.4,39.9,3.3,3.0,9.8,4.0
63.9,39.0,3.2,3.0,6.4,5.0
73.0,40.1,2.9,2.0,8.3,9.0
73.0,43.1,2.8,3.0,3.8,9.0
66.0,42.2,2.9,2.0,13.7,3.0
104.5,46.0,2.9,5.0,3.3,9.0
63.0,37.2,3.2,3.0,7.6,6.0
67.8,40.0,2.7,3.0,5.2,13.0
100.5,51.3,2.9,3.0,5.5,1.0
61.2,38.6,2.9,2.0,6.2,7.0
45.5,22.3,3.0,2.0,2.6,14.0
63.0,35.3,2.7,2.0,4.8,4.0
41.0,23.8,2.7,1.0,10.6,1.0
93.4,53.2,2.8,4.0,10.3,2.0
64.8,40.2,2.7,3.0,8.7,6.0
74.4,32.7,3.5,2.0,1.5,9.0
58.0,26.1,2.9,1.0,7.6,9.0
63.4,34.2,3.4,2.0,6.6,3.0
65.6,38.0,2.8,2.0,5.7,3.0
57.0,37.0,2.7,2.0,5.0,9.0
43.5,24.4,2.7,1.0,7.2,2.0
66.4,26.6,3.0,3.0,4.8,12.0
63.0,27.1,2.8,2.0,10.7,5.0
54.2,27.1,3.0,2.0,3.4,2.0
63.0,37.2,3.1,2.0,4.8,10.0
63.0,30.9,2.9,3.0,5.6,8.0
75.2,45.9,3.1,3.0,7.6,5.0
90.2,57.7,2.8,4.0,10.4,12.0
67.2,26.9,2.7,3.0,7.8,3.0
78.8,35.5,2.7,2.0,11.1,0.0
91.7,43.1,2.8,2.0,12.9,3.0
106.0,47.7,2.8,3.0,6.3,5.0
63.2,32.9,2.7,2.0,1.4,12.0
72.6,35.6,3.2,4.0,7.2,1.0
57.0,30.8,3.2,2.0,3.0,7.0
64.6,39.4,3.2,2.0,6.7,7.0
73.2,44.7,3.2,3.0,7.3,9.0
65.0,26.0,3.0,2.0,8.3,12.0
58.6,29.9,3.5,2.0,12.7,0.0
67.0,32.8,3.0,3.0,4.5,3.0
67.1,38.9,2.7,2.0,4.1,3.0
83.6,33.4,3.0,4.0,3.4,10.0
81.4,34.2,3.3,3.0,8.5,12.0
49.7,30.8,3.1,2.0,6.8,6.0
67.4,33.0,3.1,2.0,2.4,5.0
65.7,39.4,3.4,2.0,6.7,8.0
76.9,48.4,2.7,2.0,5.9,6.0
79.7,40.6,3.3,2.0,7.1,6.0
68.0,37.4,2.9,3.0,5.8,1.0
66.0,32.3,2.9,3.0,2.4,7.0
51.0,25.5,2.8,2.0,5.5,10.0
46.0,29.4,3.4,2.0,6.1,2.0
56.0,31.9,3.1,2.0,7.4,3.0
60.0,25.2,3.2,1.0,6.7,8.0
77.0,50.1,2.7,3.0,5.1,4.0
77.8,43.6,2.8,3.0,9.6,0.0
68.4,34.9,3.1,2.0,8.5,12.0
66.6,30.0,2.8,2.0,9.5,12.0
115.0,59.8,2.9,5.0,6.8,7.0
68.0,34.7,2.7,3.0,4.2,8.0
71.0,44.7,2.8,4.0,5.3,6.0
69.0,28.3,2.7,2.0,6.1,4.0
63.8,25.5,3.3,3.0,7.5,1.0
89.6,40.3,2.8,4.0,9.5,15.0
62.0,32.2,2.8,2.0,4.2,9.0
78.6,42.4,2.8,3.0,8.1,16.0
62.0,24.8,3.5,2.0,5.7,6.0
66.0,42.9,3.4,2.0,6.3,9.0
74.4,48.4,2.7,3.0,7.3,4.0
66.5,41.9,2.7,3.0,7.7,7.0
88.9,35.6,3.1,3.0,4.1,2.0
73.5,39.0,2.7,3.0,6.8,3.0
75.0,33.0,2.7,2.0,8.7,9.0
71.7,33.0,3.1,4.0,3.8,3.0
55.2,24.8,3.0,1.0,7.4,1.0
107.5,55.9,2.8,4.0,5.2,2.0
116.0,51.0,2.7,4.0,8.4,5.0
66.0,41.6,2.9,3.0,1.0,3.0
65.1,35.2,3.1,2.0,8.6,2.0
60.8,30.4,2.7,3.0,5.5,3.0
57.0,36.5,3.0,2.0,1.2,15.0
56.6,31.7,2.7,2.0,3.7,3.0
57.7,23.7,3.5,2.0,0.2,10.0
69.7,41.1,3.3,2.0,4.1,9.0
65.7,38.8,2.8,2.0,6.9,3.0
86.1,51.7,2.9,2.0,8.3,4.0
55.5,22.2,2.8,1.0,9.1,12.0
89.9,40.5,2.8,3.0,10.9,6.0
77.0,43.1,3.0,3.0,4.5,13.0
68.0,32.0,3.0,2.0,1.1,2.0
66.0,35.6,3.0,3.0,6.2,1.0
65.0,31.2,2.7,2.0,7.3,5.0
67.4,43.8,2.9,2.0,5.7,14.0
87.8,37.8,3.0,3.0,4.6,1.0
65.0,39.0,3.1,3.0,8.2,3.0
65.6,26.2,3.0,3.0,4.0,2.0
84.5,47.3,3.3,4.0,2.4,3.0
86.0,42.1,3.0,3.0,3.2,3.0
102.7,59.6,3.2,5.0,2.1,11.0
99.0,39.6,2.9,4.0,0.4,11.0
56.4,27.6,3.3,2.0,10.3,4.0
64.5,32.9,2.9,2.0,5.3,5.0
50.0,31.0,2.7,1.0,12.7,3.0
51.0,33.1,2.7,1.0,3.2,3.0
85.1,52.8,2.8,3.0,7.6,8.0
84.0,49.6,3.0,2.0,11.6,14.0
50.0,28.0,3.2,2.0,6.7,1.0
69.0,31.0,2.7,3.0,6.2,3.0
48.6,23.8,2.7,1.0,6.1,4.0
56.3,25.9,2.9,2.0,4.4,12.0
57.0,22.8,2.8,2.0,6.8,12.0
74.0,45.9,2.8,3.0,6.6,0.0
65.0,39.6,2.7,2.0,6.1,2.0
63.0,27.1,2.8,2.0,7.8,9.0
60.6,38.2,3.1,2.0,4.4,12.0
46.0,21.6,2.9,2.0,2.1,0.0
65.4,28.8,3.2,3.0,3.4,8.0
64.6,34.2,2.9,3.0,0.1,2.0
71.3,35.6,2.7,3.0,4.4,11.0
86.0,48.2,2.7,3.0,7.3,1.0
73.0,35.8,2.7,4.0,6.9,4.0
63.7,27.4,3.1,2.0,4.9,2.0
63.1,36.0,3.4,3.0,4.8,17.0
79.0,47.4,2.7,4.0,5.3,4.0
131.2,63.0,2.8,5.0,10.3,3.0
66.0,35.0,2.8,3.0,4.7,5.0
61.3,30.6,2.7,2.0,2.3,6.0
88.3,38.0,2.7,3.0,4.7,15.0
41.7,24.6,3.2,2.0,6.9,2.0
72.1,33.9,3.2,2.0,4.2,2.0
86.0,50.7,2.8,3.0,3.0,8.0
112.0,68.3,3.3,4.0,6.4,3.0
89.8,50.3,3.0,3.0,4.0,2.0
45.5,29.6,3.4,1.0,6.0,4.0
65.8,30.9,3.1,3.0,0.3,3.0
66.0,37.0,3.3,3.0,6.4,4.0
63.4,27.3,3.3,3.0,3.3,13.0
71.4,42.1,3.1,2.0,4.1,3.0
92.1,39.6,3.3,4.0,9.1,9.0
65.4,34.7,3.1,3.0,6.6,7.0
90.0,53.1,2.9,4.0,6.2,3.0
64.3,36.7,2.9,3.0,6.6,4.0
64.0,37.8,3.0,3.0,2.9,9.0
51.7,23.8,2.8,1.0,5.3,8.0
61.3,31.9,3.2,2.0,6.9,2.0
78.3,35.2,3.0,2.0,4.9,2.0
64.0,27.5,2.8,2.0,8.6,3.0
110.0,52.8,2.7,4.0,9.0,1.0
41.2,23.1,2.7,1.0,6.8,5.0
50.2,29.6,3.0,2.0,7.8,7.0
112.0,54.9,3.0,3.0,8.5,11.0
63.0,37.8,3.1,3.0,8.5,1.0
60.9,35.3,3.3,3.0,4.7,4.0
68.0,38.1,3.1,3.0,4.2,3.0
69.0,37.3,3.1,2.0,2.1,1.0
64.0,26.2,2.7,2.0,6.0,0.0
53.4,27.2,3.2,1.0,8.0,9.0
98.0,42.1,2.8,3.0,6.2,9.0
60.5,35.7,2.8,3.0,6.2,4.0
51.7,24.3,2.7,1.0,4.1,8.0
110.1,65.0,3.1,5.0,4.5,4.0
56.1,33.1,3.1,1.0,7.0,19.0
89.6,52.0,2.9,3.0,4.0,5.0
51.0,28.6,2.8,1.0,9.1,16.0
58.4,25.1,3.1,1.0,4.8,8.0
63.6,31.2,3.0,3.0,4.0,7.0
128.5,75.8,3.0,6.0,2.0,5.0
64.8,27.9,3.3,3.0,5.4,2.0
81.0,51.0,2.8,4.0,5.7,7.0
68.4,28.7,2.7,2.0,8.1,0.0
61.8,26.6,2.7,2.0,7.9,3.0
120.0,58.8,3.1,3.0,4.8,2.0
64.0,26.9,2.7,2.0,3.5,3.0
78.1,34.4,2.9,2.0,8.0,8.0
65.0,30.6,2.7,3.0,6.7,2.0
77.3,36.3,3.0,4.0,5.5,4.0
98.3,41.3,2.7,4.0,7.6,4.0
54.2,22.8,2.7,2.0,7.1,3.0
63.2,39.2,2.7,2.0,4.7,1.0
97.7,51.8,2.8,4.0,5.0,0.0
63.0,25.8,3.0,3.0,5.9,2.0
58.3,31.5,3.5,2.0,9.1,15.0
88.0,36.1,2.7,4.0,10.4,0.0
61.9,36.5,2.7,3.0,0.4,2.0
64.0,37.8,3.0,2.0,5.7,3.0
66.4,29.9,2.7,2.0,11.2,0.0
62.0,38.4,3.1,2.0,7.5,3.0
41.2,26.4,2.8,1.0,6.2,5.0
57.4,36.2,2.7,2.0,5.8,13.0
55.7,27.3,2.8,2.0,9.2,0.0
70.8,41.1,2.9,4.0,4.9,11.0
60.7,34.6,3.1,3.0,8.7,10.0
54.4,31.0,3.2,1.0,6.0,6.0
85.1,50.2,2.9,3.0,5.1,19.0
71.9,30.2,2.7,4.0,6.7,10.0
116.5,72.2,3.0,4.0,1.1,3.0
107.0,48.2,2.9,3.0,6.8,9.0
71.0,34.1,2.7,2.0,2.2,9.0
78.1,49.2,2.7,3.0,2.5,19.0
76.8,30.7,2.8,4.0,5.8,14.0
62.0,34.7,3.0,2.0,8.2,5.0
66.5,28.6,2.7,3.0,7.3,11.0
151.5,75.8,2.7,6.0,8.2,7.0
66.0,41.6,2.9,2.0,10.5,2.0
68.3,28.0,3.3,2.0,5.4,5.0
114.0,66.1,3.1,3.0,8.5,10.0
156.0,62.4,2.8,5.0,3.5,4.0
182.2,94.7,2.8,6.0,6.5,9.0
62.0,29.8,2.9,2.0,7.8,6.0
61.0,29.3,2.8,3.0,9.2,11.0
54.2,24.4,2.9,1.0,8.1,4.0
55.0,29.2,3.3,1.0,8.8,9.0
95.8,45.0,2.8,3.0,5.4,8.0
64.0,34.6,3.3,3.0,7.4,3.0
110.0,63.8,3.4,3.0,10.9,1.0
67.7,38.6,2.7,2.0,6.7,4.0
64.8,31.1,2.7,3.0,8.3,4.0
74.7,32.1,3.1,3.0,4.1,3.0
99.5,47.8,3.1,3.0,8.8,8.0
87.0,40.0,2.8,2.0,5.7,8.0
82.6,37.2,2.8,3.0,8.0,9.0
110.6,46.5,2.8,3.0,9.9,11.0
67.0,31.5,3.5,2.0,0.1,1.0
64.0,28.2,3.0,3.0,2.2,1.0
70.2,30.2,2.7,4.0,4.7,4.0
68.0,35.4,2.7,3.0,4.9,4.0
68.0,27.9,3.5,2.0,8.7,5.0
58.0,33.1,2.7,1.0,7.3,3.0
60.2,27.1,2.7,2.0,4.8,3.0
68.8,42.0,2.9,2.0,2.8,6.0
56.5,28.2,2.9,1.0,8.1,7.0
58.0,35.4,2.7,1.0,4.9,13.0
67.0,33.5,2.9,3.0,5.9,4.0
62.6,25.0,2.8,2.0,7.6,7.0
73.5,30.1,2.7,2.0,1.7,5.0
57.9,35.3,3.1,1.0,11.7,7.0
66.0,37.0,2.7,3.0,7.7,10.0
58.6,36.9,2.7,1.0,7.3,3.0
61.4,31.9,2.8,2.0,8.5,1.0
60.2,34.9,2.9,2.0,9.4,2.0
66.2,29.1,2.7,2.0,3.6,11.0
98.6,42.4,3.4,3.0,6.3,3.0
65.0,32.5,2.8,3.0,6.3,15.0
53.0,31.8,3.4,2.0,2.4,7.0
52.3,23.5,3.2,2.0,6.8,7.0
64.7,37.5,3.3,3.0,2.7,6.0
66.2,33.8,3.1,2.0,4.4,15.0
65.1,30.6,2.8,3.0,7.5,10.0
73.7,39.8,3.1,3.0,9.2,2.0
75.9,35.7,2.7,3.0,11.3,3.0
36.0,14.4,2.9,1.0,9.5,8.0
62.8,30.1,2.8,2.0,4.8,4.0
64.8,37.6,2.9,2.0,8.4,5.0
61.5,28.3,3.5,2.0,6.5,5.0
62.0,34.7,2.8,3.0,10.9,2.0
74.9,30.7,2.8,4.0,3.5,5.0
46.4,26.9,2.7,1.0,7.8,9.0
57.2,34.9,2.7,2.0,9.5,9.0
106.4,51.1,3.0,4.0,2.8,11.0
89.2,41.0,2.8,3.0,7.0,8.0
89.2,53.5,2.7,2.0,3.5,15.0
55.7,26.2,2.8,2.0,4.2,3.0
52.7,33.2,2.7,2.0,12.4,15.0
59.9,27.6,2.9,2.0,6.7,3.0
76.5,47.4,2.7,4.0,8.8,2.0
69.3,38.1,2.8,3.0,5.2,8.0
71.4,36.4,2.8,4.0,3.5,8.0
62.1,40.4,2.7,2.0,11.4,5.0
47.0,24.9,3.3,2.0,1.6,6.0
63.7,32.5,2.7,2.0,7.3,9.0
73.0,41.6,3.2,2.0,8.1,8.0
108.4,65.0,3.1,4.0,9.4,7.0
106.1,66.8,3.0,5.0,0.9,3.0
107.4,51.6,2.7,4.0,5.8,4.0
64.0,40.3,2.8,2.0,9.7,14.0
79.0,51.4,3.3,3.0,4.3,10.0
55.6,27.2,2.7,2.0,8.2,7.0
64.3,28.3,3.1,2.0,8.6,5.0
58.6,23.4,2.8,1.0,11.7,4.0
69.2,29.1,3.3,2.0,5.7,2.0
65.4,31.4,3.0,3.0,7.0,4.0
64.6,38.1,2.8,2.0,2.0,3.0
72.5,29.0,2.8,4.0,8.2,4.0
87.6,48.2,2.7,3.0,4.3,5.0
63.3,27.9,3.0,2.0,6.5,3.0
70.2,31.6,2.8,3.0,4.8,1.0
91.0,52.8,2.9,3.0,4.4,8.0
86.5,45.0,2.8,4.0,7.4,6.0
120.0,55.2,2.8,4.0,6.5,3.0
71.6,44.4,3.3,4.0,5.5,15.0
169.6,96.7,3.2,4.0,3.1,13.0
105.0,57.8,3.4,3.0,5.1,1.0
62.6,27.5,2.8,3.0,3.7,2.0
64.0,27.5,3.1,2.0,2.6,13.0
69.4,36.8,2.9,2.0,7.7,6.0
57.0,26.8,2.8,2.0,3.7,5.0
70.0,33.6,2.8,2.0,5.9,2.0
61.1,29.9,3.2,3.0,8.5,4.0
68.6,28.8,3.0,2.0,3.3,0.0
45.2,18.1,2.8,1.0,7.1,2.0
63.3,30.4,3.5,2.0,6.2,13.0
66.0,39.6,2.7,3.0,5.2,6.0
54.5,26.2,2.9,1.0,6.4,19.0
66.0,42.2,3.5,3.0,6.1,3.0
74.9,40.4,3.3,4.0,11.5,3.0
64.8,30.5,3.1,3.0,9.1,2.0
64.3,36.7,3.0,2.0,11.5,6.0
69.0,33.8,3.0,3.0,7.1,3.0
82.0,38.5,2.7,3.0,4.1,17.0
61.5,37.5,2.9,3.0,8.0,12.0
64.6,36.2,2.8,2.0,3.2,5.0
127.0,73.7,3.1,4.0,7.5,16.0
60.6,27.9,2.8,2.0,7.8,3.0
54.4,30.5,3.2,1.0,7.7,11.0
74.0,46.6,3.3,3.0,5.7,5.0
114.1,69.6,2.7,4.0,12.6,3.0
67.4,43.8,2.7,3.0,7.0,7.0
59.0,38.4,2.9,1.0,4.4,1.0
63.5,38.1,2.9,3.0,11.5,1.0
138.1,71.8,2.9,6.0,1.8,3.0
71.0,44.7,2.7,4.0,6.9,15.0
88.0,41.4,2.8,2.0,7.8,2.0
64.7,35.6,2.7,3.0,2.7,0.0
63.1,27.1,2.8,2.0,4.3,5.0
66.7,31.3,2.9,2.0,2.6,2.0
70.0,32.2,3.2,3.0,3.8,9.0
71.0,31.9,3.0,3.0,4.2,3.0
64.3,37.9,2.9,2.0,6.1,4.0
64.7,25.9,2.7,3.0,4.6,0.0
61.5,24.6,2.8,3.0,4.2,15.0
60.4,35.0,2.8,3.0,7.1,7.0
98.7,55.3,3.1,2.0,2.4,7.0
66.6,32.6,2.7,3.0,5.7,5.0
53.6,34.3,2.7,2.0,8.5,2.0
58.0,37.7,2.7,2.0,6.8,7.0
68.5,39.0,2.8,3.0,4.4,2.0
66.0,29.7,2.7,3.0,10.2,2.0
66.0,36.3,2.9,2.0,7.6,4.0
78.3,42.3,3.0,3.0,7.3,5.0
82.1,49.3,3.2,2.0,4.3,9.0
62.1,33.5,2.8,2.0,6.5,6.0
63.0,33.4,2.7,3.0,8.2,14.0
60.8,30.4,2.8,2.0,5.7,3.0
50.4,21.7,3.1,1.0,4.4,4.0
67.4,28.3,3.0,3.0,1.6,1.0
56.0,23.5,3.1,2.0,6.4,5.0
66.8,40.1,3.0,2.0,3.2,6.0
46.5,20.9,2.7,2.0,9.7,7.0
61.0,28.1,2.7,2.0,3.5,2.0
86.6,39.0,3.1,3.0,5.6,1.0
79.0,45.8,2.8,2.0,9.2,1.0
84.3,47.2,3.2,3.0,7.8,8.0
46.7,28.5,3.0,1.0,6.6,6.0
77.2,39.4,2.7,3.0,11.6,9.0
58.0,24.4,2.7,2.0,8.6,7.0
66.1,36.4,3.2,3.0,9.2,3.0
95.8,52.7,2.9,2.0,8.8,5.0
54.0,28.6,2.8,2.0,8.1,7.0
73.5,38.2,2.7,3.0,5.4,5.0
82.0,46.7,2.7,4.0,2.7,3.0
67.3,28.3,2.7,2.0,10.6,3.0
74.0,43.7,2.9,2.0,3.9,5.0
68.0,34.0,3.2,3.0,3.3,6.0
68.2,42.3,3.5,3.0,5.8,5.0
68.0,36.7,2.7,3.0,7.0,4.0
82.4,34.6,3.3,3.0,8.8,12.0
129.4,82.8,2.8,6.0,6.8,1.0
58.4,31.5,3.1,2.0,8.6,2.0
87.0,55.7,2.7,3.0,9.7,9.0
52.0,23.9,2.7,2.0,1.4,6.0
78.2,41.4,2.7,2.0,8.2,2.0
65.0,39.0,3.1,3.0,4.5,0.0
145.0,62.4,3.0,4.0,10.6,9.0
58.0,24.9,2.8,2.0,1.4,5.0
61.0,36.6,2.7,3.0,1.3,7.0
