uid,event_name,event_time
28767374,add_to_cart,2019-03-17 10:36:35
28935438,add_to_cart,2019-02-28 19:13:15
28959984,add_to_cart,2019-02-18 16:37:48
28977995,add_to_cart,2019-05-01 22:17:24
29025923,add_to_cart,2019-01-18 03:47:48
29187959,add_to_cart,2019-01-07 00:50:40
29203932,add_to_cart,2019-08-23 04:33:04
29287888,add_to_cart,2019-08-16 11:54:52
29333585,add_to_cart,2019-02-12 11:21:45
29601295,add_to_cart,2019-03-02 16:22:32
29640942,add_to_cart,2019-07-25 01:25:19
29663002,add_to_cart,2019-01-10 00:09:42
29898305,add_to_cart,2019-06-04 13:03:05
29990320,add_to_cart,2019-03-12 19:32:58
30207394,add_to_cart,2019-01-17 19:28:21
30236547,add_to_cart,2019-06-08 13:37:43
30238374,add_to_cart,2019-03-13 19:39:15
30270268,add_to_cart,2019-03-16 09:40:32
30460508,add_to_cart,2019-03-04 16:37:20
30499676,add_to_cart,2019-01-31 19:58:23
30613959,add_to_cart,2019-08-02 05:58:01
30728295,add_to_cart,2019-05-08 05:38:33
30765719,add_to_cart,2019-07-24 01:02:36
30769205,add_to_cart,2019-01-01 15:22:03
30769694,add_to_cart,2019-03-21 01:54:09
30809680,add_to_cart,2019-02-02 22:04:27
30990098,add_to_cart,2019-01-07 07:41:57
31252829,add_to_cart,2019-08-20 13:41:43
31269247,add_to_cart,2019-04-05 04:40:03
31326964,add_to_cart,2019-02-03 09:27:42
31390187,add_to_cart,2019-01-12 14:30:22
31450164,add_to_cart,2019-07-31 16:32:00
31618847,add_to_cart,2019-05-01 17:04:25
31709781,add_to_cart,2019-07-21 09:42:12
31734301,add_to_cart,2019-03-20 02:47:32
31744584,add_to_cart,2019-07-04 17:05:56
31770286,add_to_cart,2019-02-12 05:27:56
31975209,add_to_cart,2019-07-03 13:43:27
31984799,add_to_cart,2019-04-21 16:57:49
31986038,add_to_cart,2019-07-12 16:49:27
32131345,add_to_cart,2019-03-26 16:01:54
32166996,add_to_cart,2019-07-14 08:47:10
32265972,add_to_cart,2019-03-04 16:42:06
32294347,add_to_cart,2019-05-18 16:00:31
32345766,add_to_cart,2019-06-22 13:18:29
32393989,add_to_cart,2019-06-20 09:40:01
32402124,add_to_cart,2019-04-15 09:10:03
32479744,add_to_cart,2019-02-18 15:13:26
32556025,add_to_cart,2019-04-10 20:18:00
32786606,add_to_cart,2019-08-13 07:27:45
32903546,add_to_cart,2019-04-28 20:58:44
32964424,add_to_cart,2019-05-08 17:39:21
32987256,add_to_cart,2019-08-01 19:13:59
33078502,add_to_cart,2019-01-06 07:57:47
33206448,add_to_cart,2019-08-01 00:52:12
33595306,add_to_cart,2019-05-27 20:12:14
33669229,add_to_cart,2019-02-16 15:45:00
33773742,add_to_cart,2019-01-11 02:59:29
33881423,add_to_cart,2019-04-04 08:49:55
34162040,add_to_cart,2019-05-09 13:13:04
34267042,add_to_cart,2019-04-03 13:34:37
34314142,add_to_cart,2019-08-01 12:04:36
34403273,add_to_cart,2019-07-09 02:05:54
34824771,add_to_cart,2019-08-25 03:14:30
34868447,add_to_cart,2019-08-31 03:51:19
34996744,add_to_cart,2019-06-19 03:06:31
35343202,add_to_cart,2019-07-08 13:04:01
35404392,add_to_cart,2019-05-30 13:21:02
35413783,add_to_cart,2019-01-07 03:31:54
35415718,add_to_cart,2019-05-30 02:43:15
35562719,add_to_cart,2019-05-31 23:50:43
35699705,add_to_cart,2019-03-15 19:41:35
35938798,add_to_cart,2019-03-18 13:40:00
35957508,add_to_cart,2019-02-07 13:19:11
36136346,add_to_cart,2019-03-04 16:56:12
36481644,add_to_cart,2019-08-02 11:14:58
36587209,add_to_cart,2019-02-04 08:51:52
36763511,add_to_cart,2019-03-28 18:37:29
36831241,add_to_cart,2019-02-08 20:27:38
36949434,add_to_cart,2019-05-27 18:35:56
36970773,add_to_cart,2019-02-23 15:10:48
37026097,add_to_cart,2019-02-22 10:36:28
37040673,add_to_cart,2019-04-09 00:35:52
37053802,add_to_cart,2019-03-30 19:37:47
37088675,add_to_cart,2019-07-20 17:14:48
37107116,add_to_cart,2019-02-13 09:03:30
37141240,add_to_cart,2019-01-16 17:39:26
37222956,add_to_cart,2019-05-31 23:04:49
37344658,add_to_cart,2019-07-15 08:26:06
37644987,add_to_cart,2019-03-25 12:37:54
37657635,add_to_cart,2019-06-20 16:59:28
37739133,add_to_cart,2019-06-11 04:46:05
37818753,add_to_cart,2019-04-10 10:36:35
37908065,add_to_cart,2019-01-09 20:16:39
37963590,add_to_cart,2019-05-31 19:51:13
37985974,add_to_cart,2019-05-08 15:57:10
38090509,add_to_cart,2019-08-17 23:16:10
38195907,add_to_cart,2019-07-21 23:32:25
38317576,add_to_cart,2019-08-08 12:50:52
38843068,add_to_cart,2019-05-12 22:53:36
38966972,add_to_cart,2019-01-20 03:04:17
39037411,add_to_cart,2019-07-31 02:32:01
39425874,add_to_cart,2019-07-05 16:56:02
39690340,add_to_cart,2019-01-24 11:26:58
39724243,add_to_cart,2019-07-04 17:10:14
39837165,add_to_cart,2019-06-18 09:18:59
39904966,add_to_cart,2019-03-02 03:27:30
39979063,add_to_cart,2019-06-26 12:43:11
40263038,add_to_cart,2019-02-15 16:03:18
40328003,add_to_cart,2019-03-01 01:17:22
40356686,add_to_cart,2019-04-11 17:12:20
40495262,add_to_cart,2019-06-05 12:26:01
40610610,add_to_cart,2019-05-31 09:28:41
40745695,add_to_cart,2019-07-27 16:27:36
40827162,add_to_cart,2019-08-18 05:54:20
40968100,add_to_cart,2019-04-21 13:34:44
41016060,add_to_cart,2019-04-15 14:09:49
41066423,add_to_cart,2019-06-21 02:31:17
41265505,add_to_cart,2019-01-27 07:53:41
41278178,add_to_cart,2019-04-23 05:54:25
41307298,add_to_cart,2019-04-30 19:00:31
41337097,add_to_cart,2019-02-25 07:00:26
41484364,add_to_cart,2019-02-19 12:28:20
41518649,add_to_cart,2019-03-28 02:44:13
41641668,add_to_cart,2019-03-16 06:19:05
41698105,add_to_cart,2019-03-31 02:44:21
41896303,add_to_cart,2019-04-18 16:02:35
41937006,add_to_cart,2019-07-09 21:01:47
42024002,add_to_cart,2019-05-17 17:04:43
42030461,add_to_cart,2019-04-12 02:39:07
42291633,add_to_cart,2019-07-04 07:21:58
42329442,add_to_cart,2019-04-19 01:28:39
42482413,add_to_cart,2019-01-10 08:58:31
42533146,add_to_cart,2019-02-04 20:51:33
42844891,add_to_cart,2019-07-29 07:35:03
42879114,add_to_cart,2019-07-19 21:05:46
43032310,add_to_cart,2019-07-19 07:18:57
43265671,add_to_cart,2019-01-21 04:31:00
43288427,add_to_cart,2019-05-24 02:31:54
43366880,add_to_cart,2019-04-18 14:20:20
43745739,add_to_cart,2019-06-20 17:29:46
44119027,add_to_cart,2019-02-01 05:50:53
44236595,add_to_cart,2019-01-25 01:04:06
44327446,add_to_cart,2019-01-07 00:46:30
44365912,add_to_cart,2019-04-14 09:18:36
44388966,add_to_cart,2019-05-12 16:43:40
44522018,add_to_cart,2019-02-02 11:31:50
44669775,add_to_cart,2019-05-15 04:34:16
44854348,add_to_cart,2019-01-17 10:02:22
44927660,add_to_cart,2019-06-14 20:11:06
45070631,add_to_cart,2019-02-18 20:29:52
45111457,add_to_cart,2019-03-21 21:03:07
45372872,add_to_cart,2019-01-16 16:34:20
45400001,add_to_cart,2019-07-03 11:20:06
45443497,add_to_cart,2019-04-02 18:06:04
45444067,add_to_cart,2019-04-06 03:02:11
45449154,add_to_cart,2019-01-12 04:00:23
45474064,add_to_cart,2019-05-14 11:18:02
45497872,add_to_cart,2019-01-17 19:42:56
45549922,add_to_cart,2019-08-08 03:58:50
45628887,add_to_cart,2019-07-27 03:25:36
45660726,add_to_cart,2019-04-17 01:17:57
45777523,add_to_cart,2019-01-20 06:35:08
45806179,add_to_cart,2019-05-13 07:51:55
46017161,add_to_cart,2019-06-16 10:47:54
46232502,add_to_cart,2019-02-15 05:01:46
46284037,add_to_cart,2019-07-12 06:51:38
46586933,add_to_cart,2019-06-18 07:48:31
46892683,add_to_cart,2019-03-06 08:26:14
47004467,add_to_cart,2019-06-04 18:21:46
47186675,add_to_cart,2019-08-19 03:48:21
47201941,add_to_cart,2019-02-13 16:46:26
47693531,add_to_cart,2019-06-24 23:17:33
47829374,add_to_cart,2019-06-11 05:53:11
47913080,add_to_cart,2019-08-06 00:53:27
48016155,add_to_cart,2019-07-17 01:58:58
48227605,add_to_cart,2019-06-09 18:15:32
48289627,add_to_cart,2019-03-28 10:05:17
48556439,add_to_cart,2019-05-19 00:15:28
48819039,add_to_cart,2019-02-14 17:23:40
48953078,add_to_cart,2019-04-04 06:53:40
49197044,add_to_cart,2019-07-14 11:15:35
49213805,add_to_cart,2019-02-24 01:48:42
49306323,add_to_cart,2019-01-15 16:44:23
49554687,add_to_cart,2019-05-17 05:22:56
49587203,add_to_cart,2019-07-29 06:01:38
49774832,add_to_cart,2019-05-05 10:40:57
49794816,add_to_cart,2019-08-03 14:49:41
49845570,add_to_cart,2019-05-18 11:03:20
49889437,add_to_cart,2019-08-30 16:03:29
49963632,add_to_cart,2019-05-20 01:23:04
49999709,add_to_cart,2019-04-08 06:04:11
50350117,add_to_cart,2019-07-28 15:45:38
50466511,add_to_cart,2019-04-03 15:06:05
50542666,add_to_cart,2019-02-20 22:26:33
50663958,add_to_cart,2019-04-24 19:00:21
50673155,add_to_cart,2019-05-01 11:54:31
50832873,add_to_cart,2019-04-30 07:36:36
51385675,add_to_cart,2019-01-21 04:08:49
51414061,add_to_cart,2019-03-27 17:32:59
51469092,add_to_cart,2019-05-29 09:09:18
51652937,add_to_cart,2019-05-30 22:52:29
51726102,add_to_cart,2019-03-03 22:04:49
51804978,add_to_cart,2019-01-04 22:22:46
51809188,add_to_cart,2019-01-15 21:23:05
51928384,add_to_cart,2019-08-07 14:23:22
52335150,add_to_cart,2019-03-03 23:47:08
52758942,add_to_cart,2019-08-06 20:16:42
52767524,add_to_cart,2019-06-16 04:03:42
52814815,add_to_cart,2019-02-27 16:08:35
52922251,add_to_cart,2019-08-04 12:11:54
53265579,add_to_cart,2019-02-15 23:06:41
53280503,add_to_cart,2019-05-21 18:33:13
53292650,add_to_cart,2019-04-20 18:56:39
53428745,add_to_cart,2019-01-03 09:44:41
53429377,add_to_cart,2019-01-13 01:20:39
53696861,add_to_cart,2019-02-20 16:08:23
53799913,add_to_cart,2019-04-22 20:32:14
53873323,add_to_cart,2019-03-15 20:43:06
53933867,add_to_cart,2019-01-26 12:41:27
53936868,add_to_cart,2019-01-20 17:21:25
54211742,add_to_cart,2019-06-29 17:06:37
54351714,add_to_cart,2019-06-06 03:53:30
54398474,add_to_cart,2019-03-30 17:32:43
54417496,add_to_cart,2019-07-18 03:31:08
54558953,add_to_cart,2019-07-18 10:05:30
54589056,add_to_cart,2019-06-05 19:29:02
54713970,add_to_cart,2019-01-09 18:05:55
55051910,add_to_cart,2019-05-29 13:50:55
55137034,add_to_cart,2019-02-04 00:22:02
55189736,add_to_cart,2019-05-18 01:51:05
55324656,add_to_cart,2019-05-18 16:24:19
55556149,add_to_cart,2019-05-02 07:19:40
56135305,add_to_cart,2019-07-07 09:11:54
56267662,add_to_cart,2019-01-01 01:15:40
56426656,add_to_cart,2019-05-01 09:49:15
56506884,add_to_cart,2019-03-19 18:41:10
56514896,add_to_cart,2019-06-10 10:00:38
56523935,add_to_cart,2019-08-07 22:11:59
56550450,add_to_cart,2019-05-23 17:21:29
56698879,add_to_cart,2019-03-02 02:15:20
56735970,add_to_cart,2019-06-16 23:20:06
56820621,add_to_cart,2019-08-21 03:33:12
56852004,add_to_cart,2019-08-19 06:59:37
56975338,add_to_cart,2019-07-01 20:34:15
56977325,add_to_cart,2019-05-22 10:22:09
57067018,add_to_cart,2019-05-07 19:16:37
57295015,add_to_cart,2019-08-03 20:58:29
57578002,add_to_cart,2019-03-14 10:47:29
57607429,add_to_cart,2019-07-12 13:36:53
57737195,add_to_cart,2019-01-28 02:52:13
57788029,add_to_cart,2019-04-25 17:57:09
57836430,add_to_cart,2019-08-08 08:01:51
57845357,add_to_cart,2019-06-14 21:54:56
58057087,add_to_cart,2019-06-17 18:34:40
58198773,add_to_cart,2019-07-10 21:44:31
58225165,add_to_cart,2019-05-13 19:10:35
58698549,add_to_cart,2019-03-12 11:29:55
58699041,add_to_cart,2019-07-21 15:38:47
58745571,add_to_cart,2019-02-25 03:22:51
59071075,add_to_cart,2019-04-17 16:21:19
59475255,add_to_cart,2019-02-01 09:01:09
59549888,add_to_cart,2019-08-27 07:03:37
59631323,add_to_cart,2019-02-28 16:03:53
59675365,add_to_cart,2019-01-23 12:30:04
59681540,add_to_cart,2019-05-21 22:40:19
59805939,add_to_cart,2019-05-28 08:08:02
59962755,add_to_cart,2019-01-08 18:30:55
60008916,add_to_cart,2019-04-04 05:01:16
60340955,add_to_cart,2019-06-10 17:35:20
60504555,add_to_cart,2019-06-16 20:57:21
60594143,add_to_cart,2019-05-19 22:06:02
60600301,add_to_cart,2019-07-07 05:11:10
60617774,add_to_cart,2019-02-05 15:13:14
60777997,add_to_cart,2019-02-11 05:14:13
60863713,add_to_cart,2019-07-22 00:35:32
60927149,add_to_cart,2019-03-10 00:37:35
61100879,add_to_cart,2019-05-24 06:14:37
61189423,add_to_cart,2019-01-15 11:41:40
61259836,add_to_cart,2019-02-25 08:14:24
61321694,add_to_cart,2019-03-03 20:30:25
61503465,add_to_cart,2019-06-10 09:31:42
61572133,add_to_cart,2019-08-05 16:55:16
61577831,add_to_cart,2019-03-12 09:05:46
61702011,add_to_cart,2019-01-28 07:14:10
62013734,add_to_cart,2019-04-07 09:29:24
62139731,add_to_cart,2019-02-21 23:18:41
62272933,add_to_cart,2019-06-17 15:09:59
62306928,add_to_cart,2019-03-20 02:33:41
62307956,add_to_cart,2019-03-07 10:38:00
62361842,add_to_cart,2019-06-07 10:49:47
62365727,add_to_cart,2019-06-30 12:28:08
62500463,add_to_cart,2019-04-11 01:42:24
62513432,add_to_cart,2019-08-10 00:59:19
62571425,add_to_cart,2019-01-20 12:04:05
62603898,add_to_cart,2019-01-13 04:43:05
62778688,add_to_cart,2019-08-23 11:43:12
62781879,add_to_cart,2019-04-29 07:37:17
62906746,add_to_cart,2019-02-05 15:21:01
62917681,add_to_cart,2019-08-15 01:21:55
62948814,add_to_cart,2019-04-10 16:38:23
62969345,add_to_cart,2019-05-20 04:27:50
62976282,add_to_cart,2019-05-11 00:39:53
62979986,add_to_cart,2019-05-01 20:49:20
63187137,add_to_cart,2019-03-02 23:14:04
63405118,add_to_cart,2019-08-08 23:06:37
63422184,add_to_cart,2019-03-10 22:02:20
63544091,add_to_cart,2019-08-18 09:29:52
63614893,add_to_cart,2019-03-28 13:34:23
63686050,add_to_cart,2019-02-03 02:34:19
64248752,add_to_cart,2019-06-17 23:38:48
64267715,add_to_cart,2019-08-24 07:14:45
64288772,add_to_cart,2019-05-12 16:55:15
64327389,add_to_cart,2019-06-13 12:44:05
64359885,add_to_cart,2019-03-10 10:43:04
64516684,add_to_cart,2019-07-13 12:53:10
64692630,add_to_cart,2019-02-09 16:35:51
65223222,add_to_cart,2019-02-12 19:05:58
65635308,add_to_cart,2019-06-07 14:42:08
65670613,add_to_cart,2019-04-06 05:36:11
65691410,add_to_cart,2019-05-28 12:03:46
65694572,add_to_cart,2019-07-25 07:48:22
65934647,add_to_cart,2019-01-29 05:16:22
66192169,add_to_cart,2019-03-04 18:35:25
66586104,add_to_cart,2019-01-20 02:49:51
66615040,add_to_cart,2019-04-11 05:23:56
66655411,add_to_cart,2019-07-04 18:08:40
66734628,add_to_cart,2019-04-10 20:10:03
66736073,add_to_cart,2019-05-02 07:58:42
66776130,add_to_cart,2019-08-09 08:27:33
66835134,add_to_cart,2019-05-18 03:07:44
67037919,add_to_cart,2019-05-25 03:00:23
67118564,add_to_cart,2019-01-24 07:20:23
67410040,add_to_cart,2019-01-09 15:32:39
67455317,add_to_cart,2019-02-18 11:58:46
67650743,add_to_cart,2019-07-11 10:37:46
67669172,add_to_cart,2019-08-02 13:54:23
67886234,add_to_cart,2019-01-14 00:41:08
67895083,add_to_cart,2019-08-23 07:56:25
68150686,add_to_cart,2019-05-07 09:25:41
68346201,add_to_cart,2019-01-17 20:33:53
68434984,add_to_cart,2019-01-25 21:41:35
68471958,add_to_cart,2019-01-08 06:31:13
68480516,add_to_cart,2019-04-12 14:56:08
68636739,add_to_cart,2019-07-25 02:47:26
68675776,add_to_cart,2019-02-06 03:35:10
68697761,add_to_cart,2019-02-15 20:07:08
68704018,add_to_cart,2019-03-02 17:17:15
68801854,add_to_cart,2019-01-07 04:06:37
69257391,add_to_cart,2019-02-27 09:34:31
69368332,add_to_cart,2019-06-16 11:47:33
69432538,add_to_cart,2019-08-17 06:44:48
69446153,add_to_cart,2019-08-26 01:41:56
69500114,add_to_cart,2019-07-13 04:55:27
69521447,add_to_cart,2019-07-28 15:08:35
69572531,add_to_cart,2019-07-14 12:30:09
69679278,add_to_cart,2019-05-01 21:40:14
69800344,add_to_cart,2019-05-24 07:05:18
69924651,add_to_cart,2019-06-20 13:18:13
70471854,add_to_cart,2019-08-22 23:52:50
70792232,add_to_cart,2019-08-02 19:59:48
70830491,add_to_cart,2019-08-01 11:11:20
70883237,add_to_cart,2019-08-05 15:08:46
71103846,add_to_cart,2019-06-01 16:11:13
71139876,add_to_cart,2019-05-18 06:44:06
71142159,add_to_cart,2019-07-09 05:31:18
71224053,add_to_cart,2019-01-03 06:13:23
71516806,add_to_cart,2019-07-03 11:02:28
71540832,add_to_cart,2019-01-20 09:00:51
71785400,add_to_cart,2019-04-07 21:17:16
72174142,add_to_cart,2019-06-29 17:44:37
72252437,add_to_cart,2019-08-11 17:11:46
72580110,add_to_cart,2019-06-30 20:11:02
72669150,add_to_cart,2019-04-02 02:45:35
72681251,add_to_cart,2019-02-04 11:21:47
73187868,add_to_cart,2019-07-26 07:57:02
73245018,add_to_cart,2019-02-28 07:56:07
73345442,add_to_cart,2019-05-10 20:18:03
73357797,add_to_cart,2019-07-27 07:57:54
73365433,add_to_cart,2019-05-21 18:55:17
73575566,add_to_cart,2019-04-19 08:41:22
73614777,add_to_cart,2019-06-11 13:06:02
73687412,add_to_cart,2019-08-08 11:17:02
73780052,add_to_cart,2019-04-17 06:56:14
73833147,add_to_cart,2019-04-23 12:07:24
73876472,add_to_cart,2019-05-22 20:01:59
73878384,add_to_cart,2019-03-29 13:20:53
74163687,add_to_cart,2019-08-10 02:07:36
74306305,add_to_cart,2019-03-10 21:28:47
74336739,add_to_cart,2019-05-23 02:30:38
74406937,add_to_cart,2019-08-19 08:19:29
74572137,add_to_cart,2019-02-14 14:50:43
74621309,add_to_cart,2019-05-24 09:28:45
74651412,add_to_cart,2019-04-03 03:02:05
74732173,add_to_cart,2019-01-23 23:19:12
75184384,add_to_cart,2019-07-06 05:13:56
75636487,add_to_cart,2019-01-24 11:52:30
75773113,add_to_cart,2019-08-11 23:57:59
76080593,add_to_cart,2019-03-23 09:25:26
76356919,add_to_cart,2019-03-05 06:52:28
76390593,add_to_cart,2019-05-16 09:55:57
76433665,add_to_cart,2019-08-13 09:23:11
76604621,add_to_cart,2019-02-08 02:57:55
76651281,add_to_cart,2019-01-09 10:12:12
76682575,add_to_cart,2019-04-16 02:22:14
76902642,add_to_cart,2019-02-05 17:09:19
77039354,add_to_cart,2019-08-13 23:05:32
77199164,add_to_cart,2019-08-05 07:01:32
77319050,add_to_cart,2019-06-11 06:41:16
77590176,add_to_cart,2019-03-08 20:42:00
77811349,add_to_cart,2019-06-15 22:40:35
77906700,add_to_cart,2019-03-29 06:16:48
77968616,add_to_cart,2019-01-04 06:22:41
77990938,add_to_cart,2019-04-28 16:43:10
78434905,add_to_cart,2019-03-22 04:43:55
78504752,add_to_cart,2019-08-07 21:04:05
78609778,add_to_cart,2019-05-09 16:07:45
78715523,add_to_cart,2019-03-14 11:30:50
78725751,add_to_cart,2019-01-11 15:16:21
78763289,add_to_cart,2019-03-29 01:33:10
78914612,add_to_cart,2019-07-29 05:59:02
78954199,add_to_cart,2019-05-03 00:05:05
79079716,add_to_cart,2019-01-30 04:25:23
79083980,add_to_cart,2019-06-06 10:04:41
79237284,add_to_cart,2019-08-15 01:19:52
79293167,add_to_cart,2019-04-24 20:26:42
79357258,add_to_cart,2019-01-25 23:34:36
79401111,add_to_cart,2019-02-22 06:44:56
79469623,add_to_cart,2019-01-22 10:55:38
79558006,add_to_cart,2019-03-26 15:16:08
79772303,add_to_cart,2019-08-12 11:50:39
79835022,add_to_cart,2019-02-15 12:29:08
80043003,add_to_cart,2019-07-29 15:12:31
80101093,add_to_cart,2019-08-12 10:11:24
80192602,add_to_cart,2019-08-06 02:25:21
80281665,add_to_cart,2019-02-27 13:38:36
80324843,add_to_cart,2019-02-18 22:31:59
80394457,add_to_cart,2019-01-20 17:13:06
80481140,add_to_cart,2019-05-23 04:03:29
80530503,add_to_cart,2019-01-30 07:05:46
80591924,add_to_cart,2019-07-14 09:33:26
80722830,add_to_cart,2019-06-07 04:47:16
80874423,add_to_cart,2019-07-06 00:57:19
80941729,add_to_cart,2019-06-19 05:20:30
80944270,add_to_cart,2019-07-21 04:59:09
81311286,add_to_cart,2019-02-07 10:57:50
81616763,add_to_cart,2019-06-05 13:56:44
81645992,add_to_cart,2019-02-06 14:42:32
81772216,add_to_cart,2019-01-04 13:29:07
81862733,add_to_cart,2019-08-16 23:53:17
82052119,add_to_cart,2019-07-10 04:38:32
82129651,add_to_cart,2019-03-08 12:48:21
82291266,add_to_cart,2019-07-13 03:04:36
82359119,add_to_cart,2019-01-29 20:10:00
82379629,add_to_cart,2019-08-16 01:08:12
82415242,add_to_cart,2019-08-12 00:21:44
82536855,add_to_cart,2019-02-17 16:32:39
82642273,add_to_cart,2019-05-22 11:14:02
82820800,add_to_cart,2019-05-16 02:56:50
82887001,add_to_cart,2019-04-22 16:38:52
82995362,add_to_cart,2019-05-01 10:43:55
83036965,add_to_cart,2019-05-17 10:44:57
83062483,add_to_cart,2019-06-01 15:12:01
83127441,add_to_cart,2019-05-24 19:20:15
83161711,add_to_cart,2019-06-04 13:45:50
83174667,add_to_cart,2019-03-05 03:18:19
83274695,add_to_cart,2019-07-16 02:24:41
83321535,add_to_cart,2019-03-20 07:42:46
83489068,add_to_cart,2019-03-27 23:39:34
83622359,add_to_cart,2019-04-07 22:18:34
83888960,add_to_cart,2019-03-06 14:52:57
83909481,add_to_cart,2019-03-25 23:12:26
83974397,add_to_cart,2019-03-14 07:53:50
83981074,add_to_cart,2019-03-10 20:11:57
84185716,add_to_cart,2019-03-18 18:43:15
84252890,add_to_cart,2019-08-01 07:38:25
84459077,add_to_cart,2019-01-30 03:19:13
84811974,add_to_cart,2019-06-12 20:42:11
84817846,add_to_cart,2019-04-08 22:58:00
85103337,add_to_cart,2019-03-25 02:33:51
85251137,add_to_cart,2019-05-20 13:20:23
85416253,add_to_cart,2019-03-10 10:38:13
85475915,add_to_cart,2019-01-14 13:58:00
85548503,add_to_cart,2019-07-01 01:13:28
85843219,add_to_cart,2019-03-23 07:24:30
85881617,add_to_cart,2019-04-02 13:14:48
85987043,add_to_cart,2019-05-30 07:43:57
86051217,add_to_cart,2019-06-20 20:24:57
86084093,add_to_cart,2019-06-30 19:02:08
86159890,add_to_cart,2019-04-30 03:27:30
86184120,add_to_cart,2019-05-22 13:11:01
86484428,add_to_cart,2019-01-18 01:57:29
86708906,add_to_cart,2019-04-02 22:53:18
86733304,add_to_cart,2019-07-22 12:55:14
87027921,add_to_cart,2019-02-16 00:59:36
87083057,add_to_cart,2019-04-05 04:46:14
87193732,add_to_cart,2019-06-29 20:43:19
87330212,add_to_cart,2019-08-03 04:15:46
87417241,add_to_cart,2019-05-24 14:26:21
87503951,add_to_cart,2019-05-16 06:22:32
87546682,add_to_cart,2019-04-05 17:44:52
87566666,add_to_cart,2019-03-07 14:08:41
87593266,add_to_cart,2019-08-10 05:15:12
87604405,add_to_cart,2019-07-31 07:04:30
87748628,add_to_cart,2019-01-12 03:27:39
87785968,add_to_cart,2019-03-01 22:54:58
87892062,add_to_cart,2019-08-10 14:13:26
88000237,add_to_cart,2019-03-07 21:45:15
88330488,add_to_cart,2019-02-21 09:13:41
88503943,add_to_cart,2019-04-14 13:34:54
88524863,add_to_cart,2019-03-29 14:51:00
88646503,add_to_cart,2019-05-30 21:47:41
88651040,add_to_cart,2019-04-04 00:28:32
88697130,add_to_cart,2019-08-27 08:24:21
88996851,add_to_cart,2019-02-23 03:46:40
89057421,add_to_cart,2019-06-22 09:38:12
89091463,add_to_cart,2019-07-07 00:22:19
89098301,add_to_cart,2019-07-16 09:32:07
89229521,add_to_cart,2019-04-18 03:38:05
89354698,add_to_cart,2019-05-15 08:58:12
89794982,add_to_cart,2019-08-09 12:33:29
89892152,add_to_cart,2019-03-21 17:57:50
89901090,add_to_cart,2019-01-21 07:49:27
90013799,add_to_cart,2019-03-24 05:54:49
90289965,add_to_cart,2019-02-03 00:06:37
90364785,add_to_cart,2019-05-30 13:24:41
90485633,add_to_cart,2019-05-07 17:41:31
90497575,add_to_cart,2019-07-16 23:10:15
90608834,add_to_cart,2019-02-08 17:28:34
91134769,add_to_cart,2019-08-01 13:05:49
91164360,add_to_cart,2019-04-26 17:37:23
91900500,add_to_cart,2019-08-22 17:41:18
92061934,add_to_cart,2019-04-30 01:39:47
92094468,add_to_cart,2019-02-19 11:29:47
92294820,add_to_cart,2019-03-16 18:55:03
92589209,add_to_cart,2019-01-03 18:20:32
92662179,add_to_cart,2019-03-01 05:29:31
92724532,add_to_cart,2019-01-26 19:32:50
92841109,add_to_cart,2019-05-15 20:19:08
93041935,add_to_cart,2019-01-26 14:39:09
93148993,add_to_cart,2019-02-19 13:28:09
93165013,add_to_cart,2019-05-29 23:56:58
93594288,add_to_cart,2019-06-07 22:23:47
93664592,add_to_cart,2019-04-10 23:07:22
93673525,add_to_cart,2019-04-17 08:43:44
93680035,add_to_cart,2019-03-05 11:11:31
93978705,add_to_cart,2019-05-26 18:51:38
94227048,add_to_cart,2019-01-19 08:05:42
94257052,add_to_cart,2019-02-10 05:27:19
94445299,add_to_cart,2019-06-29 19:47:51
94573862,add_to_cart,2019-02-08 05:08:03
94711325,add_to_cart,2019-01-12 05:35:10
94810226,add_to_cart,2019-05-05 07:00:04
95183510,add_to_cart,2019-01-18 17:37:54
95244259,add_to_cart,2019-03-08 16:16:51
95518435,add_to_cart,2019-04-03 05:03:45
95709208,add_to_cart,2019-03-02 23:04:07
95781402,add_to_cart,2019-07-12 16:52:45
95843254,add_to_cart,2019-04-23 03:18:14
96282403,add_to_cart,2019-01-30 01:53:20
96337783,add_to_cart,2019-06-27 16:42:13
96596678,add_to_cart,2019-05-20 02:03:37
96604670,add_to_cart,2019-05-06 20:44:25
96710197,add_to_cart,2019-03-30 11:44:24
96817117,add_to_cart,2019-05-22 01:17:34
96907665,add_to_cart,2019-01-12 12:45:56
97087601,add_to_cart,2019-01-20 12:05:48
97221135,add_to_cart,2019-08-16 17:37:30
97241980,add_to_cart,2019-07-08 22:45:09
97357544,add_to_cart,2019-03-02 10:36:29
97402251,add_to_cart,2019-04-25 14:13:24
97585381,add_to_cart,2019-04-29 14:14:33
97595816,add_to_cart,2019-02-05 08:04:34
97623472,add_to_cart,2019-05-06 09:38:24
98306848,add_to_cart,2019-06-19 11:22:51
98387168,add_to_cart,2019-04-07 23:22:43
98820658,add_to_cart,2019-03-02 00:53:30
98911790,add_to_cart,2019-04-23 06:26:09
98995981,add_to_cart,2019-03-09 06:56:50
99483586,add_to_cart,2019-04-20 02:48:24
99637156,add_to_cart,2019-05-16 23:49:10
99652159,add_to_cart,2019-03-09 19:19:02
