id,Пол,Возраст,Путешествует с детьми,Путешествует по работе,Тип,Расстояние,Покупка билета онлайн,Питание включено,Наличие wifi,Оценка комфортности места,Оценка качества уборки,Оценка качества обслуживания в пути,Удовлетворён предоставленной услугой
1673523,муж,45,нет,да,плацкарт,486,1,0,1,2,2,3,0
63505849,жен,29,нет,нет,плацкарт,1501,1,1,1,4,4,4,1
13207721,жен,21,нет,нет,плацкарт,2593,1,1,1,5,5,1,1
74751646,жен,61,нет,нет,купе,563,1,0,0,5,3,2,1
23727466,муж,47,нет,да,купе,478,1,1,1,1,5,2,1
67952693,муж,19,нет,да,плацкарт,570,1,0,1,2,2,3,0
30810178,жен,30,нет,да,плацкарт,970,1,1,1,4,3,4,1
19961516,муж,29,нет,да,плацкарт,962,1,1,1,3,3,2,1
5876132,муж,31,нет,нет,плацкарт,904,1,0,0,3,3,4,1
22880929,муж,55,да,нет,плацкарт,760,1,1,0,2,2,2,0
29158442,муж,40,нет,нет,плацкарт,642,1,1,1,3,3,4,1
84465657,муж,46,да,нет,плацкарт,371,1,1,0,5,5,3,1
19599827,жен,59,нет,да,купе,717,1,1,1,3,2,3,1
18743915,муж,29,нет,да,плацкарт,511,1,1,0,2,2,3,0
9773211,муж,47,нет,да,плацкарт,904,1,1,1,4,4,1,1
19011321,муж,47,нет,да,плацкарт,1409,1,1,0,2,2,3,0
89426156,муж,25,нет,нет,плацкарт,936,1,0,1,5,5,4,1
50100424,жен,52,нет,да,плацкарт,1083,1,0,1,4,4,4,1
44679743,жен,59,нет,нет,плацкарт,631,1,0,1,4,2,3,1
22210774,муж,25,нет,нет,плацкарт,631,0,0,0,3,3,2,1
25542908,муж,33,нет,да,купе,261,1,0,1,3,3,3,1
29778781,муж,36,нет,да,плацкарт,468,1,1,0,1,1,3,1
33585532,муж,35,да,нет,плацкарт,1134,1,1,1,2,2,4,1
83475352,муж,52,нет,нет,плацкарт,963,1,1,1,3,3,4,1
32665979,муж,53,нет,нет,плацкарт,398,1,1,0,2,2,4,0
46702971,жен,69,нет,нет,св,843,1,1,0,3,3,2,1
78116961,муж,70,нет,нет,св,1028,1,1,0,5,3,4,1
62994034,муж,41,нет,нет,плацкарт,935,1,1,1,3,3,2,1
75811553,жен,46,да,нет,плацкарт,1160,1,1,0,2,2,3,1
44385478,жен,28,нет,да,купе,1042,1,0,1,4,4,3,1
86349051,муж,25,нет,нет,плацкарт,274,0,1,0,4,4,4,1
90917272,муж,46,нет,нет,купе,263,1,1,0,2,2,3,0
38803272,жен,32,нет,да,купе,450,1,0,1,2,2,3,1
67874726,муж,31,нет,нет,плацкарт,1020,1,0,1,2,2,4,1
17511710,жен,23,нет,да,купе,362,1,0,1,4,4,3,1
50774307,жен,32,нет,нет,плацкарт,410,1,1,0,5,5,3,1
58248478,муж,37,нет,нет,плацкарт,399,1,0,0,2,2,4,1
41397822,муж,40,нет,да,св,525,1,0,1,4,5,5,1
98365351,муж,49,нет,нет,св,731,1,1,0,5,5,3,1
5473905,муж,47,нет,да,плацкарт,278,1,0,1,4,4,4,1
53697711,муж,36,нет,нет,св,206,1,0,1,5,3,4,1
62008645,муж,46,нет,да,плацкарт,595,1,0,1,4,4,3,1
50018067,муж,37,да,нет,св,466,1,1,0,2,3,4,1
62503783,жен,22,нет,да,плацкарт,667,1,0,1,1,1,4,1
69310099,жен,35,да,да,плацкарт,246,1,1,0,2,2,3,0
6017689,жен,49,да,нет,плацкарт,500,1,0,1,3,2,3,1
18850710,муж,33,нет,нет,плацкарт,1001,1,1,1,1,1,4,1
12824093,муж,26,нет,нет,плацкарт,1655,1,1,0,4,4,3,1
8658985,муж,49,да,нет,купе,1054,1,0,1,3,4,4,1
24307551,муж,48,нет,нет,плацкарт,345,1,1,1,4,1,2,1
9838881,жен,41,нет,нет,плацкарт,314,1,0,0,2,2,4,1
63628127,жен,64,нет,нет,плацкарт,688,1,0,0,4,1,2,1
85414056,жен,38,да,нет,плацкарт,2599,1,1,0,4,5,4,1
34885828,жен,49,нет,нет,плацкарт,1106,1,0,0,3,4,3,1
52588968,муж,37,нет,нет,плацкарт,508,1,1,1,5,5,3,1
59873264,муж,70,нет,нет,купе,726,1,1,1,3,3,3,1
1458968,жен,31,нет,да,плацкарт,382,1,1,1,3,3,2,1
49318083,жен,22,нет,да,плацкарт,1139,1,1,1,2,2,5,1
71154278,жен,60,да,нет,плацкарт,1609,1,1,0,4,4,4,1
70484630,муж,68,нет,нет,купе,146,1,1,0,3,3,4,1
98528643,жен,45,нет,нет,плацкарт,968,1,1,1,4,3,5,1
99312764,жен,43,нет,нет,купе,871,1,1,1,5,3,2,1
90659779,жен,27,нет,да,плацкарт,234,1,1,1,1,3,2,1
52871906,муж,56,нет,нет,плацкарт,246,1,1,0,3,3,3,1
32715958,жен,47,нет,нет,купе,1015,1,0,1,5,4,5,1
39559471,жен,50,нет,нет,плацкарт,2325,1,1,0,3,1,2,1
22660545,жен,64,нет,да,купе,851,1,1,1,1,2,3,1
20365561,жен,37,нет,да,купе,310,1,0,0,3,4,3,1
37283149,муж,25,нет,нет,плацкарт,1087,1,0,0,3,3,5,1
77824216,муж,55,нет,нет,плацкарт,797,1,1,0,5,5,4,1
3525902,муж,18,нет,нет,плацкарт,1241,1,1,0,4,4,3,1
75189324,муж,55,да,нет,плацкарт,1679,1,0,1,4,4,2,1
2232000,муж,56,нет,нет,плацкарт,1031,1,1,1,1,1,3,1
55413822,муж,31,нет,нет,плацкарт,1103,1,0,1,5,5,4,1
23377264,жен,63,нет,нет,плацкарт,866,1,1,0,5,4,2,1
15204193,муж,36,нет,нет,плацкарт,983,1,1,1,5,5,3,1
62060698,жен,46,да,нет,плацкарт,981,1,0,1,1,1,5,1
88797674,жен,43,да,нет,плацкарт,1653,1,1,1,1,1,2,0
95383833,жен,29,нет,нет,плацкарт,824,1,0,1,2,1,4,1
25816097,жен,56,нет,да,купе,233,1,0,0,2,2,3,1
40989815,муж,30,да,нет,плацкарт,2285,1,0,1,2,2,4,0
28768808,жен,25,нет,да,плацкарт,340,1,1,1,4,4,4,1
47176493,муж,48,да,нет,св,143,1,0,1,2,2,3,1
73618418,жен,19,нет,да,плацкарт,1409,1,0,1,4,4,3,1
15110729,жен,63,да,нет,плацкарт,438,1,0,0,5,5,5,1
35996383,жен,33,нет,да,св,1158,1,1,1,4,4,4,1
50475081,муж,29,нет,нет,купе,714,1,1,0,1,1,4,0
40847886,жен,26,нет,нет,плацкарт,1112,1,0,1,3,3,4,1
33463805,жен,32,да,нет,плацкарт,292,1,0,0,5,5,5,1
78351341,жен,26,нет,нет,плацкарт,898,1,0,0,5,5,4,1
65404250,муж,49,да,нет,плацкарт,379,1,1,1,2,1,3,1
57726381,жен,47,нет,да,плацкарт,126,1,0,1,3,1,4,1
87293794,муж,56,да,да,плацкарт,2404,1,0,1,1,1,2,0
30287848,жен,46,нет,да,плацкарт,443,1,1,1,3,3,3,1
33618878,жен,39,да,нет,плацкарт,453,1,1,0,3,3,3,1
4629608,жен,39,да,да,плацкарт,911,1,0,0,3,1,3,1
48018326,муж,51,нет,нет,плацкарт,2036,1,1,0,1,1,4,0
59387178,муж,27,да,да,купе,726,1,0,1,5,5,3,1
87778233,жен,58,да,нет,плацкарт,251,0,1,0,1,1,3,1
14584905,муж,49,да,да,св,3224,1,0,1,4,4,3,1
70374830,жен,36,нет,нет,плацкарт,2483,1,1,1,3,3,2,1
81382337,жен,23,нет,нет,плацкарт,1627,1,1,1,3,3,5,1
38737534,жен,41,да,нет,плацкарт,606,0,1,0,1,1,4,1
56481361,жен,69,нет,нет,плацкарт,1042,1,1,0,4,4,3,1
67753485,жен,44,нет,да,плацкарт,249,1,1,0,3,3,2,1
22758758,жен,30,нет,да,купе,949,1,0,1,4,4,2,1
937262,жен,35,нет,да,плацкарт,138,1,1,0,2,2,3,0
72434652,жен,49,нет,нет,плацкарт,434,1,1,1,5,4,5,1
72706344,жен,35,нет,да,св,770,1,0,0,5,5,4,1
66672843,муж,31,нет,да,плацкарт,1279,1,1,1,5,5,2,1
18918708,муж,35,нет,нет,плацкарт,843,1,0,0,2,2,3,1
96926436,муж,51,нет,нет,плацкарт,251,1,1,0,3,5,3,1
39088265,жен,26,нет,нет,плацкарт,466,1,0,1,2,2,3,1
55690394,жен,55,да,нет,купе,371,1,1,0,4,4,5,1
24469103,муж,49,нет,да,св,3461,1,1,0,4,3,4,1
51867088,муж,44,да,нет,плацкарт,1468,0,1,0,1,1,4,1
79916588,жен,38,нет,да,купе,565,1,1,1,4,4,3,1
22059311,жен,36,нет,да,купе,405,1,1,0,1,1,4,0
28173092,муж,34,нет,нет,купе,726,1,0,0,5,5,3,1
94986485,муж,27,нет,нет,купе,469,1,1,1,2,3,3,1
33296241,муж,37,нет,да,плацкарт,157,1,1,0,4,4,3,1
86949081,муж,53,нет,да,плацкарт,871,1,0,0,2,2,2,0
74247739,муж,62,да,нет,плацкарт,881,1,1,1,1,2,3,0
93321960,жен,56,нет,нет,плацкарт,1210,1,1,1,5,4,3,1
18085597,жен,23,нет,да,плацкарт,1528,1,1,1,3,3,4,1
8444001,жен,53,да,да,св,883,1,1,1,3,3,2,1
93227163,жен,33,нет,нет,св,1046,1,0,0,2,2,2,1
36258521,муж,44,нет,нет,плацкарт,706,1,0,1,5,4,4,1
70857821,муж,37,нет,да,купе,526,1,1,1,4,4,3,1
35984821,муж,61,да,да,св,374,1,0,0,5,2,3,1
1030994,жен,68,нет,нет,купе,706,1,1,1,5,4,3,1
65044524,жен,65,нет,нет,плацкарт,631,1,0,0,2,4,2,1
31988749,жен,22,нет,да,плацкарт,1023,1,1,1,4,4,4,1
2537268,муж,27,нет,да,плацкарт,944,1,1,0,1,1,3,0
68038239,муж,56,нет,нет,плацкарт,891,1,1,0,5,5,4,1
1809130,жен,38,нет,нет,плацкарт,153,1,1,1,5,5,3,1
9855577,жен,42,нет,нет,купе,371,1,1,0,5,5,4,1
2260895,жен,40,да,нет,плацкарт,1784,1,0,0,1,1,3,0
99863360,жен,58,да,нет,плацкарт,171,0,0,0,5,5,2,1
92658053,жен,27,нет,да,плацкарт,1102,1,0,1,1,1,3,1
75404995,муж,49,нет,нет,плацкарт,165,0,1,0,2,2,2,1
38458217,жен,56,нет,да,плацкарт,143,1,1,1,5,5,4,1
71669930,муж,54,нет,да,купе,268,1,1,0,1,1,4,1
42744166,жен,57,нет,да,купе,466,1,0,0,4,4,2,0
22228437,муж,28,нет,да,плацкарт,801,1,1,1,1,1,2,0
90303074,жен,67,нет,нет,плацкарт,405,1,1,0,3,3,4,1
93341883,жен,42,нет,да,купе,799,1,1,1,3,2,3,1
61530659,жен,56,нет,да,купе,462,1,1,1,1,3,5,1
66052933,муж,65,нет,нет,купе,297,0,0,0,5,5,3,1
40720358,муж,65,нет,нет,плацкарт,668,1,0,0,2,1,3,1
34391785,муж,34,нет,нет,плацкарт,1181,1,1,1,1,1,4,1
23351735,муж,37,нет,нет,купе,2459,1,0,1,3,3,3,1
14516899,жен,60,нет,да,плацкарт,1015,1,1,1,5,3,3,1
4899319,жен,56,нет,нет,купе,1046,1,1,1,4,4,2,1
1626452,муж,29,да,да,плацкарт,794,1,0,1,1,3,3,1
9042654,муж,37,да,нет,плацкарт,250,1,1,0,2,2,5,0
97137387,жен,48,нет,нет,плацкарт,729,1,1,1,4,3,4,1
26348451,жен,26,нет,да,плацкарт,440,1,1,1,4,4,4,1
12630660,жен,37,нет,да,плацкарт,520,1,1,1,4,4,2,1
42690334,муж,40,нет,да,плацкарт,356,1,1,1,5,5,3,1
86775804,муж,40,да,нет,плацкарт,1306,1,1,1,5,5,4,1
44065704,жен,41,нет,нет,плацкарт,365,1,1,0,5,2,4,1
49447159,муж,32,да,да,плацкарт,765,1,1,1,5,5,4,1
79574272,жен,57,нет,нет,плацкарт,1489,1,0,0,4,2,2,1
24062742,муж,55,нет,да,плацкарт,881,1,1,1,5,5,4,1
65653859,жен,55,нет,да,плацкарт,1810,1,1,1,3,4,3,1
40333181,муж,24,нет,нет,плацкарт,227,1,0,0,5,5,2,1
82156293,муж,37,нет,да,купе,555,1,0,1,5,5,3,1
89999408,муж,41,да,нет,плацкарт,2523,1,0,1,1,1,4,1
568175,муж,32,нет,нет,плацкарт,899,1,1,0,3,3,4,1
82086919,муж,33,нет,да,купе,649,1,1,1,4,4,3,1
90849770,муж,24,нет,да,плацкарт,891,1,1,0,2,2,4,0
5477449,муж,38,нет,да,плацкарт,484,1,1,0,2,2,2,0
46622433,муж,37,нет,нет,плацкарт,2741,1,1,1,4,4,5,1
70083644,муж,28,нет,нет,св,340,1,1,1,4,4,5,1
53833715,муж,38,нет,да,св,3500,1,1,1,5,2,4,1
67937516,жен,43,нет,нет,плацкарт,2512,1,1,1,5,5,4,1
90865420,муж,59,нет,нет,плацкарт,492,1,1,1,3,3,4,1
17967250,жен,50,нет,да,плацкарт,1179,1,0,1,5,4,3,1
11778612,муж,33,нет,да,плацкарт,2541,1,0,0,5,5,3,1
82190452,жен,21,нет,да,плацкарт,2741,1,1,0,5,5,4,1
93433481,муж,69,нет,нет,плацкарт,517,1,1,1,4,4,4,1
10301964,муж,35,нет,нет,плацкарт,146,1,1,0,2,2,2,0
48657661,муж,65,нет,нет,плацкарт,520,1,0,0,3,3,3,1
76354932,муж,52,да,да,св,1524,1,1,0,2,2,3,1
38014213,жен,51,нет,нет,плацкарт,670,1,0,0,5,4,3,1
40120918,муж,38,нет,нет,купе,1572,1,1,1,1,1,4,0
23896339,жен,25,нет,нет,плацкарт,360,1,1,0,3,4,2,1
25899351,муж,41,да,нет,плацкарт,322,1,1,0,1,1,4,1
27372560,жен,29,да,нет,плацкарт,708,1,1,1,4,4,4,1
21503854,жен,25,нет,да,купе,991,1,1,0,1,1,2,1
9553369,жен,25,нет,нет,плацкарт,469,1,0,1,4,4,4,1
45332470,жен,49,нет,да,плацкарт,2512,1,1,1,4,4,4,1
59281509,жен,45,нет,нет,плацкарт,346,1,1,1,5,3,2,1
88101827,муж,26,нет,да,плацкарт,358,1,1,1,5,5,4,1
27651270,муж,33,нет,да,плацкарт,246,1,1,1,4,4,4,1
76730358,жен,46,да,нет,плацкарт,2209,1,1,0,1,1,4,0
33867370,жен,36,нет,да,плацкарт,231,1,0,0,5,5,3,1
95743438,жен,22,нет,да,купе,1781,1,0,0,1,2,3,1
77720274,жен,22,нет,да,плацкарт,503,1,1,1,5,5,3,1
51908694,муж,29,нет,да,купе,1784,1,1,0,2,2,2,1
82514938,жен,63,нет,нет,плацкарт,237,1,0,1,1,2,3,0
51774263,муж,61,нет,нет,плацкарт,2648,1,1,0,5,5,4,1
98636403,жен,35,нет,да,плацкарт,1027,1,1,1,4,4,1,1
2261502,жен,59,да,да,плацкарт,441,1,0,1,1,1,2,0
5489728,жен,34,нет,да,плацкарт,849,1,1,1,1,1,3,1
26339934,муж,38,нет,нет,плацкарт,1645,1,1,0,3,3,4,1
71711170,жен,37,нет,нет,купе,1886,1,0,0,2,2,3,1
28611628,муж,25,нет,да,плацкарт,1437,1,1,0,1,5,2,0
15149845,жен,26,нет,нет,плацкарт,177,1,1,0,1,1,4,0
80185898,жен,60,нет,нет,плацкарт,333,1,0,0,4,4,3,1
37708650,муж,24,нет,нет,плацкарт,985,1,0,0,1,1,2,0
96529427,муж,26,нет,да,св,1042,1,0,0,2,2,5,1
9679197,жен,30,нет,нет,св,891,1,1,0,5,5,2,1
76316272,муж,26,нет,да,плацкарт,822,1,0,1,2,3,3,1
31635427,жен,19,нет,нет,плацкарт,428,1,1,1,3,3,4,1
87833378,жен,34,да,нет,плацкарт,1225,0,1,0,1,1,3,1
12889849,муж,55,да,да,св,460,1,1,0,3,3,4,1
76510523,жен,27,нет,нет,плацкарт,1416,1,1,1,2,2,5,0
8562071,жен,33,нет,нет,плацкарт,345,1,1,1,4,4,3,1
1248747,муж,35,нет,да,купе,1030,1,1,0,2,2,3,1
8464465,муж,44,да,нет,плацкарт,533,1,1,0,5,5,4,1
71127688,жен,59,да,да,плацкарт,253,0,1,0,4,4,4,1
96456161,жен,56,да,нет,плацкарт,684,1,1,0,5,5,3,1
47114096,муж,68,нет,нет,плацкарт,1160,1,1,1,1,1,5,1
47576112,муж,69,нет,нет,купе,439,1,1,0,4,4,4,1
98018656,муж,57,нет,нет,купе,626,1,1,0,5,5,2,1
71230463,муж,40,да,нет,плацкарт,1042,1,0,0,3,2,4,1
83723767,муж,40,да,нет,плацкарт,251,1,0,0,4,4,2,1
9223386,муж,53,да,да,плацкарт,908,1,1,1,5,5,2,1
31313447,жен,58,нет,да,плацкарт,246,1,1,1,3,2,2,1
52346546,жен,39,да,нет,плацкарт,374,0,1,0,3,3,5,1
68731454,жен,64,нет,нет,плацкарт,799,1,1,0,3,1,4,1
54253046,муж,26,нет,нет,плацкарт,216,1,0,0,5,2,3,1
91333150,жен,23,нет,да,плацкарт,1139,1,1,0,3,3,2,1
3254161,муж,20,нет,нет,плацкарт,663,1,1,1,3,2,4,1
44737426,муж,56,нет,нет,плацкарт,295,1,1,1,1,1,2,0
18067515,муж,39,нет,да,плацкарт,246,1,0,1,1,4,2,1
1278795,жен,52,нет,нет,плацкарт,968,1,1,0,4,3,4,1
74653157,жен,42,нет,нет,купе,1057,1,1,0,5,4,2,1
76142070,жен,51,нет,да,св,362,1,0,0,4,5,5,1
56977355,жен,49,нет,нет,плацкарт,2285,1,0,1,4,5,2,1
29412206,муж,44,нет,да,св,3526,1,0,0,4,5,4,1
4279594,муж,39,да,нет,плацкарт,2063,1,1,1,5,5,5,1
8959169,муж,62,да,да,плацкарт,898,1,1,1,1,1,3,1
40674161,муж,60,да,нет,плацкарт,637,1,1,0,5,5,2,1
59402859,муж,25,нет,нет,плацкарт,783,1,0,1,3,3,4,1
60098968,жен,40,нет,нет,плацкарт,706,1,1,1,2,2,5,1
60169742,жен,52,да,нет,плацкарт,341,1,0,1,5,1,2,1
61939951,муж,45,нет,нет,плацкарт,1313,1,1,0,3,3,4,1
77324702,жен,58,да,нет,плацкарт,274,1,0,0,5,5,4,1
10682082,муж,64,нет,да,плацкарт,1012,1,0,1,3,3,3,1
139002,муж,40,нет,да,плацкарт,1061,1,1,1,3,3,2,1
98174714,жен,62,нет,да,купе,357,1,0,1,1,1,3,1
95093739,жен,42,нет,да,плацкарт,345,1,1,1,4,4,4,1
54706919,муж,20,нет,нет,плацкарт,138,1,0,1,2,2,4,1
17295110,жен,52,нет,нет,плацкарт,424,1,0,1,5,4,5,1
71243711,жен,55,нет,да,купе,797,1,1,0,4,4,2,1
61098651,жен,37,да,нет,плацкарт,1122,1,1,0,4,4,3,1
81634164,муж,24,нет,да,плацкарт,486,1,0,0,3,3,2,1
59247244,муж,41,нет,да,плацкарт,396,1,1,1,4,4,3,1
39533144,муж,33,нет,нет,купе,228,1,1,0,5,5,1,1
8334505,жен,19,нет,нет,плацкарт,386,1,0,1,1,1,4,1
95838723,жен,51,да,нет,купе,870,1,0,0,3,3,4,1
52813345,жен,20,нет,да,плацкарт,1004,1,0,1,5,5,4,1
84232338,жен,58,нет,нет,плацкарт,368,1,1,0,4,5,3,1
83312197,муж,63,да,да,плацкарт,1175,1,1,0,2,2,4,0
81269521,муж,57,нет,нет,плацкарт,920,1,1,1,3,3,3,1
81967092,жен,35,нет,да,плацкарт,317,1,1,1,4,4,5,1
84881807,муж,53,да,нет,плацкарт,1781,0,0,0,4,5,4,1
24110816,жен,23,нет,да,плацкарт,505,1,1,0,4,4,4,1
55398767,жен,54,нет,нет,плацкарт,371,1,0,0,2,2,2,0
38886481,жен,59,да,нет,плацкарт,624,1,0,0,3,3,4,1
37223180,жен,52,нет,да,плацкарт,1543,1,1,1,4,1,5,1
6360411,жен,70,нет,нет,плацкарт,1009,1,1,0,3,2,3,1
82593972,жен,47,нет,нет,св,1113,1,1,0,5,4,2,1
42435292,жен,37,да,да,плацкарт,2639,1,1,1,4,4,4,1
58553124,жен,49,да,да,св,3929,1,0,0,2,2,2,0
50189054,муж,46,нет,нет,плацкарт,627,1,0,0,4,4,4,1
36917947,муж,44,нет,нет,плацкарт,345,1,1,0,1,3,4,1
4850842,жен,45,нет,да,плацкарт,484,1,1,0,4,1,2,1
14382097,жен,66,нет,да,купе,234,1,0,1,4,1,4,1
60435949,муж,46,нет,нет,купе,119,1,1,0,4,3,4,1
72035173,жен,39,нет,да,плацкарт,402,1,1,1,4,4,3,1
69941682,муж,20,нет,нет,плацкарт,658,1,0,0,5,5,4,1
14184667,жен,44,нет,нет,плацкарт,253,1,0,1,2,3,4,1
58457162,муж,56,нет,нет,купе,933,1,0,1,3,3,4,1
97246871,муж,59,нет,нет,плацкарт,1083,1,1,1,3,3,5,1
42430337,муж,34,нет,да,плацкарт,758,1,1,1,3,3,3,1
90328624,жен,45,нет,нет,купе,390,1,0,0,3,1,3,0
35684013,жен,70,нет,нет,плацкарт,628,1,0,1,5,5,4,1
9962822,жен,57,нет,нет,плацкарт,201,1,1,0,5,3,4,1
69045491,жен,20,нет,да,плацкарт,284,1,1,0,3,3,2,1
67517402,муж,24,нет,да,плацкарт,261,1,0,1,4,5,2,1
72837443,жен,37,нет,нет,плацкарт,957,1,0,1,3,3,5,1
45332418,муж,18,нет,да,купе,180,1,1,1,3,5,4,1
43056945,муж,46,нет,нет,плацкарт,799,1,0,0,5,5,4,1
82457666,жен,50,нет,нет,плацкарт,2379,1,1,1,4,5,4,1
11976451,жен,64,нет,нет,св,1087,1,0,1,3,2,5,1
58045726,жен,52,нет,нет,плацкарт,1148,1,1,1,4,4,2,1
28801376,муж,68,нет,нет,плацкарт,683,1,0,1,3,3,3,1
68386684,жен,32,нет,нет,плацкарт,345,1,1,1,5,5,4,1
64037500,муж,57,нет,нет,плацкарт,546,1,0,0,1,1,4,1
81611883,жен,21,нет,да,плацкарт,1513,1,0,1,3,4,3,1
61356017,муж,58,нет,нет,плацкарт,1170,1,0,1,3,3,3,1
85339849,муж,22,нет,да,плацкарт,509,1,1,1,1,1,2,0
31636518,муж,23,нет,да,плацкарт,456,1,1,1,2,2,3,1
58769288,жен,55,нет,нет,плацкарт,1061,1,1,1,5,4,4,1
71632859,жен,25,нет,нет,плацкарт,382,1,1,0,4,4,3,1
7327128,муж,37,нет,нет,купе,500,1,0,1,2,2,5,1
99021880,жен,67,нет,да,купе,1313,1,0,0,3,2,1,0
99195336,муж,38,нет,нет,плацкарт,503,1,1,1,4,1,5,1
40802420,муж,50,нет,да,плацкарт,964,1,1,1,4,4,2,1
23226576,жен,69,нет,нет,плацкарт,382,1,1,0,4,2,4,1
75260665,муж,43,нет,нет,св,962,1,1,0,5,4,2,0
87560940,жен,31,нет,нет,плацкарт,242,1,0,1,2,2,2,1
99438215,муж,34,нет,нет,плацкарт,1537,0,1,0,4,4,2,1
4276339,жен,65,нет,нет,плацкарт,336,1,1,1,4,4,5,1
22918514,муж,69,нет,нет,купе,625,1,0,0,2,2,4,1
2817585,муж,57,да,да,св,1788,1,1,1,5,5,5,1
53867007,жен,30,нет,нет,купе,1175,1,1,1,1,1,4,1
44962621,жен,70,нет,нет,плацкарт,139,1,0,0,1,5,4,1
45499646,муж,48,нет,нет,плацкарт,874,1,1,1,3,3,5,1
88860546,жен,43,да,нет,плацкарт,854,1,0,1,2,3,3,1
77407893,муж,48,нет,нет,плацкарт,620,1,0,1,3,3,4,1
84190879,муж,28,нет,да,св,346,1,0,1,1,1,4,1
8255829,жен,50,нет,да,плацкарт,2162,1,1,1,4,4,3,0
97595595,жен,49,нет,да,плацкарт,580,1,0,0,4,3,2,1
89604280,жен,45,нет,нет,плацкарт,410,1,0,1,4,3,3,1
67617437,жен,27,нет,нет,плацкарт,588,1,0,0,4,4,3,1
40002418,муж,38,нет,да,плацкарт,533,1,0,1,1,1,3,1
56390466,жен,43,нет,нет,плацкарт,889,1,0,1,4,3,2,1
79868298,муж,68,нет,да,купе,316,1,0,1,4,4,4,1
12580303,жен,33,да,нет,плацкарт,457,1,0,1,2,2,3,1
5402809,муж,19,нет,да,купе,553,1,1,1,4,5,4,1
74110507,жен,56,нет,нет,плацкарт,874,1,1,1,3,1,4,1
64787170,муж,40,нет,нет,плацкарт,443,1,1,1,4,4,4,1
42824769,жен,44,да,нет,плацкарт,525,1,1,0,4,4,4,1
79801509,муж,45,нет,нет,купе,518,1,0,0,5,5,2,1
22358596,жен,67,нет,нет,св,2512,1,0,1,2,2,3,1
10707049,жен,65,нет,нет,плацкарт,851,1,1,0,4,4,3,1
14099141,жен,19,нет,да,плацкарт,260,1,1,1,4,4,2,1
49173131,жен,55,нет,да,плацкарт,709,1,1,1,3,3,5,1
82257940,муж,62,нет,нет,купе,352,1,1,0,4,4,4,1
88395225,жен,28,нет,нет,плацкарт,1760,0,1,0,4,4,5,1
30251867,жен,22,нет,нет,плацкарт,396,1,0,1,3,3,4,1
42633852,муж,37,нет,нет,плацкарт,584,1,1,1,1,1,3,0
149534,жен,33,да,нет,купе,2593,1,1,0,2,2,3,1
52147863,муж,36,нет,да,плацкарт,646,1,1,1,2,2,3,0
31639153,муж,33,да,нет,плацкарт,981,1,1,0,4,4,3,1
93114434,муж,63,да,нет,плацкарт,594,1,1,0,3,3,4,1
83248274,жен,25,нет,да,плацкарт,1347,1,0,0,1,1,3,1
87492494,жен,39,да,нет,купе,768,0,1,0,2,2,3,1
64408778,жен,18,нет,нет,плацкарт,667,1,1,0,4,1,2,0
49532531,жен,22,нет,да,плацкарт,898,1,0,0,5,5,4,1
44100428,муж,53,да,да,плацкарт,898,1,1,0,4,4,4,1
66985032,жен,39,нет,нет,св,1525,1,1,0,4,1,4,1
4065433,жен,39,нет,нет,плацкарт,858,1,1,1,1,1,4,0
53197996,муж,23,нет,да,плацкарт,1332,1,0,1,4,4,4,1
53258436,муж,43,нет,нет,плацкарт,626,1,1,0,3,3,4,1
90470444,жен,38,да,нет,плацкарт,824,1,1,0,2,2,4,0
96150797,жен,20,нет,да,плацкарт,1097,1,1,0,5,5,3,1
76377518,жен,64,нет,да,плацкарт,246,1,0,1,5,5,4,1
37530873,муж,33,да,нет,плацкарт,1219,1,1,1,1,1,4,0
37984827,жен,24,нет,да,плацкарт,523,1,1,0,5,5,2,1
73399569,жен,57,да,нет,плацкарт,177,1,0,1,4,4,4,1
24331546,жен,38,нет,нет,плацкарт,2491,1,1,1,3,3,3,1
37581956,муж,43,да,нет,плацкарт,898,1,0,0,2,2,5,1
98586821,муж,59,нет,нет,плацкарт,229,1,1,1,5,5,4,1
21548654,жен,38,нет,да,плацкарт,374,1,1,1,2,2,2,1
50353663,муж,25,нет,да,плацкарт,411,1,1,0,4,4,2,0
96419848,жен,44,нет,нет,плацкарт,410,1,1,0,4,1,3,1
58094370,муж,46,нет,нет,купе,768,1,1,0,5,5,2,1
65480967,жен,24,нет,нет,плацкарт,487,1,0,0,2,2,2,0
31219251,жен,27,нет,нет,плацкарт,2285,1,0,1,3,3,4,1
15362581,жен,55,нет,нет,купе,197,1,1,1,5,5,4,1
93534987,муж,39,нет,да,плацкарт,1347,1,0,0,5,5,3,1
68648472,жен,31,нет,да,купе,1065,0,1,0,2,2,3,1
6039072,муж,43,нет,нет,плацкарт,1489,1,1,1,2,4,3,1
84210474,муж,56,да,нет,купе,284,1,1,0,3,5,4,1
56582999,муж,24,нет,да,плацкарт,669,1,0,1,2,2,3,1
20105328,жен,38,нет,да,купе,694,1,1,0,2,2,3,0
25376446,жен,28,нет,да,плацкарт,446,1,1,1,3,3,4,1
61077521,муж,29,нет,нет,плацкарт,1008,1,0,1,1,1,5,1
96737461,жен,30,нет,нет,плацкарт,443,1,1,0,1,1,3,0
16269064,муж,22,нет,да,купе,797,1,1,0,1,2,2,0
61476198,муж,56,нет,нет,купе,1653,1,1,0,5,5,4,1
