total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair,price
135.8265055871409,77.03975838071136,2.93557089646277,5.0,6.331038241801842,2.911072758843075,8115531.29257568
120.64768852014622,67.72313376498131,2.921589617338207,4.243179234676415,7.454329290891416,4.215896173382074,7025091.578249915
131.73843527839253,66.23721255177887,2.968410762450587,4.0,3.0911491787878345,1.5613692081686237,7728307.413336865
213.56261584724058,104.99723130393046,3.174242043191729,6.209596594680452,5.625757956808271,3.5808068106390962,13003716.804514624
176.4438785776999,76.30932660277587,2.896875722346629,6.968757223466287,11.265656060905034,2.937514446932574,9720586.253178325
139.49308521696932,67.46151925778352,3.0166201568206783,4.916899215896608,4.939876037596117,9.584496079483042,7171644.328644037
138.09165196388474,80.1748125265627,2.7221548301491527,5.2215483014915245,1.6652514331322021,2.778451698508475,8733607.488975506
151.5585542893143,74.39469705645703,2.7,6.11710857862858,8.352241152217154,6.648674264114259,8699724.526686503
126.96088884250912,60.187918233770134,2.9989016576154666,4.3978033152309335,4.9149476250311475,4.204393369538133,7241925.931048876
150.54067295674042,75.61977243325889,2.8079096228690825,5.0,6.440113783370553,12.129941484400911,7383663.783162029
138.27671778616417,64.72967765089327,3.056501056191339,4.717494719043304,6.475290663366559,8.587473595216519,7170790.877397506
146.60798703284408,63.68940651520704,3.093621738442846,5.0,6.674376100364501,3.404326076642691,8553292.722987715
112.15276898000283,67.14315663902214,3.4,3.77709651862759,5.606546674804854,1.77709651862759,7385888.219937529
107.96011670478468,50.144991999060274,3.0542437647137795,3.0,6.493362823703142,2.3726870585866235,7039700.798493644
126.01583432988036,71.91260784599459,2.756793738758441,3.5679373875844105,9.806255991444145,5.7038121627532306,7071376.989665062
144.67088757733075,89.51601515628667,3.1,5.64617263132234,9.3563789477961,5.35382736867766,8091105.02307372
121.35289829125551,59.28719329047982,3.088757077912004,3.0374764069599864,4.736290108168022,2.2248584417599204,8153882.698846215
115.09328776997633,50.66800858676376,3.3870245996771646,3.0,10.510066372881843,2.0,7306731.855512027
130.08025389536485,62.23534694319352,2.8168789671150756,4.0,5.768789671150755,4.831210328849244,8086085.794720775
113.0,65.5543141181677,2.807987370318778,3.9840252593624434,7.092012629681221,2.9840252593624434,7285008.628236336
147.0506117520984,83.79084471813876,2.7,5.0,3.52868934978053,2.3346601857769915,8722521.807586774
159.63803104616125,96.93801122218163,2.947618103620018,5.984120690800122,8.804763792759964,4.507939654599939,8986723.247228166
142.02294922494156,84.69922055940455,2.7560311776238176,5.560311776238176,3.915563513266553,2.0,8719290.19802248
138.11018891576933,86.78234756984969,2.782037783153867,4.0,9.758191422924298,6.461133494616017,7067840.241561469
151.94631639265333,65.08840657632035,2.7,6.8926327853066365,9.360422620898628,4.322101644080091,8681344.602988232
127.04681253357215,58.35160089309788,2.7,5.0,4.429016552512612,6.806460851463169,7818800.1643852405
127.66108506056705,64.55057676088205,3.058949170031502,5.40175138328083,4.841050829968498,2.0,8131155.292600568
107.62435019770382,47.3,3.2850779762755415,3.049740079081528,2.864662102805986,5.7512996045923614,7021939.124505741
112.49604091254909,50.95746618403141,2.7119683273003927,3.119683273003927,9.28190036197644,1.4787330920157067,7251363.008906463
174.23559612304345,94.27030447220797,2.9954185682676617,4.681938105774462,7.122643325957877,5.0458143173233845,9906889.925108584
128.25876328704928,73.348495711452,2.973392224426225,4.609439679391107,8.347198396955534,5.656638076346641,7759903.809153869
110.03188458181562,51.91866377867669,3.039338959843053,3.0,6.165457116547167,2.819831204708408,7040593.596305401
137.10032679270614,86.410212415259,2.8850081698176537,4.14991830182346,5.319934641458768,6.299836603646919,8243489.607820113
148.41399819064586,62.870345155384044,2.814116258030766,5.141162580307659,7.621233420738594,1.2823251606153192,9756398.980204541
164.51795250978168,77.08256675684717,2.8362213025800966,6.681106512900483,3.9984343283810615,8.870041383895657,9354363.987978417
164.60435120303333,74.46079997690143,2.8529170734524216,4.529170734524215,4.979375610178632,6.147902429165246,9897996.907267284
139.37568643106135,56.92953353597533,2.8,5.0,4.130631825673483,3.791895477020448,7693338.805764502
143.46738857273934,73.14565634127857,2.842909953297525,5.357274883243813,3.8716398131901006,6.8563507005371225,8519234.554998515
149.75751714750518,81.25946845077809,3.2187139918016996,5.0,4.160620713123702,8.187139918016996,7793200.735939358
160.64892421885673,89.40531025181556,2.9372341753460365,5.0,7.253189895847564,1.0,9757251.063298617
133.56753054640473,68.4500753581129,3.2036950319433286,4.807390063886658,6.531131923336011,2.8073900638866576,7242052.75041863
106.1308221739799,47.97882454132658,3.0052750443877505,3.0,7.226224659693914,2.0,7057354.574393367
129.344260022525,71.92718207088292,2.8,4.128557906592096,1.9799810692289355,1.0,7721757.305120895
113.50649159848555,59.43338444620922,2.9593508401514446,4.796754200757222,9.94961344242311,2.593508401514444,7407976.383619244
161.2116844051305,81.92939359249254,2.7597112603065335,4.4028873969346645,9.30354183747241,5.223099175477319,9409445.191691311
122.03217642114265,70.96351069232254,3.175965860060508,4.0,3.0583670043495434,0.2403413993949246,8041150.640123866
113.14041482883617,61.472128458337586,2.8389530857007093,4.0,5.388375314394326,1.0,7019985.911128907
136.25654118004078,54.67167590259511,2.875472960079823,5.0,4.728310720558762,3.8490540798403536,7688159.935791139
156.71685261585364,68.42414319151547,2.8747465018776026,6.2423950563280775,10.43631110139054,6.2423950563280775,8497914.2344205
155.69280786632734,90.98345762680765,2.8,5.604316211694073,6.3395683788305925,3.8129486350822193,8976927.761729125
126.36760042126912,61.18002145850601,3.316926928449797,5.2615329593574325,6.216926928449798,2.3076647967871624,7969429.858148601
133.49951633460276,76.00085964494002,2.8981730242655046,4.036539514689906,8.030574922089178,7.8721116985853286,8188239.763827878
211.4215859850722,100.58105393409222,2.7789896787231547,7.0,8.62766971914095,3.579793574463094,12789285.243343022
135.84832971973404,74.58766160762767,2.7991573873318556,4.983147746637117,5.4,4.974721619955675,7352853.927210761
137.29346487752431,86.07446948847577,2.722311635446601,6.0,5.980199891932055,4.074372118155336,7922028.944128242
123.65812985479563,59.28604867320097,3.163953347399936,4.546511157999788,7.313955368000848,2.639533473999364,7344534.191055723
123.65564480520955,66.74788456055202,3.12253562065896,3.5281695258237,6.0450712413179195,3.6971866807658977,7207361.193298998
152.01692283100374,63.84638109238059,2.7,6.993732284813434,9.48495748355224,4.031338575932833,8678905.79903235
135.1419840012014,68.31000091808512,3.032586191067498,4.837069044662511,3.13706904466251,1.0,8056278.025926176
159.73213059780787,84.81634754661508,2.978060874223082,5.0,9.139278358684722,0.43878251553836045,10182265.500803482
143.78905094699553,80.70323522186531,3.1573764696248707,5.19125489874957,5.782509797499139,3.595627449374785,8272592.232535886
129.09785438514717,68.47673005431643,3.3886611076839657,5.278347230790086,6.441752084618513,2.5309097693454694,7968274.247169102
125.05338636724022,54.22048234619753,2.7,4.723818994150041,5.917145698245013,3.552362011699918,7125759.180515568
125.89662743888094,68.26392153360273,2.8629803915200496,5.314901957600249,4.808901973838981,3.6298039152004975,7914652.148995218
200.89320455119054,98.55536085406081,2.849924495013228,5.24962247506614,7.57518876246693,3.74886742519842,12004830.59641392
169.64698136061168,84.21947788858384,3.0990261055708084,4.336579648097305,7.667315929619461,2.663420351902695,9859511.133942455
144.5140595687341,64.12739922174542,2.7,5.735364697619881,6.4,4.264635302380119,8325059.4914187025
139.76792621833627,69.50334812227561,2.753959685589549,5.539596855895492,5.3158387423581965,2.079193711790983,8338549.377509174
108.94571972906765,66.91949127149942,2.723302032683445,4.1165101634172245,3.7048591470755023,2.233020326834449,7187747.858541145
135.96637079735515,76.92058250264947,2.8382154421047763,4.3455386052619405,10.632954234207238,1.691077210523881,8595262.915411303
170.5786686230597,84.12712580122015,2.8418002934589555,6.8606656884701485,4.014795891574622,1.139334311529852,10957998.416835278
152.43573513601632,66.40412416817439,3.032255419620881,6.338722901895596,9.154891607582385,6.338722901895596,8490540.421764217
119.25213762289968,59.297182168893784,3.4440924985541215,5.118150028917573,7.933132544822239,0.4409249855412134,8261281.373947362
107.17676456131548,65.85760988027755,2.893170001786902,5.0,4.477579953540539,0.5122498659823266,7036111.247431651
186.0169485415699,92.31258695392519,2.7,6.0,2.894682358815982,13.961362213642154,9340582.465306357
115.3842119507483,53.22630439401366,2.700657835385488,3.0,5.398684329229025,6.986843292290244,7136231.185005834
204.6896007412664,118.19296192729259,3.066011407392389,6.669942963038054,2.5950855554429193,5.650285184809731,12087543.695418341
122.58212023267315,57.80341475436262,3.3505691257271035,4.505691257271035,5.509106011633657,2.0227650290841424,7590997.856399468
138.25528510312884,67.16317882353508,2.722692009167009,4.943269977082478,7.054615981665982,3.0,7798180.091153547
214.09145819082494,89.41352265852098,3.0,6.041694839077713,6.987356320703665,5.9166103218445745,12237716.99794788
127.33862192737944,67.54694012410249,3.05179056994033,4.10358113988066,3.604351751188487,6.0,7568424.70535131
175.14194286548656,86.5515713816381,2.853548571637164,6.0709714327432795,10.2387142909291,2.0709714327432795,9737879.931350974
140.02909005423334,71.45307990415306,2.9003777929121215,5.998111035439393,11.091310763021209,10.992444141757574,7883996.713201664
107.4880091923518,54.60499277399457,2.823981615296397,4.119908076481984,5.032128692925222,1.8800919235180156,7097689.4214029815
117.7381034167156,63.18960417722936,2.8,4.0519791138532115,8.593562404935781,3.0,7023127.590368141
154.61518089602325,93.9504565900739,3.2105387892141355,5.642155156856543,6.067400851956753,3.1789224215717287,8582595.33005309
139.65561062198995,75.4382811561585,2.950698389677568,4.0,0.8,5.534919483878408,8397720.25927689
107.40956297831742,57.635815647307275,3.295472811756424,4.045271882435759,4.546075599718421,0.40744694192182873,7584509.630164315
116.71886834948585,63.878055145528286,2.8,4.746772815518867,0.5558089320660408,4.506454368962268,7622061.312465909
151.55172653403724,89.96519137093566,3.010359204223427,5.0,7.2722364812444,6.586326701861892,7796448.078902139
121.33404352137957,59.04326079770072,2.9962173865133814,4.4075652269732375,6.784869546053525,2.8151304539464754,7511331.486844413
138.55294517166385,83.43044281625822,3.1,4.6750706621688645,10.974882229718558,6.3249293378311355,8091237.740342838
144.5725127502036,79.06552344924854,2.826747325238765,5.316868313096912,4.414818518212779,3.2674732523876493,8718907.937205471
147.75669628207442,79.85256663466743,2.9837865326329815,5.0,7.900654372094396,7.804129647406983,8675025.964579726
124.12202520014246,66.97451408749984,2.7724376600852256,3.275623399147745,7.643491035227372,1.8268701974432355,7839816.412253196
124.45033237210946,55.50537752321266,2.8593957732568414,4.593957732568414,6.257039383759973,2.624169069726344,7246320.223725057
108.37650503517075,52.868716444338524,3.2670226509822613,3.219848993451591,7.818468120300069,3.329773490177386,7114832.664428813
146.6895645843381,85.41937725066946,2.7272249099732218,5.272249099732218,4.318851260374895,2.0,8717259.356153112
108.0376066559157,47.61785409438146,2.778613481242571,3.2138651875742887,4.520797781361434,1.572269624851422,7096831.13054456
135.77901210994736,66.98856762713508,3.248058673040426,5.3798533173989345,6.375970663479787,6.2791199043936095,7601174.881323417
155.28563392652606,90.13679435515736,2.8,5.668946995789515,6.333105300421049,4.006840987368543,8978481.48577878
142.79975284731597,75.19966016505947,3.111992585419479,5.0,3.9159283257216324,4.9600247152684025,8843483.34631439
146.08795617319603,88.99254047010325,2.9,4.76146074226805,4.368842362886554,4.9541570309277985,8208502.190619382
138.92808587880847,70.46013327054946,2.9077674936318227,6.0,10.470833015822365,10.145575700499506,7883331.995547663
138.53160530420047,67.3399552568565,2.910572387353075,4.894276126469249,4.262558964410024,2.2628507509794993,8345002.056120156
147.72927643295773,79.00996922054058,2.7,4.602848348725881,4.836866816401532,10.588606605096476,7947741.712137131
130.21560541496066,80.0718969299213,2.9820364393700793,5.910182196850396,5.9251660598425335,9.461093181102374,7608292.171680079
123.83184691633011,71.5083163286481,3.0,4.345841835675949,1.8608520384870872,2.3083163286481025,8067197.068129703
128.64152927027786,62.326730062037754,3.0160428450240833,5.720142816746945,5.067914309951833,3.2798571832530556,8529607.324589895
116.85733525442465,60.96556448451311,3.0755143268805285,3.0816189103982388,9.126610319690215,0.16323782079647753,7321289.713462389
210.69461269008443,104.1297318841372,2.9092541609065328,7.273135402266332,8.01626360934824,2.9074583909346727,12986183.657980567
136.25041365684424,64.95842468769344,2.9080110308491802,5.080110308491803,4.833840052686885,4.0,8504357.928299481
144.76662921103573,65.76831996150847,2.7,5.0,4.780721546779399,1.5986470997886255,8331566.403652709
184.16407299154892,112.91316788905931,3.433532846803929,6.0,5.76287591072535,7.332335765980355,10769266.199268386
138.88830855076296,76.18027323171926,2.7888308550762964,6.0,9.154539963835186,7.109079927670372,7888891.442376643
144.64507030309008,69.03339763387912,2.8166602366120883,5.0,6.3,6.0,7817037.588305503
150.26953146705569,78.67967688417282,2.7,5.0,5.56665590613568,8.406785132473383,7955643.760926276
138.71499347161404,59.270797040465034,3.2,4.66033318825809,4.858199042503392,4.961999129548539,8292897.631752013
128.57128515481767,57.62028113310769,3.393775100542749,4.645917001809163,3.794176709226734,3.5836680072366542,8285351.204819023
152.04387330389463,63.920245351414884,2.7,6.9837506281871775,9.461001507649227,4.081246859064111,8679074.2893962
119.77623216822637,74.96212489311004,2.9065405546590455,4.68846851553015,4.700684110532161,2.3769370310603017,7772970.736456437
118.09424724207247,47.2933628142604,3.206637185739598,3.1327437147919577,9.100442213906032,2.066371857395979,7644899.827091587
164.78421586303628,79.60954716534802,3.107161788703528,5.0358089435176385,7.239389837869402,0.2864715481411073,10789348.635317415
123.24456191361425,57.68042964339993,2.813586772978569,5.810688711702385,5.086413227021431,2.0,8131924.094778
127.85392509032594,60.38617826327255,3.203794057890915,4.96205942109085,1.4289979682911098,8.658534789817649,7593209.943906152
175.0127004100094,86.88660591352607,2.7065236241208277,5.0,7.021716510550069,7.673818793958624,10075935.474438468
158.50891588895576,75.52518947423998,2.7,6.496210515200473,5.451136845439858,4.763263196798343,9453707.112439783
157.97733046574893,68.2527888230356,2.9717884053055723,4.776538300873064,4.597481162860995,7.117308495634683,8974961.064781228
117.83800284340397,51.120028138337005,2.983488044903058,3.495358652908256,5.053248942964221,4.990717305816512,7518114.047835173
159.95749283642925,83.12881088808317,2.982868194834608,5.114212034435948,9.508630372451242,0.057106017217973704,10186344.095988672
129.02681078821973,58.144204564048245,2.8003323651432197,4.003323651432199,5.601661825716099,4.998892116189267,8084307.334190827
213.4207892319143,104.65105490049648,3.0705263901802122,6.323684024549469,8.691315622094523,5.352631950901062,12697772.73404322
107.38842050120653,65.28405736748779,2.7115946418270607,4.0,3.646378567308241,2.072466511419127,7190199.717705471
111.32207677283438,68.58175004181724,2.7504084137714235,3.0,5.462123751611402,0.0,7210423.329989373
159.87713335261512,76.88746327054096,3.133183624377886,5.0,4.6766842257487795,7.0,9337259.110804921
160.87019047984987,67.03007605628623,2.938053442880938,6.587022952539587,8.756641314571256,10.793511476269794,9442419.1951305
157.25983468294788,84.51232699776199,2.919562902980094,6.097814514900468,9.175026615728925,4.902185485099532,8089684.005885414
170.11310755014765,85.892552090315,2.7557332210160776,6.557332210160779,5.007994945723505,8.312013478070654,9356254.912666958
156.32637806519242,87.61347731674962,2.961049863769226,6.305249318846129,8.697926566653903,4.694750681153871,8089968.191566819
128.59256491495455,77.9754645107133,2.8,4.0,9.537484492029286,5.152416329798953,7071167.1747696595
156.27705016682444,69.40889080374464,2.8707787625118324,7.0,7.690902675165653,7.5541003336488615,9453177.94682436
154.33818660555116,71.76344785488695,2.836552145113046,4.073104290226093,3.2096564353391397,7.561374258643442,8149373.555179072
105.26267263756392,62.27247357107172,3.0627488331152612,3.0,7.086293932199358,0.0,7204557.576914095
131.7766009458999,64.88693195472257,2.8948605433964807,4.649535144654935,8.192510218863347,5.299070289309871,7827577.814779359
166.35813438597665,95.17186754000384,2.7706459376219628,6.293540623780371,8.319378128658888,3.7064593762196294,9100840.55159848
156.02149859121954,82.57317384442092,3.020601428858254,5.0,7.11358475884529,2.4120285771650813,8880280.683393678
142.76603988025906,80.79690046373292,2.97065338694536,5.706533869453604,6.453266934726802,4.431155376848799,8088065.7514052605
152.14523000716258,88.87742402617836,2.7,5.9650238216954135,8.562957120948257,8.89507146508624,7962138.370541865
109.29719043931851,56.82393338495407,2.7575702390170367,3.848595219659262,3.5549427907733433,3.7271071705111067,7140260.780447061
139.9254075087511,75.02237774737466,2.8814753824558954,5.592623087720522,4.848196940352836,3.0,8340096.558554396
145.36803121285743,83.64593464133394,2.7,5.0,9.28312035936516,3.5457800898412906,7799382.762260539
133.66190037896243,70.60638846750624,2.733809962103757,4.830950189481215,9.40403600425044,7.492850568443645,7752064.252842219
113.51554359391533,51.66611414625941,3.0054036606198187,3.0,6.0844564060846835,4.945963393801811,7294439.745956236
120.0320136690058,63.113182099002394,3.0995292107499144,4.0,3.4971752644994876,4.009415785001709,7573682.248397563
134.7096726731195,63.37659727773605,2.866924604616521,4.669246046165209,5.429593233060447,4.0,8504624.990069993
181.97612817872107,110.58009366667271,3.416210644222852,5.832421288445704,4.332421288445704,7.0,10760465.66112852
134.3024984487226,73.90563205489869,3.1817136004574893,4.408568002287446,4.545973617613334,8.140023983987877,7854687.96526504
125.96846342609255,78.08828518528773,3.293793621404874,4.484484053512185,5.060356481609664,6.515515946487815,7563774.871677061
129.8246637803626,65.21765280396248,2.7,4.0,4.465655019610483,1.4686899607790347,7727744.971181175
138.0391410215262,67.68524044687928,2.7,5.0,7.111597339711468,3.002899334927867,7797808.408071291
153.0231634711891,64.89478491417232,2.979536730576218,5.0,6.710231634711891,2.7953673057621824,9657437.829263195
109.79376818129529,64.52191910647561,2.8,3.0,2.4093908244607154,5.0,7137286.861465036
161.6653926739546,72.74293060779316,3.035039045135978,4.35039045135978,5.838594375104791,3.05117135407934,10092472.071614802
157.3746544181518,88.85773528316832,2.9107044119471945,5.0,7.724792650891087,1.7859117610561075,10170646.511060892
133.31201940127193,67.404977521638,2.768798059872809,4.656009700635956,8.476851413370568,6.968029101907868,7749440.145509539
149.3137762807593,69.27363723040192,2.7757185309936725,5.0,9.098414353234118,2.757185309936725,8019965.589460534
116.21602246952308,70.09376564462418,2.916022469523082,3.308603527890117,6.201184586257152,4.0741894163296495,7388021.13452346
171.15415591855887,79.5967991839326,2.9543710204062856,6.771855102031427,1.4756926530931471,5.315565306094282,10253753.221897725
136.8153756110473,70.50004803835822,3.005173242040659,4.94826757959341,3.362078904487907,1.0517324204065894,8056344.299826084
122.10739685790712,59.147909453042544,3.0917064622367096,3.721956918421937,5.071240598161167,3.887827673687748,7277744.391383684
131.0779881373874,81.23260808454609,3.4684782269192267,4.921195567298067,8.990760105682604,6.078804432701933,7567015.271109352
168.58275206595965,85.01321646425457,2.8679040050738203,4.339520025369103,4.458623967020167,5.623359822416285,9928885.755209163
127.81038270950107,58.112410235577975,2.7,5.0,4.116228769601973,6.9904536649400155,7818861.801977755
142.71747431519123,61.34750204533817,2.987319301751062,3.9365965087553114,10.194217656033993,8.55617556128718,7099651.280798154
130.96944488748693,64.31617950088673,3.415505817536923,4.0,6.462023270147693,6.4719113596057705,7202324.587707074
175.85431701866668,90.31227868205205,2.82358989955886,5.764101004411401,5.745123214116482,8.292303013234203,9626249.64770112
123.86415399392286,73.28964104149364,3.3125640997332786,4.174871800533443,5.632256421013541,1.8251281994665571,7768082.071791701
195.29041322293338,97.64658713048823,2.8,6.027610380430607,6.642018201095725,3.917168858708178,11038841.14924142
104.85763071147557,61.990501468601096,2.9329420147961245,4.6705798520387525,4.827072236737996,0.16471007398062376,7036032.828182119
168.7445426938895,79.20739123319889,2.8536210263701656,6.536210263701658,9.40570413391713,2.0724205274033167,9720395.93251603
151.3486579487021,76.70809879341023,2.724538430575833,4.877307847120835,9.377307847120836,14.141154929845843,7043098.796660085
118.87230212026381,54.4151171061971,2.8529192035863615,5.0,5.515942624825781,1.4902693213787948,7085748.908892752
179.99017871711544,87.93397571573084,2.839050750346153,6.0,8.797086493769243,2.7396616643589793,10710006.15113294
146.03051797167586,62.47390839913931,2.7113570206008446,5.113570206008443,5.145428082403377,1.2271404120168865,8333875.865159913
117.20118728823884,71.40906073886659,2.9887810033881785,4.0,1.3524274237659826,3.1121899661182146,8073539.4828068735
110.67810214779516,58.892055437745114,3.2445581315979983,4.0,5.2804092737527935,3.510883736804004,7146602.254974519
104.67065830445986,53.96872211487202,2.760232342750541,3.899612762082432,5.981084266169191,0.30116171375270395,7106444.027274342
124.44873512746176,69.19839179579459,3.0741416708320837,5.0,4.209613286680663,3.0,7226459.8861550875
131.83404699810558,58.398715403409945,2.7082976500947207,4.041488250473603,9.8178798967795,4.414882504736028,7350833.190600378
127.55677304083771,54.37425993634288,3.0,4.463915610616018,7.445373847811074,5.288675115071852,7096168.0570563115
134.68245961384724,72.05245889924564,3.0631694067169577,5.0,8.234043602604116,6.0,7475286.481343689
135.01685682852997,69.71245526238938,2.7876006712031103,5.5840044746874,4.4920022373437,6.044015661405899,8145005.562643771
155.21027021682553,76.21994795512471,2.857401921495126,4.861028822426891,3.7027201756988237,8.861028822426892,8153059.883305039
151.83540501629966,70.29378495110103,2.8,5.665724992591064,8.273917557048803,4.002825022226806,8348389.20957246
137.68922355353442,70.37705226291258,2.7,5.482039255890676,6.455388223232797,1.9281570235627061,7923681.367728152
117.78695985785279,57.15480864625428,3.103035463652045,4.323215121159851,6.8889267334483275,2.3232151211598513,7519383.865630984
186.43767109667826,106.36459046330445,2.7,5.8618219876393365,11.770931925836019,14.65097378986872,7935281.2087734025
146.94187983609277,74.98912577103359,2.7935509165412378,4.935509165412376,4.532323830072178,7.790208755644308,7541344.026275632
108.94696828277274,55.22885252693875,3.1672753697666405,4.0,5.0021913311599056,3.665449260466719,7147486.369769869
146.32248393844347,74.92124646596214,2.9,5.45213955290968,9.013851195237425,4.4202325881828,8492332.045618288
118.5479797520101,64.64913417943289,2.8,3.866281857525731,3.589249622175176,3.4331409287628656,7426436.916792608
128.2773073926002,66.37035308404444,2.7306928097960905,4.0,5.52177776653354,3.0792157061172825,7071080.169862875
139.5552880722404,66.55605440282578,3.0,4.0,6.01234954063522,4.930588990969952,8489664.813025517
105.522647130442,59.67563985158906,3.2070255940635626,3.2107678219068756,7.554104207775312,1.0538391095343769,7202353.7616041815
149.56145283767788,80.01524244746516,3.1846105379817664,5.0,5.2385261602431115,12.077052320486223,7789245.248748089
116.20870383242732,56.651712778201706,2.8887845836512813,5.0,4.197817848229057,3.3146409727521355,7333052.017435696
201.06417282110073,104.66239388458868,3.1852198219291568,6.0,3.8660432052751785,8.778297328937352,12008634.84851172
109.42422078854796,59.9101094223887,3.216404376895548,3.4921313068664395,7.22584680865582,2.460656534332198,7202852.712850843
156.8969359858398,86.02659272813267,3.2136029349461825,5.424019566307885,7.4231618456996245,7.560048915769713,8508474.08071102
131.5909551670895,67.42242135809505,2.841399310262915,4.586006897370847,5.252184136047051,3.413993102629153,8096972.044623614
144.49709665154117,76.64534572725043,2.7,4.0875320117824465,4.594961585861064,2.175064023564893,8319398.027222036
127.48302008569497,57.618617407602315,2.932201339046332,5.0,5.948302008569498,8.644026780926637,7519260.885698965
177.96172546915093,102.45625612378313,3.1511720025788152,5.5039066752627175,6.0109386907356095,6.023440051576306,10580810.099906957
136.39749637982547,81.12450288361367,2.9831073751352934,5.0,3.235140998917654,2.8310737513529327,8830396.768806119
184.1177139568088,105.82835811896375,2.7,5.743519243244554,10.496857794605345,14.948153945956435,7941044.210568627
188.72495294270226,105.35779630988957,2.8109477890624373,5.739651927082915,2.54112182552098,1.479303854165829,12120601.857932286
172.22815876731596,92.80579802425555,2.925242449622277,5.689318372167079,7.626212248111385,7.05825713161015,8969648.050019681
135.52071971564513,78.44347072101502,2.7820661598731213,4.882762628752683,9.16622172638493,8.06210103002147,7474008.264639492
125.23520248142722,63.682361070195974,2.9941161690552778,4.9803872301842596,3.943135530564491,8.372516996197687,7198480.349541093
163.05314023985505,80.8292675695123,3.089937537575117,6.525156156062208,9.188358858342141,7.949687687875585,8502788.853004444
159.70918588619818,80.84524275090207,2.9489717556613164,5.7551412216934175,5.508417941007213,4.734576334919748,9056571.340603316
160.1609404350889,70.25214533996828,2.931974351770303,5.560085494098991,5.180256482296972,4.439914505901009,10082783.264750749
148.02667839320117,89.29208081778887,2.7,5.475797480383402,8.721012598082986,6.378987401917014,7799396.314903749
163.86142516110618,73.28767416642884,3.0343831427188923,6.328084286405538,4.428084286405538,1.328084286405538,10757314.240376977
148.25180873403255,61.1123938244588,2.7,5.3941490957375375,5.356196912229399,1.394149095737538,8332111.693939105
118.52800594519584,66.6580864777817,3.1157331351601387,3.307111441399769,6.1700439820403234,7.220894503796071,7294678.980981578
153.95373265820078,70.73609097383591,2.793850236842982,4.122995263140356,3.229145026297374,7.631014210578932,8149726.75902911
153.3180371007205,73.18657166771429,2.7,6.0,7.5750497466273305,8.136273187950309,8698625.30842909
151.56690922160524,74.1941786814742,2.7,6.133818443210484,8.373963976173629,6.598544670368549,8699328.502895912
137.7801425780763,71.74559054530552,2.9586380081926933,5.646595020481733,4.1180644815664404,4.586380081926932,8722620.659930624
186.29472154396933,96.78684019299617,2.8673977670557687,6.673977670557686,5.621635727107703,2.652044658884629,10872872.363096662
135.91352624016852,72.00856742883467,2.965261708625399,5.305234172507987,4.507410449863419,3.305234172507987,8498757.686042057
126.9156092463515,71.21360571312273,2.916611012965868,5.58305506482934,3.709474234199705,4.16611012965868,7916706.201796593
131.21211285593654,79.34084641952401,3.0205633674331045,5.897183162834477,5.96535244673928,9.897183162834477,7605394.874086158
165.3131798194871,72.40930918769192,2.878294954871773,5.217050451282269,6.734884864615319,3.2170504512822693,10085302.743867178
139.03483491956572,57.34162390130598,2.911143908124349,5.665682756269528,3.5340220706113303,9.331365512539056,7528690.760632221
200.61923182777633,110.8967003201752,2.8796081476938933,5.796081476938933,5.470971864570989,3.3980407384694664,12009357.103671817
137.23988310113188,80.99445882425763,2.835096545261662,5.175482726308312,8.596138189533505,3.3509654526166237,7920023.677591054
145.0012928541396,74.58257662693077,3.023019039270724,4.892076157082898,6.3553961921458555,6.230190392707245,8507642.560474755
171.96496402433485,86.61970854692385,3.009489045178013,5.905109548219868,6.249634974369139,0.9051095482198683,10790217.226291573
149.5153118461002,64.09365639005324,2.931133781758122,5.422165545604695,7.017936472306852,1.0,9460469.61418188
138.92417680388226,78.74506082329349,2.7,5.0,1.533622062918108,3.0,8738331.628561579
132.8749234253553,62.18896396816365,3.2184549555429105,4.402207206367271,5.191171174530917,10.217657650938165,7209660.26935709
172.1633294448272,99.84595918185066,2.9019300292196197,5.0,6.836309035752553,5.9034985390190196,9926844.65309039
167.11569338075682,71.88269701526428,2.8032584162426586,5.688389441617724,7.139100994911902,10.344194720808861,9434192.20533801
123.68341008434777,70.1977290006944,3.131293307532063,4.229022308226458,3.1893379239849784,0.9160892329058323,8038945.689118985
110.90836287320371,58.10650621612606,3.2797831261291313,4.202168738708687,4.012626288390465,1.81951864837818,7585998.581330345
128.87771939210845,67.36456091344255,2.846248575375919,4.0,5.783762821616728,4.0,7144326.2029874055
179.4360040380601,71.85513118327951,2.806750757136267,6.0,8.2,5.0,10311898.090813413
137.4287477219124,56.52842054834222,2.7,5.047912869853988,6.585626139043804,0.19165147941595206,7924922.969192218
127.58393364765453,72.74189060008439,3.218601105872424,4.302331490212626,6.797668509787374,5.325646392338887,7385141.158122731
182.66495361477422,92.91645452788399,2.8,6.116297346654583,9.476740530669083,3.0,10693828.421866931
134.76450583025846,69.36633424394155,2.715867536052657,3.84132463947343,5.602966370000965,3.68264927894686,7066545.654013603
105.56238543791144,48.1093989025501,2.7652803236019676,4.347196763980323,3.7305606472039354,2.3471967639803224,7327911.029644737
151.74837417286037,93.53918389239462,2.7746516084700787,6.0,5.359887063525591,2.8755806525498686,8903776.961442526
