score,duration,promo,robocats,label
7,0.4,1,0,2
10,0.19,1,0,0
10,0.12,1,0,0
4,0.09,0,0,2
7,0.68,1,0,2
0,0.79,0,0,1
6,0.14,1,0,2
8,1.86,1,0,0
0,0.55,0,0,1
0,0.54,0,0,1
7,0.21,0,0,2
5,0.02,0,0,2
1,0.67,0,0,1
4,0.31,0,1,2
1,0.98,0,0,1
3,0.22,0,0,1
8,0.08,1,0,0
7,0.39,0,0,2
10,0.22,1,0,0
10,0.86,1,0,0
1,0.58,0,0,1
8,0.39,1,0,0
10,0.78,1,0,0
4,0.01,0,0,2
9,1.22,1,0,0
9,3.76,0,1,0
2,0.63,0,0,1
2,0.16,0,0,1
10,1.46,0,1,0
10,0.47,1,0,0
1,0.28,0,0,1
10,1.31,1,0,0
7,0.82,1,0,2
9,1.35,1,0,0
2,0.17,0,0,1
1,0.81,0,0,1
4,0.03,1,0,2
8,1.58,1,0,0
1,1.32,0,0,1
2,0.48,0,0,1
0,0.94,0,0,1
2,0.03,0,0,1
5,0.04,1,0,2
1,0.75,0,0,1
0,0.27,0,0,1
4,0.12,0,0,2
8,0.14,1,0,0
10,0.62,0,1,0
5,0.11,0,0,2
2,0.24,0,0,1
9,0.27,1,0,0
0,0.38,0,0,1
10,1.05,1,0,0
6,2.05,0,1,2
1,0.5,0,0,1
10,1.29,1,0,0
2,0.2,0,0,1
1,0.03,0,0,1
5,0.66,1,0,2
1,0.38,0,0,1
0,0.35,0,0,1
0,0.25,0,0,1
0,0.62,0,0,1
9,0.94,1,0,0
6,0.48,0,0,2
3,0.33,0,0,1
0,0.17,0,0,1
10,0.97,1,0,0
10,0.02,1,0,0
1,0.83,0,0,1
6,0.04,0,0,2
10,1.25,1,0,0
3,0.27,0,0,1
10,0.26,1,0,0
2,0.16,1,0,1
8,0.24,1,0,0
10,0.12,1,0,0
8,0.08,1,0,0
2,0.34,0,0,1
10,0.41,1,0,0
1,0.46,0,0,1
0,0.01,0,0,1
4,0.0,0,0,2
5,1.59,0,0,2
6,0.2,0,0,2
0,0.03,0,0,1
8,0.54,1,0,0
9,1.25,1,0,0
10,0.24,1,0,0
9,0.72,0,0,0
6,0.12,0,1,2
1,0.75,0,0,1
0,0.3,0,0,1
0,0.41,0,0,1
10,0.42,1,0,0
8,1.1,1,0,0
10,0.08,1,0,0
0,0.93,0,0,1
4,0.72,1,0,2
1,0.02,0,0,1
0,1.32,0,0,1
9,0.72,1,0,0
6,0.72,0,0,2
8,0.23,1,0,0
3,0.49,0,0,1
5,0.94,0,0,2
10,1.57,1,0,0
7,0.21,0,0,2
3,0.0,0,0,1
8,0.03,1,0,0
10,0.4,0,0,0
9,1.05,1,0,0
0,0.2,0,0,1
4,0.25,0,0,2
10,0.95,1,0,0
7,0.08,1,0,2
10,0.72,0,0,0
0,0.03,0,0,1
10,0.17,1,0,0
0,0.22,0,0,1
4,0.34,0,0,2
4,0.03,0,0,2
8,0.29,1,0,0
7,0.82,1,0,2
4,0.9,0,0,2
10,0.55,1,0,0
7,0.16,1,0,2
0,0.03,0,0,1
6,0.69,0,1,2
3,0.39,0,0,1
8,1.23,1,0,0
0,0.2,0,0,1
5,0.52,0,0,2
9,0.12,1,0,0
4,0.72,0,0,2
2,0.25,0,0,1
1,0.41,0,0,1
6,1.38,1,0,2
0,0.45,0,0,1
6,0.16,1,0,2
0,0.42,0,0,1
8,0.03,1,0,0
5,0.06,0,0,2
10,0.61,1,0,0
8,0.74,1,0,0
2,0.28,0,0,1
4,0.68,1,0,2
10,0.17,1,0,0
1,0.19,0,0,1
10,0.52,1,0,0
0,0.09,0,0,1
0,0.46,0,0,1
7,0.65,0,0,2
1,0.19,0,0,1
2,0.57,0,0,1
0,1.52,0,0,1
0,0.33,0,0,1
4,0.88,0,0,2
9,0.07,1,0,0
0,1.39,0,0,1
7,1.22,1,0,2
6,0.28,0,0,2
2,0.42,0,0,1
5,0.41,1,0,2
1,0.14,0,0,1
0,0.65,0,0,1
10,0.32,1,0,0
3,2.41,0,0,1
8,0.07,1,0,0
5,0.0,1,0,2
10,0.02,1,0,0
2,0.47,0,0,1
10,0.35,1,0,0
6,0.19,0,0,2
7,0.75,0,0,2
5,0.33,0,0,2
1,1.07,0,0,1
0,1.28,0,0,1
0,0.14,0,0,1
2,0.26,0,0,1
6,1.89,0,0,2
7,0.07,1,0,2
1,0.19,0,0,1
2,1.7,0,1,1
0,0.1,0,0,1
10,1.37,1,0,0
6,1.7,0,1,2
8,0.72,1,0,0
1,0.32,0,0,1
2,0.58,0,0,1
1,0.54,0,0,1
9,0.6,1,0,0
10,0.51,0,0,0
2,0.72,0,0,1
0,0.43,0,0,1
7,0.16,0,0,2
2,0.75,0,1,1
8,0.34,1,0,0
10,0.64,1,0,0
4,1.01,0,1,2
6,0.16,1,0,2
7,0.16,1,0,2
1,0.66,0,0,1
0,0.3,0,0,1
6,0.01,0,0,2
3,0.23,0,0,1
5,0.28,0,0,2
0,1.18,0,16,4
1,1.47,0,0,1
6,0.17,1,0,2
10,0.15,1,0,0
10,0.02,1,0,0
3,0.01,0,0,1
9,0.89,1,0,0
0,0.16,0,0,1
10,2.11,1,0,0
2,0.02,0,0,1
10,1.11,1,0,0
4,0.22,0,0,2
5,0.62,0,1,2
3,0.83,0,0,1
6,0.66,1,0,2
7,1.08,0,0,2
3,0.71,0,0,1
8,1.37,0,1,0
6,0.36,1,0,2
0,0.56,0,0,1
3,0.64,1,0,1
6,0.14,0,0,2
4,0.04,0,0,2
0,0.56,0,0,1
10,0.5,1,0,0
9,0.61,1,0,0
2,0.65,0,0,1
0,0.7,0,0,1
1,0.84,0,0,1
4,0.53,0,0,2
8,1.61,1,0,0
3,0.45,1,0,1
7,0.47,1,0,2
9,1.94,0,0,0
6,0.4,1,0,2
10,0.71,1,0,0
10,3.27,0,1,0
10,0.08,1,0,0
0,0.47,0,0,1
5,2.65,0,0,2
7,2.52,0,1,2
10,0.27,1,0,0
9,0.36,1,0,0
0,0.62,0,0,1
6,1.97,0,1,2
2,0.33,0,0,1
10,0.5,0,0,0
3,0.46,0,0,1
2,0.14,0,0,1
4,1.06,0,0,2
0,0.57,0,0,1
10,0.01,1,0,0
3,0.52,0,0,1
10,12.1,1,9,4
5,0.67,1,0,2
8,0.05,1,0,0
7,1.57,1,0,2
7,0.44,1,0,2
4,0.58,0,0,2
2,0.98,0,0,1
5,0.32,0,0,2
5,0.09,0,0,2
6,0.07,0,0,2
7,0.01,1,0,2
1,0.12,0,0,1
6,0.43,0,0,2
5,1.79,1,0,2
10,0.29,1,0,0
4,0.38,0,1,2
1,0.07,0,0,1
3,0.03,0,0,1
0,2.9,0,0,1
1,0.21,0,0,1
6,0.03,1,0,2
4,0.31,0,0,2
0,1.19,0,0,1
10,0.52,1,0,0
0,0.68,0,0,1
2,0.05,0,0,1
10,0.83,1,0,0
1,0.18,0,0,1
1,0.35,0,0,1
10,0.63,1,0,0
2,0.49,0,0,1
0,0.34,0,0,1
5,0.46,0,1,2
5,4.49,0,1,2
8,0.24,1,0,0
10,0.53,1,0,0
0,0.8,0,0,1
3,0.32,0,0,1
4,0.53,0,1,2
3,0.04,0,0,1
3,2.22,0,1,1
10,0.22,1,0,0
1,0.69,0,0,1
3,0.02,0,0,1
7,0.03,0,1,2
8,0.55,1,0,0
2,0.42,1,0,1
4,2.34,0,11,4
1,0.56,0,0,1
4,0.72,0,0,2
8,0.16,1,0,0
4,1.0,0,0,2
5,1.02,1,0,2
7,0.56,0,1,2
9,0.58,0,1,0
4,0.01,0,0,2
0,1.09,0,0,1
0,1.36,0,0,1
3,0.27,0,0,1
5,3.71,0,1,2
1,0.1,0,0,1
9,0.5,1,0,0
8,0.06,1,0,0
10,0.12,1,0,0
4,0.16,0,0,2
0,0.41,0,0,1
8,1.2,0,1,0
10,0.58,1,0,0
7,0.59,1,0,2
6,0.12,0,0,2
0,0.16,0,0,1
9,0.51,1,0,0
10,0.92,1,0,0
3,0.43,0,0,1
1,1.45,0,0,1
4,0.47,1,0,2
5,0.8,0,0,2
1,0.17,0,0,1
0,0.46,0,0,1
4,1.02,0,0,2
10,0.95,1,0,0
10,0.09,1,0,0
7,0.7,1,0,2
3,1.5,0,1,1
3,0.62,0,0,1
8,0.1,1,0,0
10,41.63,1,11,3
2,0.06,0,0,1
10,0.73,1,0,0
4,0.02,0,0,2
1,0.2,0,0,1
10,1.22,1,0,0
4,0.25,0,0,2
0,0.37,0,0,1
3,0.07,0,0,1
10,0.01,1,0,0
3,0.5,0,0,1
2,0.41,0,0,1
10,0.4,1,0,0
10,0.31,1,0,0
9,0.22,1,0,0
2,0.15,0,0,1
5,0.06,0,0,2
3,0.41,1,0,1
7,0.25,1,0,2
1,0.86,0,0,1
0,0.34,0,0,1
10,0.05,1,0,0
1,0.14,0,0,1
0,0.34,0,0,1
3,0.22,0,0,1
0,0.67,0,0,1
0,0.07,0,0,1
0,0.65,0,0,1
7,1.94,1,0,2
8,1.25,1,0,0
2,0.61,0,0,1
3,0.32,0,0,1
1,0.38,0,0,1
10,0.06,1,0,0
7,0.95,0,1,2
1,0.24,0,0,1
2,1.04,0,0,1
10,0.99,1,0,0
7,3.39,0,1,2
0,1.66,0,0,1
8,0.53,1,0,0
8,0.01,0,0,0
6,0.71,0,0,2
2,2.36,0,1,1
2,1.08,0,0,1
0,0.17,0,0,1
6,0.02,0,0,2
10,1.93,1,0,0
4,0.31,0,0,2
3,0.74,1,0,1
0,0.06,0,0,1
1,1.22,0,0,1
4,0.08,0,0,2
10,0.0,1,0,0
2,0.66,0,1,1
2,0.71,0,0,1
3,0.34,0,0,1
6,0.86,0,0,2
4,0.51,1,0,2
8,0.48,1,0,0
10,0.15,1,0,0
7,1.1,0,0,2
0,0.3,0,0,1
4,0.21,0,0,2
5,0.19,0,0,2
0,0.06,0,0,1
2,6.65,0,14,4
0,0.05,0,0,1
6,0.91,1,0,2
10,0.83,0,1,0
2,1.47,0,1,1
9,0.09,1,0,0
10,0.08,1,0,0
9,0.02,1,0,0
2,0.05,0,0,1
0,0.46,0,0,1
3,0.3,0,0,1
8,0.29,1,0,0
10,0.79,1,0,0
0,1.33,0,0,1
3,0.83,0,0,1
9,0.59,1,0,0
0,0.14,0,0,1
9,3.4,1,0,0
1,0.11,0,0,1
2,0.64,0,0,1
6,0.07,1,0,2
2,0.26,1,0,1
4,0.2,0,0,2
0,1.55,0,0,1
10,0.99,1,0,0
6,0.31,1,0,2
4,0.49,0,0,2
7,0.05,0,0,2
8,0.13,1,0,0
5,0.64,0,0,2
3,0.11,1,0,1
4,0.43,0,0,2
10,0.69,1,0,0
0,0.29,0,0,1
1,2.71,0,1,1
10,0.25,1,0,0
1,1.24,0,0,1
10,0.03,1,0,0
0,0.58,0,0,1
3,0.36,0,0,1
10,0.33,1,0,0
10,0.22,1,0,0
4,0.22,0,0,2
10,0.42,1,0,0
1,0.32,0,0,1
5,0.23,1,0,2
6,0.28,1,0,2
5,0.01,1,0,2
6,0.03,0,0,2
9,0.69,1,0,0
10,0.54,0,0,0
0,0.54,0,0,1
0,0.44,0,0,1
9,0.69,1,0,0
10,0.56,1,0,0
3,0.55,0,0,1
4,1.4,0,0,2
10,1.96,1,0,0
4,0.1,0,0,2
10,3.61,0,1,0
8,0.22,1,0,0
1,6.61,0,1,1
10,1.2,1,0,0
7,0.2,0,0,2
8,0.38,0,0,0
4,0.73,0,0,2
10,0.5,1,0,0
10,0.75,1,0,0
1,12.24,0,1,4
4,0.2,1,0,2
0,0.58,0,8,1
6,1.25,1,0,2
0,1.44,0,0,1
10,1.09,1,0,0
2,0.31,0,0,1
10,1.41,1,0,0
3,0.43,0,1,1
10,0.42,1,0,0
1,0.0,0,0,1
0,0.29,0,0,1
10,1.14,1,0,0
10,0.94,1,0,0
6,0.08,1,0,2
8,1.07,1,0,0
5,7.35,0,1,2
5,2.75,0,1,2
2,0.04,0,0,1
4,1.55,0,0,2
0,1.08,0,0,1
6,1.08,0,0,2
4,1.11,1,1,2
3,0.07,0,0,1
3,1.29,0,0,1
8,0.65,1,0,0
9,0.21,1,0,0
1,0.38,0,0,1
2,0.28,0,1,1
8,0.59,0,1,0
8,0.58,1,0,0
0,0.26,0,0,1
9,0.01,1,0,0
0,0.34,0,0,1
0,0.22,0,0,1
10,0.1,1,0,0
10,4.04,1,23,4
6,0.36,0,0,2
9,0.29,1,0,0
10,0.38,1,0,0
8,2.4,1,0,0
4,0.1,0,0,2
10,0.49,1,0,0
10,0.09,1,0,0
2,0.65,0,0,1
10,0.11,1,0,0
9,0.48,1,0,0
8,0.18,1,0,0
4,0.97,1,0,2
2,0.0,0,0,1
10,1.18,1,0,0
7,0.35,0,0,2
6,0.71,1,0,2
6,0.11,0,0,2
10,2.02,1,0,0
6,0.18,1,0,2
0,0.56,0,0,1
5,1.0,0,1,2
5,0.06,1,0,2
0,1.24,0,0,1
0,2.28,0,0,1
4,0.28,0,0,2
0,0.15,0,0,1
8,0.52,1,0,0
4,0.07,0,0,2
6,0.78,0,0,2
10,0.26,1,0,0
2,0.34,0,0,1
3,0.17,1,0,1
6,2.68,0,0,2
7,0.49,1,0,2
7,0.9,0,1,2
8,0.54,1,0,0
0,0.11,0,0,1
1,0.11,0,0,1
2,0.01,0,0,1
10,0.28,1,0,0
10,0.52,0,1,0
7,0.09,0,0,2
3,0.14,0,0,1
9,0.32,1,0,0
9,0.12,1,0,0
0,0.68,0,0,1
3,0.52,0,0,1
10,0.01,1,0,0
0,0.06,0,0,1
3,1.52,0,0,1
5,0.08,0,0,2
5,0.06,1,0,2
4,0.0,0,0,2
0,0.08,0,0,1
10,2.27,1,0,0
3,0.42,0,0,1
4,0.4,1,0,2
8,0.56,0,1,0
2,0.23,0,0,1
2,0.29,0,0,1
5,0.11,0,0,2
9,0.74,0,1,0
5,1.18,1,0,2
10,0.6,1,0,0
6,0.47,1,0,2
6,0.78,1,0,2
4,0.07,0,0,2
4,1.02,0,0,2
6,0.84,1,0,2
6,0.16,1,0,2
9,0.02,1,0,0
10,0.21,1,0,0
6,0.68,0,0,2
10,0.27,1,0,0
3,0.21,0,0,1
1,0.36,1,0,1
10,0.74,1,0,0
7,0.37,0,1,2
4,0.06,0,0,2
1,1.5,0,1,1
3,2.32,1,0,1
0,0.25,0,0,1
7,0.82,0,0,2
0,0.52,0,0,1
4,0.47,0,0,2
0,0.48,0,0,1
8,0.03,0,0,0
3,0.5,0,0,1
0,0.06,0,0,1
0,0.12,0,0,1
0,0.32,1,0,1
0,0.11,0,0,1
0,0.03,0,0,1
0,0.52,0,0,1
7,0.5,1,0,2
1,0.41,0,0,1
5,0.26,0,1,2
10,0.68,1,0,0
8,1.07,1,0,0
1,1.55,0,0,1
1,0.15,0,0,1
10,0.6,1,0,0
10,3.56,1,0,0
5,0.36,1,0,2
8,1.59,0,1,0
3,0.72,0,0,1
2,0.23,0,0,1
6,3.72,0,1,2
6,0.29,1,0,2
3,0.01,1,0,1
2,0.55,0,0,1
8,0.81,1,0,0
8,1.01,1,0,0
4,0.1,1,0,2
4,0.76,0,0,2
10,1.8,1,0,0
3,0.11,0,1,1
10,1.16,1,0,0
5,0.24,0,0,2
2,0.08,0,0,1
8,0.08,1,0,0
0,0.06,0,0,1
5,0.14,0,0,2
7,0.46,1,0,2
0,0.1,0,0,1
10,0.41,1,0,0
4,0.01,1,0,2
10,1.38,1,0,0
0,1.55,0,0,1
10,1.08,1,0,0
0,1.01,0,0,1
3,1.55,0,0,1
0,0.16,0,0,1
5,0.08,1,0,2
9,0.71,1,0,0
10,0.42,1,0,0
3,0.34,0,0,1
3,0.39,0,0,1
2,0.69,0,0,1
6,1.06,0,0,2
4,0.11,0,0,2
6,0.65,0,1,2
4,0.95,0,0,2
0,0.18,0,0,1
10,0.88,1,0,0
4,0.37,0,0,2
6,0.63,0,0,2
0,1.68,0,0,1
9,0.29,1,0,0
9,0.07,1,0,0
5,0.61,1,0,2
0,0.7,0,0,1
2,0.69,0,0,1
7,0.67,1,0,2
1,0.47,0,0,1
7,0.67,1,0,2
0,0.4,0,0,1
2,1.82,0,0,1
2,0.33,0,0,1
0,0.17,0,0,1
4,2.11,0,0,2
10,0.25,1,0,0
2,0.42,0,0,1
10,0.01,1,0,0
5,2.13,0,0,2
2,0.84,0,0,1
4,0.06,0,0,2
10,0.48,1,0,0
10,1.13,0,0,0
2,0.43,0,0,1
10,0.49,1,0,0
2,0.13,0,0,1
3,1.02,1,0,1
10,1.37,0,0,0
0,0.73,0,0,1
2,1.86,0,1,1
9,0.3,1,0,0
7,1.48,1,0,2
5,0.24,1,0,2
9,0.09,1,0,0
9,0.57,1,0,0
5,0.57,0,0,2
10,0.1,1,0,0
0,0.18,0,0,1
1,1.36,0,0,1
9,0.72,1,0,0
10,0.63,0,0,0
4,0.79,0,0,2
0,0.58,0,0,1
0,0.7,0,0,1
8,0.26,1,0,0
2,1.24,0,0,1
4,0.16,0,0,2
9,0.15,1,0,0
4,0.36,0,0,2
6,0.61,0,0,2
10,13.11,1,8,4
3,0.1,0,0,1
5,0.19,0,0,2
10,0.36,1,0,0
4,0.36,0,0,2
0,0.0,0,0,1
10,0.28,1,0,0
4,0.75,0,0,2
0,1.57,0,0,1
10,0.62,1,0,0
1,0.64,0,0,1
4,0.53,0,0,2
0,3.2,0,1,1
8,0.39,1,0,0
6,0.63,1,0,2
1,2.95,0,1,1
10,0.46,1,0,0
0,0.42,0,0,1
0,0.57,0,0,1
10,1.18,1,0,0
10,0.78,1,0,0
1,2.32,0,0,1
4,1.54,0,1,2
5,0.08,0,0,2
1,0.0,0,0,1
4,0.1,0,0,2
1,1.79,0,0,1
2,0.7,1,0,1
4,0.32,0,0,2
4,0.46,0,0,2
10,0.2,1,0,0
7,0.23,1,0,2
4,0.38,0,0,2
5,1.49,0,0,2
3,0.21,0,0,1
9,0.18,1,0,0
10,0.02,1,0,0
5,1.41,1,0,2
10,0.12,1,0,0
10,0.16,0,1,0
10,0.24,1,0,0
10,0.51,1,0,0
6,0.73,1,0,2
4,0.2,0,0,2
10,0.53,0,0,0
7,0.24,0,0,2
7,0.75,1,0,2
6,0.32,1,0,2
2,0.31,0,0,1
0,0.73,0,0,1
9,0.63,1,0,0
7,0.35,1,0,2
0,0.96,0,0,1
3,0.25,0,0,1
4,1.05,1,0,2
4,0.23,1,0,2
3,2.12,0,0,1
10,0.38,1,0,0
6,0.15,1,0,2
1,0.05,0,0,1
6,1.03,1,0,2
10,0.8,1,0,0
5,0.26,1,0,2
0,0.64,0,0,1
7,0.05,0,0,2
5,0.77,0,1,2
3,0.01,0,0,1
5,0.8,0,0,2
5,0.96,0,0,2
10,0.05,1,0,0
4,0.03,0,0,2
9,0.38,1,0,0
10,0.43,0,0,0
10,0.38,1,0,0
7,2.13,0,0,2
10,0.09,1,0,0
10,0.16,1,0,0
5,0.32,1,0,2
2,0.03,0,0,1
1,0.42,0,0,1
2,0.08,0,0,1
0,0.99,0,0,1
3,0.28,0,0,1
4,0.7,0,0,2
2,1.02,0,0,1
10,0.42,1,0,0
4,0.52,0,0,2
6,0.44,0,0,2
7,0.46,1,0,2
10,2.63,1,0,0
6,0.02,1,0,2
3,0.29,0,0,1
10,0.52,0,0,0
10,0.35,0,0,0
10,0.37,1,0,0
7,0.17,1,0,2
0,0.14,0,0,1
7,0.42,1,0,2
0,0.75,0,0,1
2,1.18,0,0,1
2,0.28,0,0,1
7,0.09,1,0,2
8,0.85,0,1,0
5,0.08,0,0,2
6,0.02,1,0,2
9,0.42,1,0,0
6,1.68,0,1,2
7,0.09,0,0,2
4,1.17,1,0,2
7,0.1,0,0,2
0,0.09,0,0,1
0,0.62,0,0,1
4,0.86,0,0,2
0,0.45,0,0,1
10,15.44,1,7,4
9,0.09,1,0,0
0,0.23,0,0,1
9,0.01,1,0,0
6,0.18,1,0,2
10,0.16,1,0,0
10,0.57,1,0,0
7,1.39,0,1,2
10,0.38,1,0,0
2,0.88,0,0,1
10,0.52,1,0,0
6,1.77,0,0,2
2,0.43,0,0,1
0,0.2,0,0,1
6,1.02,1,0,2
2,0.21,0,0,1
2,0.04,0,0,1
10,1.29,1,0,0
3,0.1,0,1,1
5,0.57,0,1,2
3,0.02,0,0,1
7,0.94,1,0,2
0,0.44,0,0,1
6,0.1,0,0,2
4,1.11,0,1,2
5,0.16,0,0,2
7,1.74,1,0,2
1,0.43,0,0,1
0,0.24,0,0,1
10,1.2,1,0,0
4,0.03,0,0,2
4,1.1,0,0,2
10,0.14,1,0,0
7,0.62,1,0,2
6,0.85,1,0,2
2,0.88,0,0,1
0,0.82,0,0,1
0,0.05,0,0,1
7,0.35,0,0,2
4,0.35,0,0,2
5,0.08,1,0,2
1,0.34,0,0,1
8,0.61,1,0,0
7,2.19,1,0,2
4,0.15,1,0,2
0,0.04,0,0,1
8,0.66,1,0,0
10,1.38,0,0,0
1,0.34,0,0,1
9,3.31,0,1,0
6,0.18,1,0,2
5,0.58,0,0,2
10,0.64,1,0,0
9,2.13,0,1,0
5,1.7,0,0,2
7,0.15,1,0,2
8,0.1,1,0,0
9,0.39,1,0,0
0,0.36,0,0,1
7,0.04,0,1,2
4,0.17,0,0,2
10,0.56,1,0,0
4,0.13,0,0,2
10,0.64,1,0,0
4,8.68,0,1,2
4,0.09,0,0,2
9,0.6,1,0,0
0,0.41,0,0,1
6,0.91,1,0,2
3,0.13,0,0,1
2,0.31,0,0,1
2,0.3,1,0,1
4,0.32,0,0,2
5,1.23,0,1,2
4,3.97,0,1,2
0,0.99,0,0,1
1,0.11,0,0,1
10,0.48,1,0,0
7,0.14,1,0,2
8,0.46,1,0,0
10,0.35,1,0,0
0,0.09,0,0,1
10,0.53,1,0,0
4,0.32,0,0,2
5,6.53,1,1,2
6,0.42,0,0,2
0,1.8,0,1,1
6,0.6,0,1,2
5,0.9,1,0,2
2,0.03,0,0,1
0,0.27,0,0,1
6,2.29,0,0,2
0,0.6,0,0,1
6,2.61,0,1,2
5,0.29,0,0,2
8,0.8,0,1,0
3,1.03,0,0,1
6,0.07,1,0,2
8,0.22,1,0,0
10,0.15,1,0,0
10,0.04,1,0,0
2,1.6,0,0,1
2,1.45,0,0,1
10,0.12,0,0,0
3,0.48,0,0,1
6,0.29,1,0,2
10,0.48,1,0,0
4,0.29,0,0,2
7,0.21,0,0,2
8,0.47,1,0,0
0,0.24,0,0,1
0,0.39,0,0,1
10,0.55,1,0,0
7,0.26,1,0,2
7,0.37,0,1,2
10,0.09,1,0,0
5,0.29,1,0,2
2,0.3,0,0,1
7,0.08,0,0,2
10,0.55,1,0,0
0,0.12,0,0,1
10,0.05,1,0,0
2,1.81,0,0,1
6,0.69,1,0,2
5,0.03,1,0,2
0,0.59,0,0,1
5,0.74,0,0,2
4,0.12,0,0,2
6,0.34,1,0,2
7,0.05,1,0,2
9,0.11,1,0,0
1,0.65,0,0,1
10,0.45,1,0,0
3,0.25,0,0,1
10,0.58,1,0,0
0,0.11,0,0,1
2,0.18,0,0,1
5,0.58,0,1,2
10,0.22,1,0,0
5,0.22,0,0,2
2,0.03,0,0,1
1,0.66,0,0,1
3,0.42,0,0,1
9,1.46,1,0,0
2,1.23,1,0,1
5,0.08,1,0,2
10,2.52,1,0,0
1,0.77,0,0,1
0,0.8,0,0,1
7,0.34,0,0,2
9,0.04,1,0,0
4,0.43,0,0,2
10,0.35,0,0,0
0,0.06,0,0,1
1,0.03,0,0,1
0,1.43,0,3,1
2,0.15,0,0,1
6,1.41,0,1,2
10,0.25,1,0,0
4,0.77,0,0,2
3,0.5,0,0,1
2,0.04,0,0,1
9,0.2,0,0,0
1,0.31,0,0,1
8,0.11,1,0,0
1,1.31,0,0,1
8,0.12,1,0,0
7,1.27,0,0,2
4,0.22,0,0,2
5,4.09,0,1,2
1,0.04,0,0,1
6,0.7,0,0,2
9,0.46,1,0,0
10,0.12,1,0,0
8,0.08,1,0,0
6,0.85,1,0,2
7,1.61,1,0,2
5,0.65,0,0,2
3,0.6,1,1,1
7,0.6,0,0,2
6,0.39,1,0,2
8,0.82,1,0,0
3,0.07,1,0,1
5,0.59,0,0,2
8,2.49,1,0,0
5,0.19,0,0,2
2,0.49,0,0,1
6,1.03,1,0,2
10,0.19,1,0,0
7,0.11,1,0,2
3,0.0,0,0,1
8,0.3,1,0,0
6,4.22,0,1,2
10,0.77,1,0,0
4,0.08,0,0,2
10,0.3,1,0,0
5,0.15,0,0,2
1,0.74,0,0,1
0,1.0,0,0,1
0,7.29,0,1,1
2,0.95,0,0,1
8,0.49,1,0,0
9,0.13,1,0,0
5,0.13,0,0,2
6,0.01,0,0,2
7,0.7,0,0,2
5,0.09,1,0,2
0,0.22,0,0,1
5,0.43,0,0,2
8,0.1,1,0,0
7,0.94,0,1,2
3,0.06,0,0,1
10,0.26,1,0,0
0,0.33,0,0,1
10,0.12,1,0,0
1,0.04,0,0,1
9,1.94,1,0,0
2,1.65,0,0,1
4,2.82,1,0,2
3,0.14,0,0,1
4,0.05,1,0,2
10,0.04,1,0,0
10,0.1,1,0,0
5,0.18,0,0,2
10,0.56,1,0,0
2,0.08,0,0,1
10,0.08,1,0,0
0,0.16,0,0,1
0,0.43,0,0,1
7,0.69,1,0,2
8,0.84,0,0,0
2,0.29,0,0,1
4,0.55,0,0,2
8,10.22,0,1,4
0,0.35,0,0,1
4,0.84,0,0,2
4,0.5,0,0,2
9,0.52,1,0,0
0,0.4,0,0,1
10,1.55,1,0,0
10,0.02,1,0,0
0,0.2,0,0,1
9,0.98,0,1,0
2,0.54,0,0,1
5,0.01,1,0,2
5,0.74,0,0,2
6,0.01,0,0,2
10,0.02,1,0,0
5,0.15,0,0,2
7,0.07,1,0,2
3,0.04,0,0,1
7,1.57,1,0,2
9,0.36,1,0,0
0,0.44,0,0,1
2,0.41,0,0,1
8,0.66,1,0,0
0,0.3,0,0,1
10,0.48,0,0,0
10,1.43,0,1,0
4,0.7,0,0,2
0,0.24,0,0,1
10,0.5,1,0,0
4,0.31,0,0,2
0,0.92,0,0,1
5,0.9,1,0,2
4,0.0,0,0,2
6,0.52,0,0,2
7,0.42,1,0,2
8,0.15,0,0,0
6,0.35,1,0,2
0,1.34,0,0,1
4,0.11,0,0,2
7,11.06,0,1,4
10,0.06,1,0,0
0,1.56,0,0,1
0,2.57,0,0,1
10,0.85,1,0,0
0,0.82,0,0,1
6,0.1,0,0,2
4,0.92,0,0,2
1,1.21,0,0,1
10,0.76,1,0,0
0,1.09,0,0,1
6,2.1,1,0,2
6,1.01,0,1,2
2,1.18,0,0,1
10,0.91,0,0,0
7,0.73,0,1,2
2,0.19,1,0,1
0,1.12,0,1,1
8,0.54,1,0,0
10,0.13,1,0,0
3,0.16,0,0,1
2,0.39,0,0,1
3,10.69,0,1,4
0,1.04,0,0,1
10,0.79,1,0,0
0,0.43,0,0,1
9,0.64,1,0,0
3,0.99,0,0,1
4,0.35,0,0,2
10,0.97,1,0,0
6,0.55,0,0,2
10,0.33,1,0,0
10,0.09,1,0,0
5,0.05,0,0,2
7,1.87,0,1,2
10,0.05,1,0,0
8,0.35,1,0,0
7,0.41,0,1,2
9,1.16,1,0,0
7,0.27,1,0,2
4,0.46,0,0,2
5,1.87,0,0,2
10,0.01,1,0,0
6,0.12,0,0,2
6,1.73,0,1,2
10,0.44,1,0,0
10,0.37,1,0,0
3,4.42,0,1,1
10,0.13,1,0,0
9,4.22,0,1,0
10,4.65,0,1,0
4,0.23,0,0,2
8,0.96,1,0,0
3,0.48,0,0,1
10,0.12,0,0,0
4,2.87,0,1,2
0,0.25,0,0,1
1,0.11,0,0,1
5,1.09,0,0,2
0,0.96,0,7,1
0,0.81,0,0,1
10,0.85,1,0,0
10,1.94,1,0,0
4,0.64,0,0,2
7,0.12,1,0,2
0,0.15,0,0,1
