total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair,building_type,parking_place,price
54.1,27.1,2.8,1.0,8.4,2.0,кирпич,да,2412720.0
60.1,25.2,3.1,3.0,7.7,6.0,жб панель,да,4437870.0
76.5,47.4,2.7,4.0,8.8,2.0,жб панель,да,4322850.0
53.0,33.4,2.8,2.0,6.0,3.0,жб панель,нет,3934000.0
68.4,36.9,3.4,2.0,7.6,2.0,кирпич,нет,4781880.0
70.0,39.9,2.7,3.0,9.8,6.0,монолитно-каркасный,нет,3847000.0
59.1,26.6,2.7,2.0,9.7,2.0,кирпич,да,3535080.0
70.6,39.5,3.0,2.0,7.6,8.0,монолитно-каркасный,нет,2877699.9999999995
65.0,31.2,2.9,3.0,0.2,9.0,кирпич,да,4903000.0
55.7,30.1,3.2,1.0,1.8,2.0,жб панель,нет,3702520.0
70.1,30.8,2.7,4.0,5.6,2.0,жб панель,да,4730120.0
82.2,41.9,3.0,4.0,3.0,7.0,кирпич,да,5350900.0
69.0,34.5,3.1,3.0,7.7,2.0,кирпич,да,3431400.0
74.8,33.7,2.7,4.0,4.2,9.0,кирпич,да,3971000.0
83.0,39.0,2.8,3.0,9.6,10.0,монолитно-каркасный,да,3791300.0
68.0,40.1,3.2,2.0,0.5,2.0,монолитно-каркасный,нет,4284800.0
67.5,41.9,3.4,2.0,6.4,2.0,кирпич,да,4595000.0
66.0,31.0,3.5,3.0,2.0,11.0,монолитно-каркасный,да,3139200.0
87.0,55.7,2.7,3.0,9.7,9.0,жб панель,нет,3834400.0
51.2,31.2,2.7,2.0,5.8,6.0,жб панель,да,3233280.0
64.6,31.0,3.1,2.0,2.8,4.0,кирпич,нет,4398740.0
63.0,34.0,2.7,3.0,0.8,2.0,монолитно-каркасный,нет,3109400.0
48.1,24.1,2.9,1.0,4.0,7.0,монолитно-каркасный,да,3769040.0
57.0,35.9,2.8,1.0,3.4,3.0,жб панель,нет,2818600.0
73.0,30.7,2.7,3.0,3.6,10.0,монолитно-каркасный,нет,4063700.0
62.4,31.2,2.7,2.0,3.6,15.0,жб панель,нет,3266000.0
108.9,65.3,2.8,4.0,10.6,5.0,жб панель,да,5827040.0
71.7,39.4,3.3,4.0,1.2,7.0,кирпич,нет,3552760.0
61.1,34.8,3.0,2.0,8.1,1.0,монолитно-каркасный,да,4152110.0
90.2,57.7,2.8,4.0,10.4,12.0,кирпич,нет,3681960.0
49.6,27.8,2.8,1.0,5.1,2.0,монолитно-каркасный,да,3096080.0
65.1,29.9,2.9,3.0,3.6,11.0,монолитно-каркасный,нет,4183720.0
62.0,32.2,3.1,2.0,9.1,6.0,кирпич,да,3457800.0
66.9,42.8,3.2,3.0,9.4,14.0,жб панель,нет,2998590.0000000005
53.0,24.9,3.3,1.0,5.4,10.0,монолитно-каркасный,да,3413400.0
85.0,44.2,2.9,3.0,5.0,11.0,монолитно-каркасный,да,5438500.0
80.0,40.8,2.7,2.0,5.1,9.0,жб панель,нет,4032000.0
139.0,76.4,2.7,5.0,9.4,5.0,жб панель,да,6931600.0
50.0,26.0,2.7,2.0,4.7,3.0,жб панель,да,3230000.0
63.1,33.4,2.8,3.0,9.1,3.0,кирпич,да,2785630.0
66.0,42.2,2.7,2.0,8.8,1.0,кирпич,нет,3884600.0
59.8,30.5,2.9,1.0,0.6,5.0,монолитно-каркасный,нет,3551820.0
57.7,35.2,2.7,1.0,6.8,1.0,кирпич,да,2617380.0
66.0,34.3,3.1,3.0,2.2,4.0,кирпич,нет,4705000.0
68.1,34.7,2.7,2.0,8.4,7.0,кирпич,нет,3273779.9999999995
115.2,47.2,3.3,5.0,7.7,3.0,жб панель,да,7666560.0
71.0,40.5,3.1,4.0,9.7,14.0,монолитно-каркасный,нет,3995200.0
68.0,34.7,3.5,2.0,10.9,0.0,монолитно-каркасный,нет,3952400.0
69.5,30.6,3.3,3.0,7.2,7.0,монолитно-каркасный,нет,4819150.0
61.8,39.6,2.9,2.0,7.2,2.0,кирпич,нет,3382380.0
100.6,62.4,3.0,4.0,9.4,2.0,монолитно-каркасный,да,6754980.0
103.2,58.8,3.3,5.0,10.4,6.0,кирпич,нет,5713040.0
55.6,27.2,2.8,2.0,9.4,6.0,жб панель,нет,3035800.0
68.7,41.9,2.9,3.0,5.7,8.0,монолитно-каркасный,да,2829110.0
65.6,30.2,3.0,2.0,6.7,7.0,монолитно-каркасный,нет,3519199.9999999995
94.6,38.8,2.7,2.0,5.0,4.0,кирпич,да,5739500.0
67.0,32.8,2.7,3.0,5.9,4.0,жб панель,нет,3749800.0
95.4,39.1,2.9,3.0,4.0,11.0,монолитно-каркасный,да,4668380.0
65.4,28.1,2.7,2.0,2.5,4.0,жб панель,да,4753240.0
85.5,38.5,3.0,2.0,4.3,2.0,монолитно-каркасный,нет,6059700.0
102.5,50.2,2.8,3.0,7.7,2.0,жб панель,да,6355000.0
45.0,21.6,2.7,1.0,5.9,1.0,монолитно-каркасный,нет,3094000.0
79.7,43.0,3.5,4.0,9.1,9.0,кирпич,да,4676960.0
65.8,27.0,2.8,2.0,8.6,6.0,жб панель,да,3900860.0
96.3,62.6,3.0,2.0,7.9,2.0,монолитно-каркасный,нет,5192070.0
62.6,35.7,3.0,3.0,4.4,15.0,кирпич,нет,3924140.0
65.2,33.9,2.8,2.0,7.3,1.0,монолитно-каркасный,нет,3588960.0
64.8,31.1,2.9,2.0,11.1,5.0,жб панель,да,3053440.0
115.4,53.1,2.7,3.0,5.4,7.0,кирпич,нет,7136240.0
54.4,31.0,3.2,1.0,6.0,6.0,кирпич,да,3299760.0
58.4,35.0,2.8,1.0,4.4,11.0,монолитно-каркасный,да,4085280.0
72.0,31.0,3.5,3.0,3.5,19.0,кирпич,нет,4046400.0
67.0,40.9,3.3,3.0,12.3,8.0,жб панель,нет,3637800.0
55.2,23.7,3.0,2.0,7.7,5.0,жб панель,да,3081280.0
63.1,30.9,3.1,3.0,6.1,1.0,жб панель,нет,3573640.0
66.0,30.4,2.7,3.0,6.1,3.0,кирпич,да,4110000.0
76.6,34.5,3.0,3.0,7.7,19.0,кирпич,да,3047659.9999999995
40.4,23.0,3.5,1.0,3.6,1.0,монолитно-каркасный,нет,3414480.0
87.0,45.2,2.8,3.0,3.4,4.0,монолитно-каркасный,да,5040400.0
70.3,28.1,2.7,3.0,5.4,2.0,монолитно-каркасный,да,4071570.0
57.7,23.7,3.5,2.0,0.2,10.0,монолитно-каркасный,нет,3730110.0
77.0,30.8,2.7,3.0,5.7,3.0,жб панель,да,4260000.0
59.0,34.8,2.7,1.0,7.5,7.0,жб панель,нет,2754200.0
66.5,38.6,2.8,2.0,7.2,4.0,жб панель,да,3540550.0
79.7,35.1,3.0,4.0,5.6,5.0,кирпич,нет,5009970.0
58.1,36.0,2.8,1.0,9.9,3.0,жб панель,нет,3354550.0
51.0,30.6,3.2,2.0,1.8,7.0,монолитно-каркасный,нет,3076100.0
71.0,34.1,2.9,3.0,1.5,1.0,кирпич,да,4893700.0
70.3,45.0,2.7,2.0,10.9,1.0,жб панель,да,3950070.0
56.6,27.2,2.8,2.0,6.3,3.0,монолитно-каркасный,да,2940720.0
61.6,26.5,2.8,2.0,5.3,15.0,кирпич,нет,4001760.0
78.6,47.9,3.3,2.0,3.5,12.0,монолитно-каркасный,нет,4083740.0
65.1,37.1,3.5,3.0,5.4,1.0,кирпич,да,4450560.0
59.8,38.3,2.9,2.0,3.6,8.0,кирпич,да,2644680.0
53.4,29.9,2.9,1.0,2.1,8.0,монолитно-каркасный,да,2286520.0
93.5,37.4,2.7,4.0,4.9,6.0,монолитно-каркасный,да,5346250.0
60.7,37.6,2.7,3.0,8.8,8.0,монолитно-каркасный,да,4166750.0
78.0,43.7,3.0,4.0,5.9,9.0,кирпич,да,4269200.0
68.7,34.4,2.9,2.0,6.6,8.0,жб панель,да,2817890.0
56.0,26.9,2.9,2.0,3.1,2.0,жб панель,да,3779600.0
116.5,72.2,3.0,4.0,1.1,3.0,жб панель,да,8072900.0
53.3,33.0,3.0,1.0,5.5,8.0,монолитно-каркасный,да,3844140.0
67.0,28.8,2.7,3.0,9.7,4.0,кирпич,да,4152300.0
54.2,33.1,2.8,1.0,6.2,11.0,монолитно-каркасный,нет,2582600.0
65.3,38.5,3.1,2.0,6.4,5.0,монолитно-каркасный,нет,3783930.0
60.0,34.8,3.0,1.0,4.4,4.0,жб панель,нет,3560000.0
59.2,31.4,2.7,2.0,3.8,16.0,монолитно-каркасный,да,2212480.0
51.0,31.1,2.7,2.0,4.2,0.0,жб панель,да,3153800.0
58.2,23.3,2.8,2.0,3.3,8.0,кирпич,да,4035440.0
65.0,34.5,3.0,3.0,5.8,2.0,монолитно-каркасный,да,4601000.0
65.0,31.9,2.7,3.0,6.9,4.0,жб панель,да,3512000.0
62.0,40.3,2.7,2.0,5.1,5.0,жб панель,нет,3227800.0
29.2,16.9,2.9,1.0,4.1,0.0,жб панель,да,2559240.0
65.8,42.1,3.1,3.0,2.4,2.0,жб панель,да,5031980.0
59.0,28.9,3.1,1.0,8.4,2.0,жб панель,нет,3774600.0
89.6,45.7,2.8,2.0,1.7,3.0,жб панель,нет,4650800.0
66.9,36.8,3.1,2.0,8.6,6.0,монолитно-каркасный,нет,3579640.0000000005
67.8,29.2,3.2,3.0,5.4,2.0,монолитно-каркасный,нет,3972760.0
67.0,43.6,2.8,2.0,1.3,3.0,кирпич,да,3913900.0
61.8,27.8,2.7,2.0,5.8,1.0,кирпич,нет,3752160.0
107.4,65.5,3.5,4.0,6.8,16.0,кирпич,да,5828500.0
63.9,35.8,3.3,3.0,4.2,9.0,монолитно-каркасный,да,4650100.0
88.6,47.8,2.7,4.0,3.2,8.0,жб панель,да,4319320.0
54.5,29.4,3.1,1.0,3.2,7.0,жб панель,нет,4159150.0
65.8,38.8,2.8,2.0,3.6,2.0,жб панель,нет,3700900.0
57.4,26.4,2.9,1.0,8.5,3.0,кирпич,нет,3102160.0
68.1,34.7,3.1,2.0,5.4,1.0,жб панель,да,5116250.0
76.0,46.4,2.9,3.0,4.6,1.0,кирпич,да,5611600.0
64.8,32.4,2.7,2.0,6.7,14.0,кирпич,да,3877760.0
81.0,39.7,3.2,3.0,5.8,1.0,жб панель,нет,4136300.0
62.0,31.0,2.7,2.0,4.7,10.0,монолитно-каркасный,нет,3680000.0
67.4,29.7,2.8,2.0,6.5,19.0,кирпич,да,2533700.0000000005
107.4,51.6,2.7,4.0,5.8,4.0,кирпич,да,5791060.0
66.5,33.2,3.1,3.0,12.0,7.0,монолитно-каркасный,нет,3267600.0
63.6,37.5,2.7,2.0,9.7,3.0,кирпич,нет,4328000.0
68.0,38.8,2.9,3.0,10.7,4.0,монолитно-каркасный,да,4219600.0
98.2,47.1,2.9,4.0,9.1,2.0,монолитно-каркасный,нет,5315960.0
50.1,23.0,3.4,2.0,7.3,6.0,жб панель,да,2861070.0
65.0,27.9,2.7,2.0,4.2,6.0,монолитно-каркасный,нет,4716500.0
78.1,49.2,2.7,3.0,2.5,19.0,монолитно-каркасный,нет,3708720.0
174.6,110.0,2.8,7.0,4.6,5.0,кирпич,да,9594580.0
78.1,40.6,2.8,4.0,2.5,3.0,жб панель,да,4738770.0
62.1,36.6,2.9,3.0,5.4,0.0,кирпич,да,4350610.0
62.0,28.5,3.2,3.0,5.2,5.0,жб панель,да,3995400.0
54.3,34.8,2.9,1.0,3.0,6.0,кирпич,нет,2581120.0
59.0,28.9,2.8,2.0,4.4,6.0,кирпич,нет,3907400.0
74.5,32.0,3.5,4.0,4.4,11.0,монолитно-каркасный,да,4670000.0
48.0,31.2,2.7,1.0,5.6,3.0,жб панель,да,2770000.0
91.3,52.0,2.7,3.0,1.3,2.0,кирпич,нет,6556250.0
122.2,74.5,2.9,5.0,10.6,6.0,монолитно-каркасный,нет,7465480.0
64.6,38.1,2.7,3.0,9.1,6.0,жб панель,нет,3905480.0
119.1,51.2,2.8,5.0,8.6,4.0,монолитно-каркасный,да,6652970.0
68.6,34.3,2.8,2.0,9.4,15.0,монолитно-каркасный,да,2773959.9999999995
56.7,31.8,3.4,2.0,6.5,5.0,жб панель,да,3191690.0
62.0,36.6,3.3,3.0,8.1,9.0,кирпич,да,3183000.0
65.2,26.1,2.7,3.0,6.3,1.0,жб панель,нет,3205000.0
63.7,33.1,3.2,2.0,5.8,15.0,кирпич,да,3811510.0
80.7,42.0,3.0,3.0,4.4,6.0,монолитно-каркасный,нет,5384810.0
55.0,33.0,3.0,2.0,3.3,8.0,монолитно-каркасный,да,3289500.0
64.4,30.3,2.8,2.0,4.3,7.0,монолитно-каркасный,да,3965200.000000001
70.9,43.2,2.8,3.0,7.4,4.0,монолитно-каркасный,нет,3020030.0000000005
97.2,47.6,3.0,3.0,6.0,2.0,монолитно-каркасный,нет,5241720.0
82.0,33.6,3.0,3.0,6.2,0.0,монолитно-каркасный,нет,4319800.0
93.6,38.4,2.7,3.0,6.3,6.0,монолитно-каркасный,нет,5154160.0
72.8,30.6,2.7,3.0,7.7,10.0,жб панель,нет,4510320.0
68.0,32.6,2.7,3.0,7.2,5.0,монолитно-каркасный,да,3760800.0
67.0,38.2,3.2,3.0,0.4,9.0,монолитно-каркасный,нет,4623700.0
65.6,40.7,2.8,2.0,7.7,8.0,монолитно-каркасный,да,3766160.0
58.2,30.3,2.7,1.0,7.2,0.0,монолитно-каркасный,да,3266920.0
75.6,42.3,2.8,3.0,10.8,0.0,жб панель,да,3490160.0
58.0,37.7,3.2,2.0,7.6,7.0,кирпич,да,3293800.0
65.0,32.5,3.4,3.0,6.5,4.0,монолитно-каркасный,нет,3469000.0
72.1,44.0,2.8,3.0,5.5,15.0,монолитно-каркасный,нет,3121049.9999999995
62.6,25.0,2.8,3.0,7.7,16.0,кирпич,нет,3568860.0
67.4,29.7,2.7,3.0,0.9,12.0,жб панель,да,4835940.0
44.3,21.3,2.8,1.0,2.3,4.0,монолитно-каркасный,да,1846730.0
56.9,35.3,2.8,2.0,8.8,7.0,жб панель,да,3729840.0
67.0,33.5,3.0,2.0,6.0,1.0,монолитно-каркасный,да,3883800.0
48.7,22.9,2.7,1.0,6.8,3.0,монолитно-каркасный,нет,2399470.0
107.8,49.6,2.7,5.0,1.5,8.0,кирпич,нет,5773180.0
66.9,34.1,3.3,2.0,8.1,10.0,монолитно-каркасный,да,4109430.000000001
43.0,26.7,2.8,1.0,10.7,4.0,жб панель,да,2706500.0
60.3,36.8,2.7,2.0,5.7,5.0,жб панель,нет,3208860.0
71.4,35.0,2.9,4.0,7.2,11.0,монолитно-каркасный,нет,3758420.000000001
32.3,13.9,3.2,1.0,10.4,3.0,кирпич,нет,1162779.9999999998
64.6,40.7,3.3,2.0,4.3,1.0,монолитно-каркасный,нет,4374400.0
64.0,31.4,3.4,3.0,2.2,1.0,монолитно-каркасный,нет,4794800.0
66.0,30.4,2.7,3.0,7.2,9.0,жб панель,нет,3549600.0
59.7,28.7,3.5,1.0,3.8,9.0,монолитно-каркасный,нет,3924390.0
50.5,21.7,2.9,1.0,2.5,3.0,жб панель,нет,3151100.0
102.1,63.3,3.1,4.0,0.7,7.0,монолитно-каркасный,нет,5447260.0
119.4,64.5,2.8,4.0,4.7,11.0,кирпич,да,6969840.0
63.1,34.7,2.8,3.0,7.6,5.0,монолитно-каркасный,нет,3817770.0
68.0,31.3,2.7,3.0,4.5,14.0,монолитно-каркасный,да,3119200.0
61.6,36.3,3.3,3.0,8.7,8.0,жб панель,нет,3480400.0
77.0,39.3,3.1,2.0,7.0,6.0,кирпич,да,4641300.0
65.0,37.1,3.5,2.0,7.8,11.0,монолитно-каркасный,нет,3355000.0
54.4,21.8,2.9,2.0,9.4,3.0,жб панель,нет,2465040.0
68.7,30.2,2.8,3.0,1.2,3.0,кирпич,нет,5130540.0
71.0,33.4,2.7,4.0,8.1,3.0,жб панель,да,3364800.0
52.5,32.6,3.0,1.0,7.8,4.0,кирпич,нет,3852500.0
84.3,54.8,3.0,3.0,6.0,3.0,монолитно-каркасный,нет,4915270.0
64.8,34.3,3.1,2.0,1.9,0.0,кирпич,нет,4110880.0
67.4,38.4,3.3,3.0,4.6,8.0,монолитно-каркасный,да,3435720.0000000005
122.0,62.2,3.5,5.0,6.4,1.0,кирпич,да,7970000.0
60.0,27.0,2.7,1.0,5.2,2.0,кирпич,да,3546000.0
91.4,53.0,3.0,4.0,9.1,3.0,кирпич,нет,6169800.0
65.6,31.5,3.0,2.0,5.2,7.0,монолитно-каркасный,да,4534480.0
94.7,44.5,3.1,4.0,6.7,3.0,жб панель,нет,5962000.0
150.0,69.0,3.1,4.0,8.3,2.0,кирпич,нет,9520000.0
73.3,37.4,2.7,3.0,9.4,3.0,кирпич,нет,3425480.0
157.1,73.8,3.5,5.0,10.4,4.0,кирпич,нет,10107510.0
62.0,24.8,2.8,3.0,8.3,7.0,монолитно-каркасный,нет,4385400.0
52.0,25.5,2.9,1.0,5.3,0.0,монолитно-каркасный,да,3613200.0
66.2,42.4,2.8,3.0,1.1,4.0,кирпич,нет,3544820.0
67.0,38.2,2.8,3.0,7.6,1.0,жб панель,нет,4256400.0
63.0,30.9,2.8,3.0,6.4,1.0,монолитно-каркасный,нет,4439000.0
62.0,27.3,3.0,3.0,3.2,6.0,кирпич,нет,3246800.0
65.5,30.8,2.7,3.0,4.9,3.0,монолитно-каркасный,нет,4139300.0
67.4,43.1,2.9,2.0,5.1,4.0,жб панель,да,3656160.000000001
95.5,51.6,2.7,4.0,7.3,2.0,кирпич,нет,6338550.0
61.9,35.9,2.9,3.0,2.3,3.0,монолитно-каркасный,нет,2990180.0
67.4,33.7,2.8,2.0,6.7,1.0,кирпич,да,4800520.0
77.0,36.2,2.8,3.0,2.9,2.0,жб панель,да,5487100.0
58.4,27.4,3.1,2.0,0.3,1.0,монолитно-каркасный,нет,4637040.0
73.0,35.0,2.7,3.0,0.6,9.0,кирпич,нет,3802400.0
64.3,34.1,2.9,3.0,6.6,19.0,кирпич,да,3934290.0
161.0,91.8,2.8,7.0,5.4,3.0,жб панель,да,8874600.0
65.1,28.0,2.7,3.0,6.4,0.0,жб панель,нет,4433380.0
68.8,42.0,2.9,2.0,2.8,6.0,кирпич,нет,4317920.0
50.0,28.0,3.0,1.0,4.6,11.0,кирпич,да,2645000.0
152.7,76.3,2.8,5.0,6.1,13.0,монолитно-каркасный,нет,7384589.999999999
53.0,30.2,2.7,2.0,6.0,7.0,кирпич,да,3568600.0
64.6,36.2,2.8,3.0,9.7,10.0,монолитно-каркасный,да,3208579.9999999995
56.8,34.6,2.7,2.0,3.8,8.0,кирпич,нет,3288080.0
62.7,35.1,3.2,3.0,10.5,2.0,кирпич,нет,4559460.0
64.5,27.7,3.4,2.0,2.2,14.0,жб панель,да,3445200.0
106.4,57.5,3.3,4.0,4.7,0.0,жб панель,нет,7584080.0
61.8,32.8,3.3,2.0,4.2,3.0,монолитно-каркасный,да,4881040.0
66.5,40.6,2.7,3.0,6.7,1.0,жб панель,нет,4650100.0
104.0,58.2,3.0,3.0,7.6,3.0,жб панель,нет,6430400.0
53.8,32.8,2.9,2.0,5.5,12.0,жб панель,нет,2500580.0
62.0,28.5,3.2,2.0,0.1,5.0,кирпич,да,5017600.0
152.0,63.8,3.0,5.0,6.7,3.0,монолитно-каркасный,да,9654000.0
67.0,40.2,2.9,2.0,8.3,8.0,жб панель,нет,4334700.0
73.0,45.3,2.9,3.0,5.5,1.0,монолитно-каркасный,да,4185700.0
64.3,26.4,3.3,2.0,4.5,2.0,монолитно-каркасный,да,4108790.0
50.0,28.0,3.2,2.0,6.7,1.0,жб панель,да,2465000.0
67.0,27.5,2.7,3.0,5.9,4.0,кирпич,да,3979800.0
63.0,28.4,2.7,3.0,6.7,6.0,кирпич,да,4012500.0
65.1,28.6,2.9,2.0,0.1,11.0,жб панель,да,3246469.9999999995
129.0,74.8,2.8,5.0,10.6,11.0,монолитно-каркасный,да,6224200.0
108.8,69.6,2.9,3.0,3.1,11.0,жб панель,да,6406640.0
66.8,34.1,3.1,3.0,3.2,4.0,монолитно-каркасный,нет,4974920.0
99.0,40.6,2.9,4.0,5.4,6.0,монолитно-каркасный,нет,5491600.0
83.3,45.0,2.7,4.0,7.3,2.0,кирпич,да,5378020.0
63.3,34.2,2.8,2.0,5.3,7.0,кирпич,нет,3811130.0
57.0,26.2,2.8,1.0,5.7,1.0,кирпич,нет,4506900.0
82.0,53.3,2.8,4.0,5.9,3.0,кирпич,да,5626000.0
58.9,30.0,2.7,1.0,2.9,6.0,монолитно-каркасный,да,3366750.0
75.8,44.0,2.8,2.0,7.1,11.0,кирпич,да,3484340.0
71.6,35.8,2.8,3.0,9.7,4.0,монолитно-каркасный,да,3116759.9999999995
128.0,56.3,2.7,5.0,8.4,1.0,жб панель,да,7550000.0
57.8,35.8,2.8,2.0,3.9,7.0,жб панель,да,4237260.0
58.1,25.6,3.2,2.0,8.0,3.0,кирпич,да,3339910.0
78.0,45.2,2.7,4.0,3.5,12.0,монолитно-каркасный,да,3411800.0
67.4,36.4,2.8,2.0,3.4,3.0,жб панель,нет,4820520.0
55.1,27.6,2.7,2.0,10.4,5.0,монолитно-каркасный,да,2190500.0
74.4,32.7,3.2,4.0,1.4,11.0,кирпич,нет,4995840.0
68.6,28.8,3.2,2.0,3.9,2.0,кирпич,да,4822960.0
70.4,39.4,3.5,2.0,9.1,5.0,жб панель,нет,3890240.000000001
60.1,26.4,2.7,2.0,7.6,4.0,монолитно-каркасный,да,3861810.0
61.0,35.4,2.8,2.0,7.1,6.0,жб панель,нет,4035500.0
120.0,61.2,3.1,3.0,2.4,5.0,кирпич,да,6882000.0
66.0,42.2,2.8,2.0,8.8,5.0,жб панель,нет,4466800.0
89.0,35.6,2.9,4.0,6.4,16.0,жб панель,нет,4249200.0
53.7,33.8,3.2,2.0,6.4,8.0,монолитно-каркасный,нет,2944790.0
65.4,32.7,2.7,2.0,7.6,7.0,кирпич,нет,3027000.0000000005
57.9,28.9,2.7,2.0,6.5,7.0,монолитно-каркасный,да,2713980.0
87.4,46.3,2.8,4.0,8.4,2.0,монолитно-каркасный,нет,5489200.0
77.0,46.2,2.9,4.0,5.4,3.0,жб панель,да,4650700.0
65.5,28.8,3.1,2.0,8.1,0.0,кирпич,нет,3983050.0
50.6,29.3,3.2,2.0,6.6,3.0,монолитно-каркасный,нет,3856240.0
59.0,33.0,3.0,2.0,8.5,8.0,монолитно-каркасный,нет,2622200.0
65.0,39.0,2.8,2.0,7.6,3.0,жб панель,нет,2865500.0
80.9,45.3,3.1,2.0,6.7,3.0,кирпич,да,4448830.0
78.0,34.3,2.8,2.0,6.2,16.0,жб панель,нет,3294400.0
96.0,49.9,2.9,3.0,8.2,11.0,жб панель,нет,5261200.0
59.4,35.6,3.0,1.0,7.8,2.0,кирпич,нет,3598660.0
62.6,29.4,3.4,2.0,8.4,3.0,кирпич,нет,4799820.0
80.0,47.2,3.1,3.0,4.4,6.0,монолитно-каркасный,да,4716000.0
65.0,34.5,2.8,3.0,5.8,3.0,монолитно-каркасный,да,3378000.0
65.6,28.2,2.8,3.0,6.4,3.0,монолитно-каркасный,нет,3328799.9999999995
68.9,37.9,2.8,3.0,6.3,9.0,жб панель,нет,3784380.000000001
60.8,36.5,2.9,2.0,8.3,11.0,жб панель,да,2713760.0
64.7,36.9,2.9,2.0,7.1,1.0,кирпич,да,3211410.0
66.0,34.3,3.0,3.0,2.1,4.0,жб панель,нет,4682000.0
52.2,23.5,2.8,2.0,7.8,2.0,кирпич,нет,2368100.0
61.6,27.7,2.7,3.0,7.1,4.0,кирпич,да,3122080.0
59.6,30.4,2.7,2.0,4.4,9.0,кирпич,да,3769520.0
118.0,59.0,3.1,4.0,4.8,3.0,монолитно-каркасный,да,7880000.0
62.6,27.5,3.3,3.0,9.0,0.0,монолитно-каркасный,нет,3310220.0
91.7,45.9,3.0,3.0,1.0,12.0,кирпич,нет,5506900.0
60.0,25.2,3.2,1.0,6.7,8.0,жб панель,да,3858000.0
66.0,37.6,2.7,3.0,4.2,5.0,жб панель,нет,4585000.0
48.0,22.1,2.7,2.0,9.0,1.0,жб панель,нет,3768800.0
67.4,27.6,2.8,3.0,5.1,3.0,кирпич,нет,3198140.0000000005
65.6,27.6,3.0,3.0,3.5,7.0,монолитно-каркасный,да,3532559.9999999995
113.0,65.5,2.8,4.0,7.1,3.0,монолитно-каркасный,нет,7284900.0
97.0,39.8,3.2,3.0,6.6,7.0,кирпич,да,4779900.0
56.3,32.7,2.8,2.0,8.9,3.0,кирпич,да,3865990.0
84.0,54.6,2.9,3.0,3.2,4.0,жб панель,да,4774800.0
56.9,30.7,2.8,2.0,3.7,7.0,жб панель,нет,4010200.0
73.6,47.1,3.3,3.0,4.6,2.0,монолитно-каркасный,нет,3677920.0
97.3,39.9,2.9,3.0,8.1,8.0,кирпич,нет,5513930.0
68.0,38.8,2.9,3.0,4.9,14.0,кирпич,да,4169600.0
66.9,34.1,2.8,2.0,4.8,5.0,кирпич,да,3583370.0000000005
63.7,28.7,3.0,3.0,10.8,5.0,жб панель,да,4480900.0
67.1,33.5,3.0,3.0,5.1,2.0,кирпич,да,3650200.0
71.0,41.2,3.0,3.0,7.1,6.0,монолитно-каркасный,да,3114400.0
56.5,34.5,3.0,1.0,6.5,5.0,монолитно-каркасный,да,2464400.0
78.0,49.1,2.7,3.0,7.3,1.0,монолитно-каркасный,да,4513200.0
63.0,25.2,3.3,3.0,8.5,0.0,кирпич,да,5013900.0
45.4,21.3,2.7,1.0,11.3,2.0,монолитно-каркасный,нет,2263260.0
69.0,43.5,2.9,3.0,7.4,4.0,монолитно-каркасный,нет,3366800.0
68.0,32.6,2.8,2.0,7.6,6.0,жб панель,да,2844800.0
70.0,29.4,2.7,2.0,5.2,2.0,монолитно-каркасный,нет,4382000.0
98.8,49.4,2.7,3.0,7.6,9.0,жб панель,нет,5437000.0
63.0,41.0,2.7,2.0,2.1,3.0,жб панель,да,3890000.0
76.0,36.5,3.0,4.0,8.8,15.0,жб панель,нет,4352000.0
131.4,53.9,2.8,4.0,3.4,3.0,жб панель,да,8267720.0
155.3,76.1,2.9,5.0,3.3,6.0,монолитно-каркасный,нет,9629520.0
152.4,68.6,2.9,7.0,4.7,6.0,жб панель,да,9358280.0
62.0,27.3,2.9,3.0,12.0,4.0,монолитно-каркасный,нет,3899200.0
128.3,73.1,3.2,5.0,2.8,3.0,монолитно-каркасный,нет,7226110.000000001
62.0,33.5,3.3,3.0,7.2,4.0,жб панель,нет,3938600.0
59.3,24.9,2.7,2.0,4.8,13.0,монолитно-каркасный,да,3745920.0
46.0,29.4,3.4,2.0,6.1,2.0,кирпич,да,2177200.0
86.6,36.4,2.8,4.0,7.6,11.0,кирпич,да,3863720.0
68.3,32.1,3.2,3.0,4.2,0.0,кирпич,да,4606590.0
65.8,28.3,2.9,2.0,9.8,9.0,жб панель,да,2513720.0
69.7,41.1,3.3,2.0,4.1,9.0,жб панель,да,3938660.0
60.2,37.3,2.9,2.0,6.6,6.0,кирпич,да,4185180.0
68.3,38.9,3.4,3.0,5.6,7.0,монолитно-каркасный,да,3045060.0
108.0,55.1,3.2,5.0,8.5,2.0,кирпич,да,6608800.0
64.6,35.5,2.7,3.0,3.3,6.0,монолитно-каркасный,да,4208480.0
62.0,34.7,2.8,3.0,9.0,3.0,кирпич,нет,4232600.0
56.6,24.3,2.9,2.0,6.0,3.0,монолитно-каркасный,нет,3486940.0
62.6,25.0,2.7,2.0,7.4,12.0,кирпич,да,3537880.0
84.3,52.3,2.8,2.0,5.5,3.0,жб панель,да,4299400.0
77.0,46.2,2.9,4.0,6.7,3.0,кирпич,да,3610600.0
69.6,27.8,2.7,2.0,2.6,14.0,жб панель,да,4114480.0
55.7,34.0,3.1,2.0,7.5,0.0,жб панель,нет,3507830.0
