id,Оценка комфортности покупки билета онлайн,Оценка качества питания,Оценка качества wifi,Оценка комфортности времени отправления/прибытия,Общая оценка качества предоставленной услуги
2639895,нормально,отсутствует,плохо,нормально,нормально
18571506,нормально,хорошо,нормально,хорошо,хорошо
6840840,нормально,нормально,плохо,нормально,нормально
10783503,отсутствует,хорошо,отсутствует,плохо,хорошо
65582034,нормально,плохо,отсутствует,нормально,нормально
9042654,плохо,плохо,отсутствует,плохо,плохо
81768410,нормально,отсутствует,хорошо,нормально,хорошо
74549878,нормально,плохо,плохо,нормально,нормально
81068778,плохо,хорошо,плохо,нормально,нормально
53197996,хорошо,отсутствует,хорошо,хорошо,хорошо
91352576,нормально,отсутствует,нормально,хорошо,нормально
13032986,плохо,нормально,отсутствует,плохо,нормально
82102620,нормально,плохо,нормально,нормально,плохо
30479657,плохо,плохо,отсутствует,нормально,нормально
37666667,нормально,нормально,нормально,нормально,нормально
15379369,нормально,отсутствует,нормально,нормально,нормально
83227117,нормально,отсутствует,плохо,нормально,нормально
63615419,нормально,нормально,плохо,плохо,нормально
38122962,плохо,хорошо,отсутствует,хорошо,нормально
29786586,нормально,плохо,отсутствует,нормально,нормально
85958637,нормально,нормально,плохо,нормально,нормально
93165742,плохо,плохо,отсутствует,хорошо,нормально
21393931,нормально,отсутствует,отсутствует,нормально,плохо
87741539,плохо,отсутствует,отсутствует,плохо,нормально
66521004,нормально,отсутствует,плохо,плохо,нормально
95785494,плохо,нормально,отсутствует,плохо,нормально
82291706,плохо,плохо,отсутствует,плохо,плохо
78055241,плохо,отсутствует,отсутствует,хорошо,нормально
84047464,нормально,отсутствует,отсутствует,нормально,нормально
87028470,плохо,отсутствует,хорошо,плохо,хорошо
75196897,плохо,хорошо,отсутствует,хорошо,нормально
43645179,нормально,нормально,плохо,нормально,нормально
49527465,нормально,отсутствует,плохо,нормально,нормально
47303780,нормально,отсутствует,нормально,нормально,хорошо
8869776,плохо,отсутствует,отсутствует,нормально,нормально
88101827,нормально,хорошо,плохо,плохо,нормально
57960277,нормально,отсутствует,отсутствует,нормально,нормально
34087275,плохо,нормально,нормально,плохо,нормально
97825896,плохо,хорошо,хорошо,плохо,хорошо
24313755,плохо,отсутствует,отсутствует,плохо,плохо
30174543,нормально,плохо,плохо,хорошо,нормально
28686770,нормально,плохо,нормально,нормально,нормально
84379785,плохо,отсутствует,отсутствует,нормально,нормально
55879442,отсутствует,нормально,отсутствует,плохо,хорошо
5822477,нормально,отсутствует,плохо,плохо,нормально
49251268,нормально,плохо,плохо,нормально,нормально
1017071,нормально,отсутствует,плохо,плохо,плохо
39004411,нормально,хорошо,нормально,хорошо,нормально
78400065,нормально,хорошо,плохо,нормально,нормально
78058499,нормально,хорошо,нормально,нормально,нормально
93335206,плохо,хорошо,отсутствует,хорошо,нормально
82199677,хорошо,нормально,хорошо,нормально,хорошо
58754528,плохо,нормально,отсутствует,хорошо,нормально
93646462,плохо,плохо,отсутствует,нормально,плохо
54106951,нормально,отсутствует,плохо,нормально,нормально
64679868,плохо,плохо,отсутствует,плохо,плохо
49722995,отсутствует,хорошо,отсутствует,плохо,хорошо
50831400,нормально,плохо,плохо,нормально,нормально
56196363,плохо,отсутствует,отсутствует,хорошо,нормально
10082512,плохо,отсутствует,отсутствует,нормально,нормально
77346859,плохо,нормально,отсутствует,хорошо,нормально
88906331,нормально,отсутствует,нормально,нормально,нормально
86270825,нормально,хорошо,нормально,хорошо,нормально
45913766,хорошо,плохо,отсутствует,хорошо,нормально
33018475,плохо,нормально,отсутствует,хорошо,нормально
43223393,хорошо,отсутствует,нормально,нормально,хорошо
74522731,хорошо,хорошо,хорошо,хорошо,хорошо
93702780,отсутствует,плохо,отсутствует,плохо,нормально
21597462,нормально,нормально,нормально,нормально,нормально
57507988,хорошо,нормально,хорошо,плохо,хорошо
14716945,нормально,нормально,плохо,плохо,нормально
83490872,нормально,отсутствует,плохо,хорошо,нормально
82062852,отсутствует,плохо,отсутствует,плохо,хорошо
45288288,отсутствует,отсутствует,отсутствует,хорошо,хорошо
61486714,плохо,нормально,отсутствует,нормально,нормально
58924074,нормально,нормально,нормально,хорошо,нормально
55836837,плохо,отсутствует,отсутствует,плохо,нормально
79520284,нормально,нормально,плохо,нормально,нормально
25995121,хорошо,отсутствует,плохо,хорошо,нормально
27690572,плохо,отсутствует,отсутствует,нормально,нормально
22927925,нормально,нормально,нормально,нормально,хорошо
90482812,плохо,плохо,отсутствует,нормально,плохо
72913141,нормально,нормально,плохо,нормально,нормально
88769365,нормально,нормально,нормально,нормально,нормально
80887069,плохо,отсутствует,отсутствует,плохо,нормально
55608299,нормально,нормально,нормально,нормально,хорошо
88857712,плохо,отсутствует,отсутствует,нормально,нормально
11215611,нормально,отсутствует,плохо,нормально,нормально
41442011,плохо,нормально,нормально,плохо,хорошо
19450228,нормально,плохо,отсутствует,нормально,нормально
92114855,плохо,плохо,отсутствует,хорошо,плохо
23317405,нормально,нормально,нормально,нормально,хорошо
46554339,хорошо,нормально,хорошо,нормально,хорошо
6092040,плохо,отсутствует,отсутствует,хорошо,нормально
30370838,нормально,нормально,плохо,нормально,нормально
10717040,плохо,плохо,нормально,хорошо,нормально
23000221,нормально,нормально,плохо,нормально,нормально
2062585,плохо,нормально,плохо,плохо,плохо
25950574,нормально,отсутствует,отсутствует,нормально,нормально
87860269,нормально,нормально,плохо,нормально,нормально
45131894,хорошо,нормально,хорошо,хорошо,хорошо
47598330,плохо,отсутствует,плохо,плохо,нормально
39264611,плохо,отсутствует,отсутствует,хорошо,нормально
65264552,нормально,нормально,плохо,хорошо,нормально
22059311,плохо,плохо,отсутствует,плохо,плохо
70231200,плохо,хорошо,отсутствует,плохо,нормально
87994134,нормально,нормально,плохо,плохо,нормально
15256266,плохо,отсутствует,отсутствует,нормально,нормально
99398277,плохо,плохо,отсутствует,плохо,плохо
49294300,хорошо,нормально,плохо,хорошо,нормально
35907457,хорошо,нормально,хорошо,хорошо,хорошо
56995669,нормально,отсутствует,отсутствует,нормально,хорошо
4017124,нормально,хорошо,плохо,нормально,нормально
83082044,нормально,плохо,нормально,плохо,нормально
48183665,нормально,отсутствует,нормально,плохо,нормально
83899460,плохо,нормально,нормально,плохо,хорошо
10856023,хорошо,отсутствует,хорошо,хорошо,хорошо
25050270,нормально,отсутствует,плохо,нормально,нормально
10246370,нормально,отсутствует,плохо,нормально,нормально
33380366,нормально,отсутствует,плохо,плохо,нормально
71389688,плохо,нормально,нормально,плохо,хорошо
36028368,нормально,нормально,плохо,плохо,нормально
58748254,хорошо,отсутствует,нормально,плохо,хорошо
62279043,плохо,нормально,отсутствует,плохо,нормально
57575218,хорошо,отсутствует,хорошо,нормально,хорошо
90952113,нормально,отсутствует,отсутствует,хорошо,хорошо
68224936,нормально,плохо,плохо,нормально,нормально
7925493,нормально,хорошо,хорошо,нормально,плохо
85514991,плохо,отсутствует,отсутствует,плохо,хорошо
80046292,хорошо,отсутствует,нормально,хорошо,нормально
61822950,плохо,хорошо,плохо,нормально,нормально
10737016,нормально,нормально,плохо,хорошо,нормально
6828466,плохо,нормально,отсутствует,хорошо,нормально
12481940,нормально,нормально,плохо,нормально,нормально
32044526,плохо,нормально,отсутствует,хорошо,нормально
7170981,отсутствует,нормально,отсутствует,нормально,нормально
94734572,плохо,отсутствует,отсутствует,хорошо,нормально
57871939,плохо,плохо,отсутствует,нормально,нормально
28863259,нормально,отсутствует,отсутствует,нормально,нормально
29778781,нормально,плохо,отсутствует,нормально,нормально
19220011,нормально,плохо,нормально,нормально,плохо
38975856,нормально,отсутствует,плохо,хорошо,нормально
90426776,нормально,хорошо,хорошо,нормально,хорошо
17837075,нормально,плохо,плохо,плохо,плохо
96967426,нормально,отсутствует,плохо,плохо,нормально
98970601,отсутствует,нормально,отсутствует,нормально,нормально
21265976,плохо,отсутствует,отсутствует,плохо,нормально
43580764,нормально,нормально,отсутствует,нормально,хорошо
30614790,нормально,нормально,плохо,нормально,нормально
41004082,плохо,отсутствует,отсутствует,хорошо,нормально
79597313,нормально,плохо,хорошо,плохо,нормально
91915020,нормально,нормально,плохо,нормально,нормально
3292290,хорошо,отсутствует,хорошо,хорошо,хорошо
49340130,нормально,отсутствует,плохо,хорошо,нормально
98177566,отсутствует,хорошо,отсутствует,плохо,нормально
86600859,нормально,плохо,плохо,нормально,нормально
20374721,плохо,отсутствует,отсутствует,хорошо,нормально
54228519,нормально,плохо,плохо,нормально,плохо
53062863,плохо,хорошо,отсутствует,плохо,нормально
16150222,нормально,хорошо,плохо,плохо,нормально
44864317,плохо,плохо,отсутствует,нормально,плохо
67555865,нормально,нормально,нормально,нормально,хорошо
10298266,нормально,нормально,отсутствует,нормально,нормально
28478995,плохо,нормально,отсутствует,нормально,нормально
8893213,плохо,плохо,отсутствует,хорошо,плохо
22789252,нормально,плохо,плохо,хорошо,плохо
64990640,нормально,отсутствует,нормально,нормально,хорошо
49722811,нормально,отсутствует,плохо,хорошо,нормально
94195824,нормально,отсутствует,плохо,хорошо,нормально
40847886,нормально,отсутствует,плохо,хорошо,нормально
5192397,плохо,плохо,плохо,хорошо,нормально
74067307,хорошо,нормально,хорошо,хорошо,хорошо
33883781,нормально,нормально,плохо,хорошо,нормально
21509833,хорошо,отсутствует,отсутствует,хорошо,нормально
65475681,плохо,отсутствует,отсутствует,хорошо,нормально
97107000,плохо,хорошо,отсутствует,хорошо,нормально
52683798,отсутствует,нормально,отсутствует,плохо,хорошо
79810214,нормально,хорошо,хорошо,нормально,хорошо
12596121,нормально,отсутствует,плохо,нормально,нормально
27272333,нормально,хорошо,отсутствует,плохо,хорошо
25542908,нормально,отсутствует,плохо,нормально,нормально
80752053,плохо,хорошо,хорошо,плохо,хорошо
84502817,нормально,отсутствует,плохо,плохо,нормально
34584843,нормально,отсутствует,нормально,нормально,нормально
86449057,нормально,нормально,нормально,нормально,нормально
17138864,нормально,хорошо,плохо,хорошо,нормально
22639550,хорошо,отсутствует,отсутствует,хорошо,нормально
60906260,плохо,отсутствует,отсутствует,плохо,нормально
58911598,плохо,отсутствует,отсутствует,нормально,нормально
81728147,нормально,нормально,плохо,плохо,нормально
78022598,нормально,хорошо,нормально,хорошо,нормально
37321462,плохо,нормально,отсутствует,плохо,нормально
48655208,нормально,плохо,хорошо,нормально,хорошо
91698626,плохо,отсутствует,нормально,нормально,нормально
99854950,нормально,нормально,плохо,нормально,хорошо
93221945,нормально,хорошо,нормально,плохо,нормально
49304369,хорошо,плохо,хорошо,плохо,хорошо
39923762,плохо,нормально,плохо,плохо,плохо
42744166,плохо,отсутствует,отсутствует,плохо,плохо
75975546,плохо,нормально,хорошо,плохо,хорошо
8136758,плохо,отсутствует,отсутствует,плохо,хорошо
92017977,плохо,хорошо,отсутствует,нормально,нормально
75551655,плохо,нормально,отсутствует,нормально,нормально
64900148,плохо,нормально,отсутствует,нормально,нормально
93001170,хорошо,плохо,нормально,хорошо,хорошо
94155615,плохо,хорошо,отсутствует,нормально,нормально
12537253,нормально,плохо,отсутствует,хорошо,нормально
97601017,плохо,плохо,отсутствует,хорошо,нормально
16045926,нормально,плохо,нормально,плохо,нормально
91201045,плохо,нормально,отсутствует,хорошо,нормально
55330516,плохо,нормально,отсутствует,нормально,нормально
64301691,плохо,нормально,отсутствует,хорошо,нормально
33818032,нормально,отсутствует,нормально,нормально,хорошо
71308013,отсутствует,отсутствует,отсутствует,нормально,хорошо
83826647,нормально,отсутствует,нормально,хорошо,нормально
79898983,отсутствует,отсутствует,отсутствует,хорошо,хорошо
76131145,нормально,нормально,плохо,плохо,плохо
85715147,нормально,нормально,нормально,нормально,хорошо
99929740,нормально,хорошо,нормально,нормально,нормально
9773211,хорошо,нормально,нормально,хорошо,хорошо
43786888,хорошо,отсутствует,нормально,хорошо,нормально
97595595,плохо,отсутствует,отсутствует,плохо,нормально
61121054,нормально,плохо,плохо,нормально,плохо
10301964,плохо,плохо,отсутствует,плохо,плохо
65373411,хорошо,хорошо,нормально,хорошо,хорошо
67309989,хорошо,отсутствует,нормально,хорошо,нормально
37689921,плохо,отсутствует,отсутствует,хорошо,нормально
83005290,нормально,плохо,отсутствует,плохо,плохо
31507071,нормально,отсутствует,плохо,нормально,нормально
53293209,нормально,отсутствует,нормально,нормально,нормально
65128472,нормально,отсутствует,плохо,нормально,нормально
46282905,хорошо,нормально,отсутствует,нормально,нормально
72215107,плохо,нормально,нормально,плохо,хорошо
66278810,плохо,плохо,отсутствует,плохо,плохо
69536511,плохо,отсутствует,отсутствует,нормально,нормально
13067115,нормально,хорошо,нормально,плохо,нормально
1517066,плохо,нормально,отсутствует,плохо,нормально
7974728,нормально,нормально,нормально,плохо,хорошо
74785871,плохо,нормально,отсутствует,плохо,нормально
96698702,плохо,плохо,отсутствует,плохо,плохо
91994474,нормально,нормально,нормально,хорошо,нормально
74273302,плохо,отсутствует,отсутствует,нормально,нормально
81592704,плохо,плохо,отсутствует,нормально,плохо
61077521,нормально,отсутствует,плохо,нормально,нормально
61734573,плохо,хорошо,отсутствует,хорошо,нормально
57275674,нормально,плохо,нормально,нормально,хорошо
44677503,отсутствует,плохо,нормально,нормально,хорошо
60590375,плохо,отсутствует,отсутствует,хорошо,нормально
25423911,нормально,отсутствует,плохо,нормально,нормально
70653860,плохо,нормально,отсутствует,нормально,нормально
19876550,нормально,плохо,плохо,хорошо,нормально
63163441,хорошо,отсутствует,отсутствует,хорошо,хорошо
66777273,нормально,хорошо,плохо,нормально,нормально
36292186,плохо,отсутствует,отсутствует,нормально,нормально
30494736,плохо,плохо,отсутствует,хорошо,нормально
7942837,нормально,хорошо,нормально,плохо,хорошо
94289431,нормально,хорошо,нормально,плохо,нормально
58680383,хорошо,плохо,хорошо,хорошо,хорошо
92036931,плохо,плохо,отсутствует,нормально,нормально
15274297,нормально,отсутствует,нормально,хорошо,нормально
55254202,нормально,отсутствует,плохо,нормально,нормально
73493864,плохо,нормально,плохо,нормально,хорошо
29631179,плохо,отсутствует,отсутствует,плохо,нормально
13685618,нормально,нормально,плохо,плохо,нормально
74751646,плохо,отсутствует,отсутствует,хорошо,нормально
54665426,плохо,плохо,отсутствует,плохо,плохо
67709435,нормально,нормально,плохо,нормально,нормально
74517661,нормально,отсутствует,нормально,хорошо,нормально
44179019,нормально,отсутствует,плохо,нормально,нормально
77647641,нормально,отсутствует,отсутствует,нормально,нормально
31460441,нормально,отсутствует,плохо,нормально,хорошо
5436743,плохо,отсутствует,отсутствует,хорошо,нормально
93319879,нормально,плохо,нормально,нормально,нормально
27009953,плохо,нормально,отсутствует,плохо,нормально
90054012,плохо,отсутствует,отсутствует,плохо,нормально
87420720,плохо,хорошо,хорошо,плохо,хорошо
59333363,нормально,отсутствует,плохо,плохо,нормально
65340643,плохо,отсутствует,отсутствует,нормально,нормально
30831964,нормально,плохо,нормально,плохо,плохо
69329817,плохо,нормально,плохо,плохо,плохо
46284489,плохо,отсутствует,отсутствует,плохо,нормально
13938200,плохо,нормально,отсутствует,плохо,нормально
87498832,плохо,отсутствует,отсутствует,плохо,нормально
78967222,плохо,отсутствует,нормально,плохо,хорошо
67395232,плохо,нормально,отсутствует,хорошо,нормально
27323069,плохо,отсутствует,отсутствует,плохо,хорошо
9079127,плохо,хорошо,отсутствует,нормально,нормально
27733187,нормально,хорошо,нормально,нормально,хорошо
30578773,плохо,нормально,отсутствует,нормально,нормально
57372189,плохо,отсутствует,отсутствует,нормально,нормально
6931951,нормально,нормально,плохо,плохо,нормально
28191979,нормально,хорошо,хорошо,нормально,хорошо
23460599,хорошо,плохо,хорошо,хорошо,хорошо
14158068,нормально,плохо,плохо,хорошо,нормально
54547478,хорошо,хорошо,хорошо,плохо,хорошо
33136998,плохо,отсутствует,отсутствует,хорошо,нормально
48228534,нормально,нормально,нормально,нормально,нормально
62005978,хорошо,нормально,нормально,хорошо,нормально
96345079,отсутствует,нормально,отсутствует,нормально,хорошо
99727814,плохо,отсутствует,отсутствует,хорошо,нормально
27083166,нормально,плохо,отсутствует,нормально,плохо
82593602,плохо,отсутствует,нормально,плохо,нормально
15746145,плохо,нормально,нормально,плохо,хорошо
88994693,плохо,плохо,отсутствует,плохо,плохо
73927017,нормально,отсутствует,плохо,нормально,нормально
2603147,плохо,плохо,отсутствует,нормально,плохо
440946,хорошо,плохо,отсутствует,хорошо,хорошо
97981962,нормально,плохо,отсутствует,плохо,плохо
59475620,плохо,плохо,отсутствует,нормально,плохо
95882194,плохо,хорошо,отсутствует,плохо,нормально
34036990,плохо,отсутствует,отсутствует,плохо,плохо
45255748,хорошо,отсутствует,нормально,хорошо,хорошо
62369415,нормально,хорошо,плохо,нормально,нормально
51089870,нормально,отсутствует,нормально,хорошо,нормально
57483050,нормально,плохо,нормально,плохо,хорошо
12663745,хорошо,нормально,нормально,нормально,хорошо
81468596,нормально,отсутствует,плохо,хорошо,нормально
23192735,нормально,плохо,нормально,нормально,хорошо
86654767,плохо,отсутствует,отсутствует,плохо,нормально
74719310,нормально,отсутствует,плохо,плохо,нормально
47730308,плохо,хорошо,отсутствует,нормально,нормально
73635532,плохо,плохо,отсутствует,нормально,нормально
51204444,отсутствует,нормально,отсутствует,плохо,хорошо
54000735,плохо,отсутствует,отсутствует,хорошо,нормально
82197641,хорошо,нормально,плохо,хорошо,нормально
61540381,плохо,плохо,отсутствует,нормально,нормально
68143436,отсутствует,плохо,отсутствует,хорошо,хорошо
68946203,плохо,нормально,отсутствует,нормально,нормально
3379336,нормально,нормально,плохо,хорошо,нормально
38315936,плохо,нормально,отсутствует,нормально,нормально
18059685,нормально,нормально,нормально,нормально,нормально
98886239,нормально,плохо,плохо,хорошо,нормально
16128183,нормально,отсутствует,нормально,плохо,нормально
63060395,нормально,отсутствует,плохо,плохо,нормально
95827615,нормально,отсутствует,плохо,нормально,нормально
67477261,нормально,плохо,нормально,нормально,плохо
51818283,нормально,хорошо,плохо,нормально,нормально
44409677,плохо,отсутствует,плохо,плохо,нормально
5517582,хорошо,плохо,хорошо,нормально,хорошо
96601346,нормально,отсутствует,нормально,хорошо,нормально
57564733,плохо,нормально,плохо,нормально,нормально
95483068,нормально,отсутствует,нормально,нормально,нормально
64928101,отсутствует,отсутствует,хорошо,нормально,хорошо
23482498,плохо,нормально,нормально,плохо,хорошо
84305908,плохо,отсутствует,хорошо,плохо,хорошо
48937656,нормально,нормально,плохо,нормально,нормально
75740648,нормально,нормально,плохо,нормально,нормально
40092298,плохо,нормально,отсутствует,плохо,нормально
92853506,плохо,отсутствует,отсутствует,нормально,нормально
87609245,нормально,отсутствует,плохо,нормально,хорошо
61930007,плохо,хорошо,отсутствует,хорошо,нормально
62676328,плохо,нормально,отсутствует,плохо,нормально
60156634,нормально,хорошо,отсутствует,нормально,нормально
23714685,плохо,хорошо,отсутствует,плохо,нормально
77737554,нормально,нормально,плохо,плохо,хорошо
10882552,плохо,нормально,нормально,плохо,хорошо
12707627,хорошо,отсутствует,плохо,хорошо,нормально
64375831,нормально,отсутствует,плохо,нормально,нормально
95654096,нормально,плохо,нормально,нормально,нормально
17107338,нормально,отсутствует,плохо,хорошо,нормально
92626047,плохо,нормально,нормально,хорошо,хорошо
37429983,плохо,отсутствует,отсутствует,хорошо,нормально
87045582,нормально,отсутствует,нормально,нормально,хорошо
85925437,хорошо,нормально,хорошо,нормально,хорошо
75189324,нормально,отсутствует,плохо,хорошо,нормально
91155915,плохо,нормально,нормально,плохо,хорошо
38565084,плохо,отсутствует,отсутствует,нормально,плохо
35584155,нормально,отсутствует,нормально,хорошо,нормально
78598335,нормально,отсутствует,нормально,хорошо,нормально
7730832,нормально,нормально,нормально,нормально,хорошо
9351262,плохо,нормально,отсутствует,нормально,нормально
42988330,нормально,нормально,отсутствует,плохо,хорошо
81606320,плохо,хорошо,отсутствует,плохо,нормально
1586383,отсутствует,плохо,нормально,плохо,плохо
86545109,хорошо,отсутствует,хорошо,плохо,хорошо
21319221,плохо,нормально,отсутствует,хорошо,нормально
72516783,плохо,хорошо,хорошо,плохо,хорошо
58547837,нормально,нормально,плохо,нормально,нормально
97694715,хорошо,отсутствует,плохо,нормально,нормально
28415044,плохо,отсутствует,отсутствует,хорошо,нормально
680595,плохо,нормально,отсутствует,хорошо,плохо
94562672,плохо,отсутствует,отсутствует,нормально,нормально
43654377,плохо,отсутствует,отсутствует,нормально,нормально
53629149,плохо,отсутствует,отсутствует,нормально,нормально
98003950,плохо,плохо,отсутствует,плохо,нормально
13471341,плохо,отсутствует,отсутствует,нормально,нормально
58080197,плохо,плохо,отсутствует,плохо,плохо
63005463,нормально,отсутствует,плохо,плохо,плохо
16647476,хорошо,отсутствует,хорошо,хорошо,хорошо
5477449,плохо,плохо,отсутствует,плохо,плохо
16429886,нормально,отсутствует,плохо,нормально,нормально
66741925,отсутствует,отсутствует,отсутствует,хорошо,нормально
55691794,нормально,отсутствует,плохо,хорошо,нормально
87821849,хорошо,отсутствует,отсутствует,хорошо,нормально
52986993,плохо,отсутствует,отсутствует,плохо,плохо
67028717,хорошо,отсутствует,хорошо,хорошо,хорошо
80767669,нормально,нормально,плохо,нормально,нормально
86945264,нормально,нормально,нормально,нормально,нормально
55707982,плохо,отсутствует,отсутствует,плохо,нормально
71873320,плохо,нормально,отсутствует,плохо,плохо
56552319,отсутствует,хорошо,отсутствует,нормально,хорошо
34426775,нормально,плохо,нормально,нормально,хорошо
92762149,плохо,плохо,отсутствует,хорошо,плохо
62740422,плохо,нормально,плохо,хорошо,нормально
96057386,хорошо,отсутствует,хорошо,нормально,хорошо
76827646,плохо,хорошо,отсутствует,плохо,нормально
31037736,плохо,отсутствует,отсутствует,плохо,нормально
16087334,плохо,отсутствует,отсутствует,хорошо,нормально
27091550,плохо,плохо,нормально,хорошо,хорошо
67646203,нормально,отсутствует,плохо,плохо,плохо
29147076,нормально,отсутствует,плохо,нормально,нормально
25210011,нормально,нормально,хорошо,хорошо,хорошо
19341813,хорошо,нормально,нормально,хорошо,хорошо
80882261,плохо,отсутствует,отсутствует,хорошо,нормально
99786072,нормально,отсутствует,нормально,нормально,нормально
5945200,плохо,нормально,отсутствует,плохо,нормально
42613265,нормально,отсутствует,нормально,хорошо,хорошо
77046108,нормально,плохо,хорошо,хорошо,нормально
31565672,плохо,нормально,отсутствует,нормально,нормально
91337211,нормально,отсутствует,хорошо,нормально,хорошо
93118004,нормально,плохо,плохо,нормально,нормально
57955390,плохо,отсутствует,отсутствует,нормально,нормально
60756862,нормально,отсутствует,плохо,нормально,нормально
69849091,плохо,отсутствует,отсутствует,плохо,нормально
74110507,нормально,нормально,плохо,плохо,нормально
85908232,нормально,плохо,плохо,нормально,нормально
10363095,плохо,плохо,отсутствует,плохо,плохо
47981100,нормально,хорошо,отсутствует,плохо,нормально
46372374,хорошо,плохо,нормально,плохо,нормально
25726679,нормально,отсутствует,плохо,плохо,плохо
52703166,плохо,нормально,отсутствует,хорошо,нормально
51827080,хорошо,плохо,хорошо,хорошо,хорошо
82750562,плохо,плохо,плохо,хорошо,плохо
69665833,нормально,плохо,отсутствует,нормально,нормально
19817622,хорошо,плохо,хорошо,хорошо,нормально
55382013,плохо,нормально,отсутствует,хорошо,нормально
72533526,нормально,нормально,нормально,нормально,нормально
41752073,плохо,хорошо,отсутствует,хорошо,нормально
6491949,хорошо,хорошо,хорошо,нормально,нормально
19759011,нормально,отсутствует,отсутствует,нормально,нормально
46557812,нормально,отсутствует,отсутствует,нормально,нормально
26777566,нормально,отсутствует,плохо,нормально,плохо
29200546,отсутствует,отсутствует,отсутствует,хорошо,хорошо
26741334,плохо,плохо,отсутствует,хорошо,плохо
54172749,плохо,плохо,отсутствует,нормально,плохо
79245668,плохо,плохо,нормально,плохо,нормально
3015584,плохо,отсутствует,отсутствует,плохо,нормально
56361353,плохо,хорошо,отсутствует,плохо,нормально
56669811,плохо,плохо,отсутствует,плохо,плохо
38509694,отсутствует,плохо,отсутствует,нормально,хорошо
42092309,плохо,отсутствует,отсутствует,хорошо,нормально
99050417,хорошо,отсутствует,плохо,хорошо,нормально
11800795,хорошо,отсутствует,отсутствует,хорошо,нормально
12993173,плохо,отсутствует,отсутствует,плохо,нормально
17184095,нормально,плохо,нормально,плохо,нормально
84456997,плохо,нормально,отсутствует,нормально,нормально
10754901,хорошо,отсутствует,нормально,хорошо,хорошо
84415225,плохо,нормально,отсутствует,плохо,плохо
66859636,нормально,нормально,плохо,хорошо,нормально
86038333,плохо,отсутствует,отсутствует,плохо,плохо
50809408,плохо,отсутствует,отсутствует,хорошо,нормально
35618521,плохо,отсутствует,отсутствует,хорошо,нормально
89981144,нормально,нормально,хорошо,нормально,хорошо
75009098,хорошо,хорошо,нормально,хорошо,нормально
21177322,отсутствует,отсутствует,отсутствует,хорошо,нормально
38554789,плохо,отсутствует,отсутствует,плохо,нормально
9467710,нормально,отсутствует,нормально,плохо,хорошо
5597733,нормально,отсутствует,плохо,нормально,нормально
3391559,плохо,нормально,отсутствует,хорошо,нормально
32606324,плохо,плохо,нормально,плохо,нормально
58257875,отсутствует,отсутствует,отсутствует,плохо,хорошо
40333181,плохо,отсутствует,отсутствует,нормально,нормально
95530761,нормально,отсутствует,плохо,нормально,нормально
76328168,нормально,нормально,нормально,плохо,нормально
59623023,нормально,плохо,плохо,плохо,плохо
73692222,нормально,нормально,нормально,плохо,нормально
18116453,нормально,отсутствует,нормально,хорошо,нормально
77156670,хорошо,отсутствует,отсутствует,хорошо,нормально
4819427,нормально,отсутствует,хорошо,нормально,хорошо
99433943,плохо,отсутствует,отсутствует,нормально,нормально
72437413,плохо,отсутствует,отсутствует,хорошо,нормально
72365041,плохо,нормально,отсутствует,нормально,нормально
54677026,нормально,плохо,плохо,нормально,нормально
70099122,нормально,нормально,плохо,нормально,нормально
